DataID,Date,ChannelGroup,DeviceCategory,TotalUsers,NewUsers,Sessions,Purchases,Revenue
60910,2024-06-22,Paid Search,tablet,969,571,1197,59,4720
60911,2024-03-20,Organic Search,desktop,1475,649,1736,86,11266
60912,07/25/2024,Email,smart tv,1338,776,1455,29,1711
60913,2024-01-22,Referral,smart tv,740,370,823,16,2224
60914,2024-11-20, direct ,tablet,1704,869,1915,153,19584
60915,2024-12-13,email,tablet,1712,804,2114,42,4452
60916,2024-12-27,Organic Search,mobile,575,333,748,37,2627
60917,2024-05-12,Direct,tablet,1484,742,1747,139,20155
60918,2024-08-16,Referral,mobile,1666,1316,2057,41,1640
60919,2024-08-14,email,mobile,2114,1522,2430,48,3792
60920,2024-04-23,email,Desktop,1649,989,1874,37,3034
60921,2024-03-09,Referral,mobile,2012,1187,2548,50,6050
60922,2024-04-30,Paid Search,desktop,407,211,463,23,2806
60923,2024-10-11,Referral,smart tv,1083,703,1231,24,3192
60924,2024-12-04,Organic Search,Desktop,1468,1115,1859,92,8096
60925,03/21/2024, direct ,tablet,2068,1282,2955,236,33276
60926,2024-06-07, direct ,desktop,789,473,999,79,1659
60927,2024-09-18,Direct,smart tv,2299,988,2555,204,12444
60928,2024-10-30,Paid Search,desktop,1747,1362,1986,99,4950
60929,2024-03-05,Organic Search,Desktop,1116,736,1509,75,3000
60930,2024-11-14,Social,mobile,1872,748,2203,44,1716
60931,2024-12-07,Email,Desktop,144,79,168,3,309
60932,2024-06-01,Paid Search,tablet,1938,1124,2770,138,5244
60933,2024-03-03,Referral,mobile,2415,1159,2597,51,7497
60934,2024-09-21,Social,tablet,1288,618,1386,27,1107
60935,10/20/2024,Referral,desktop,2058,1296,2450,49,7301
60936,2024-02-26,email,Desktop,2063,1320,2948,58,3190
60937,2024-06-04,Organic Search,mobile,2176,1436,2560,128,15872
60938,2024-10-16,Paid Search,mobile,1857,872,2544,127,11176
60939,2024-05-07,Social,smart tv,2426,1819,2666,53,5353
60940,2024-04-25,Direct,smart tv,1038,768,1314,105,7035
60941,2024-12-02, direct ,tablet,2520,1587,2770,221,20774
60942,2024-11-01, direct ,Desktop,1704,1278,2272,181,13213
60943,09/21/2024,Paid Search,smart tv,1875,918,2061,103,8858
60944,2024-04-20,Paid Search,desktop,921,497,1097,54,1728
60945,2024-04-09,Email,smart tv,1358,583,1811,36,
60946,2024-07-06,email,mobile,1367,820,1503,30,1200
60947,2024-08-13,Social,smart tv,1141,832,1631,32,3392
60948,2024-11-05,Social,tablet,1745,1081,2182,43,3827
60949,2024-10-08,Email,smart tv,2579,1985,2835,56,8288
60950,2024-01-19,Paid Search,smart tv,937,627,1267,63,7812
60951,2024-05-24,Referral,Desktop,1020,754,1160,23,1656
60952,2024-04-28,Direct,mobile,811,510,966,77,10395
60953,2024-02-03,email,desktop,393,224,457,9,1116
60954,2024-09-25,Paid Search,tablet,201,110,255,12,1248
60955,2024-12-27,Email,smart tv,360,165,508,10,210
60956,2024-08-10,Direct,tablet,1213,703,1462,116,11716
60957,2024-04-14,Paid Search,desktop,881,572,1049,52,4316
60958,2024-03-08,Social,tablet,1733,970,2064,41,2419
60959,2024-06-30,Paid Search,mobile,2554,1711,2747,137,17262
60960,2024-11-25,email,smart tv,2578,1211,2773,55,3960
60961,2024-06-02,Referral,tablet,1722,861,2003,40,3560
60962,2024-02-26,Referral,smart tv,670,462,737,14,476
60963,2024-11-20,Email,smart tv,156,62,196,3,396
60964,2024-05-16,email,mobile,1760,1179,1956,39,4836
60965,2024-09-01,email,desktop,953,381,1084,21,1134
60966,2024-03-13,Paid Search,Desktop,1737,868,2069,103,15141
60967,2024-09-01,email,desktop,1199,551,1643,32,
60968,2024-02-29,Social,Desktop,1907,1392,2168,43,2150
60969,2024-05-30,Email,tablet,1306,888,1697,33,825
60970,2024-07-30,Paid Search,mobile,1324,648,1743,87,11658
60971,2024-07-29,Organic Search,desktop,2103,1282,2732,136,9792
60972,09/30/2024,Social,mobile,2272,1772,2444,48,3360
60973,2024-06-11,Referral,Desktop,1973,1262,2436,48,2112
60974,2024-07-05,Social,mobile,1914,1129,2151,43,3010
60975,2024-10-03, direct ,smart tv,798,367,950,76,2432
60976,2024-04-18,Paid Search,tablet,1811,1376,2236,111,6105
60977,2024-09-01,Direct,smart tv,1202,685,1351,108,6372
60978,2024-06-09, direct ,mobile,1091,567,1495,119,2499
60979,2024-04-20,Referral,smart tv,462,300,538,10,430
60980,2024-11-10,Organic Search,desktop,1471,706,1839,91,2275
60981,2024-02-17,Social,tablet,575,247,662,13,364
60982,2024-02-18,Social,Desktop,386,258,529,10,730
60983,2024-02-27, direct ,mobile,450,256,601,48,4512
60984,2024-12-03,Referral,desktop,350,266,433,8,304
60985,2024-08-01,Paid Search,Desktop,443,287,477,23,
60986,2024-09-16,Email,tablet,1023,429,1112,22,1408
60987,2024-04-12,Email,Desktop,1861,874,2046,40,2920
60988,2024-03-26,email,desktop,514,406,613,12,1608
60989,2024-08-01,Social,mobile,836,618,1146,22,990
60990,2024-05-24, direct ,tablet,386,177,545,43,3096
60991,2024-10-09,Paid Search,mobile,513,384,703,35,1680
60992,2024-11-22,Organic Search,desktop,862,672,1232,61,2440
60993,2024-12-30,Social,smart tv,835,576,972,19,
60994,2024-06-04,Referral,Desktop,1072,428,1375,27,
60995,2024-03-30, direct ,desktop,807,427,1076,86,9374
60996,02/09/2024,email,smart tv,797,518,896,17,
60997,2024-05-29,Organic Search,mobile,804,490,1045,52,3640
60998,2024-12-28,Organic Search,mobile,762,342,978,48,4080
60999,2024-04-24,Paid Search,Desktop,2387,1575,2984,149,21158
61000,2024-09-16,Organic Search,tablet,2140,1241,2405,120,11760
61001,2024-09-06,Direct,desktop,439,324,564,45,4545
61002,2024-08-26,Paid Search,Desktop,613,281,786,39,2301
61003,2024-08-22, direct ,desktop,882,555,1038,83,8798
61004,2024-11-26, direct ,mobile,977,400,1253,100,4600
61005,07/18/2024,Social,smart tv,2508,1078,2986,59,2832
61006,2024-08-12,Paid Search,Desktop,868,390,1206,60,8820
61007,2024-10-05,Organic Search,Desktop,92,50,127,6,138
61008,2024-04-22,Social,smart tv,981,402,1155,23,
61009,2024-07-12,Email,desktop,2398,1127,2726,54,7506
61010,2024-03-23,Email,desktop,2075,1577,2661,53,5724
61011,2024-03-09,Referral,mobile,419,263,488,9,1053
61012,2024-01-19,email,desktop,135,95,171,3,93
61013,2024-12-12,Direct,mobile,1510,906,1987,158,11376
61014,2024-09-10,Social,desktop,1406,956,1736,34,986
61015,2024-03-05,Email,desktop,638,280,840,16,1216
61016,2024-07-25,Referral,mobile,2441,1879,2774,55,4015
61017,2024-02-18,Direct,tablet,303,172,349,27,3267
61018,2024-09-09,Organic Search,smart tv,275,110,332,16,2368
61019,2024-02-16,Paid Search,mobile,1302,846,1431,71,2698
61020,2024-07-17,Paid Search,desktop,316,173,452,22,
61021,2024-11-01,email,tablet,2193,1447,2410,48,960
61022,2024-09-12,Email,mobile,1640,1246,2311,46,5658
61023,2024-01-21,Social,smart tv,88,46,110,2,76
61024,02/17/2024,email,tablet,1501,645,1687,33,3465
61025,2024-03-21, direct ,Desktop,430,318,507,40,1000
61026,2024-02-03,email,Desktop,1289,915,1554,31,2139
61027,2024-07-10,Email,mobile,757,598,881,17,2516
61028,2024-12-12,Paid Search,mobile,2386,1360,2983,149,16539
61029,2024-07-13,email,tablet,2450,1004,2953,59,2124
61030,2024-01-04,Direct,desktop,267,128,308,24,2376
61031,2024-08-11,Paid Search,mobile,422,206,464,23,2254
61032,2024-02-07,email,desktop,1952,1268,2603,52,7124
61033,2024-08-18,Direct,smart tv,2158,1014,2878,230,14030
61034,2024-03-17,Organic Search,Desktop,2058,823,2394,119,11305
61035,2024-04-17,Paid Search,Desktop,2505,1803,2694,134,17822
61036,2024-01-30,Paid Search,Desktop,2238,1633,2544,127,10541
61037,2024-08-27,Paid Search,tablet,1985,1548,2613,130,18200
61038,03/16/2024,Social,desktop,1028,637,1390,27,1215
61039,2024-06-06,Organic Search,tablet,638,370,694,34,1972
61040,2024-10-26,Organic Search,tablet,1194,549,1512,75,8775
61041,2024-12-18,Email,Desktop,1353,974,1934,38,2014
61042,2024-03-07,Social,mobile,1123,797,1441,28,3444
61043,2024-10-15, direct ,mobile,1068,768,1243,99,2178
61044,2024-01-13,Organic Search,mobile,250,182,302,15,645
61045,2024-02-04,email,tablet,1915,1474,2588,51,
61046,2024-08-06,Email,desktop,1955,840,2540,50,1700
61047,2024-03-25,Referral,mobile,1483,830,1878,37,2442
61048,2024-07-03,email,desktop,2218,1552,2641,52,2860
61049,2024-09-28,email,tablet,1259,705,1464,29,1276
61050,2024-06-15,Social,Desktop,2178,1350,2829,56,5376
61051,2024-10-06,Referral,desktop,1360,775,1944,38,1938
61052,2024-07-18,Social,mobile,570,404,722,14,588
61053,2024-12-15,email,tablet,1247,985,1402,28,728
61054,2024-01-04,Email,desktop,1018,468,1377,27,3537
61055,2024-03-29,Direct,desktop,623,274,734,58,3016
61056,2024-07-05,Referral,Desktop,1365,887,1645,32,1632
61057,2024-01-05,Direct,tablet,666,379,844,67,6566
61058,2024-03-20,Paid Search,mobile,1903,894,2139,106,13038
61059,2024-09-01,Paid Search,smart tv,220,125,259,12,936
61060,2024-07-16,Organic Search,Desktop,1293,594,1421,71,5751
61061,2024-03-13,Paid Search,smart tv,944,396,1124,56,3696
61062,2024-05-06,email,Desktop,482,192,635,12,780
61063,2024-12-09,Organic Search,desktop,1200,840,1559,77,5005
61064,2024-08-17,email,tablet,1378,771,1888,37,4255
61065,2024-07-22,Organic Search,smart tv,1502,1141,1727,86,5246
61066,2024-11-08,email,mobile,2034,1118,2712,54,3240
61067,2024-10-22,Email,mobile,370,281,436,8,768
61068,2024-11-08,Direct,desktop,311,220,342,27,1917
61069,2024-05-22,Social,smart tv,2651,1855,2946,58,6148
61070,2024-10-09,Social,mobile,1872,1216,2058,41,5125
61071,2024-10-12,Direct,smart tv,881,616,1049,83,11537
61072,2024-06-06, direct ,mobile,1583,712,2005,160,17440
61073,2024-11-14,Direct,Desktop,726,479,825,66,8052
61074,2024-03-18, direct ,tablet,100,54,141,11,1331
61075,2024-01-23,Email,tablet,2601,1274,2923,58,3190
61076,2024-09-15,Email,mobile,216,105,261,5,250
61077,2024-12-03,Social,Desktop,2020,969,2494,49,3038
61078,2024-01-01,Paid Search,desktop,540,378,772,38,3800
61079,2024-07-01,Organic Search,desktop,1225,771,1613,80,6320
61080,2024-10-22,Paid Search,Desktop,1050,535,1459,72,6696
61081,2024-07-25,email,desktop,765,512,982,19,1273
61082,2024-10-03,Paid Search,desktop,271,192,327,16,1360
61083,2024-11-18, direct ,Desktop,2169,954,2384,190,14630
61084,2024-09-24,email,mobile,2278,1298,2713,54,2376
61085,2024-07-27,Paid Search,tablet,1656,1159,2239,111,5106
61086,2024-04-26,Organic Search,desktop,1732,727,1925,96,3456
61087,2024-03-27, direct ,Desktop,795,524,959,76,1596
61088,2024-02-06, direct ,mobile,90,49,105,8,592
61089,2024-02-08,Referral,smart tv,2296,941,2469,49,6762
61090,2024-07-09,email,mobile,2212,1216,2837,56,4088
61091,2024-07-10,Direct,mobile,2217,908,2520,201,27939
61092,2024-05-28,Direct,smart tv,819,507,1051,84,3696
61093,2024-07-04,Paid Search,desktop,2610,1670,2933,146,11096
61094,2024-04-09,Paid Search,Desktop,267,197,343,17,1258
61095,2024-11-26, direct ,smart tv,1934,967,2103,168,11256
61096,2024-10-05,Paid Search,smart tv,1822,1056,2048,102,15198
61097,2024-02-13,Referral,mobile,1673,903,2092,41,1517
61098,2024-06-25,Email,desktop,1100,836,1393,27,2376
61099,2024-07-10,Email,smart tv,1953,1328,2752,55,4565
61100,2024-11-24,Organic Search,smart tv,2236,1319,2904,145,11310
61101,2024-07-08, direct ,desktop,395,284,465,37,1813
61102,2024-11-15,Referral,desktop,1463,672,1608,32,4576
61103,2024-09-14,email,mobile,257,102,303,6,636
61104,2024-11-17,Email,desktop,1395,767,1767,35,2660
61105,2024-04-04,Organic Search,Desktop,1266,620,1347,67,9581
61106,2024-02-25,email,tablet,1495,732,1739,34,3468
61107,2024-08-14,Organic Search,mobile,1032,608,1291,64,5696
61108,2024-06-23,Email,desktop,864,596,1153,23,3312
61109,05/23/2024,Email,Desktop,2314,1342,2967,59,8732
61110,2024-02-27,Email,desktop,1476,782,-2051,41,5781
61111,2024-06-25,Paid Search,desktop,1504,676,1880,94,11562
61112,2024-11-26, direct ,Desktop,348,236,415,33,1287
61113,2024-12-14,Direct,smart tv,2537,1243,2917,233,15145
61114,2024-11-13,Email,smart tv,1650,1122,1897,37,2405
61115,2024-03-08,email,desktop,168,127,183,3,309
61116,2024-06-01,Referral,tablet,234,156,249,4,420
61117,2024-03-14,Paid Search,Desktop,1069,780,1486,74,2072
61118,2024-11-10, direct ,smart tv,2042,1286,2688,215,27090
61119,2024-10-16,Email,tablet,2147,923,2497,49,7154
61120,12/29/2024,Organic Search,tablet,884,486,1120,56,1456
61121,2024-01-12,Email,tablet,563,320,793,15,405
61122,2024-05-24,Direct,desktop,352,193,415,33,
61123,2024-01-09,Paid Search,tablet,1190,535,1323,66,3828
61124,2024-11-22,Direct,smart tv,247,113,266,21,2793
61125,03/29/2024,Email,Desktop,560,229,778,15,675
61126,2024-12-24,Direct,Desktop,1987,1192,2722,217,27559
61127,2024-12-07, direct ,desktop,2407,1684,2646,211,11816
61128,2024-06-11,Referral,mobile,1220,707,1743,34,2346
61129,2024-10-08,email,tablet,1292,775,1636,32,1568
61130,2024-05-31, direct ,smart tv,1802,901,2503,200,13200
61131,2024-05-11,Organic Search,desktop,771,547,952,47,5640
61132,2024-09-06,Email,Desktop,1875,900,1995,39,1677
61133,2024-05-08,Email,desktop,1652,1156,2295,45,6570
61134,2024-09-25,Paid Search,Desktop,1985,1349,2837,141,16215
61135,2024-08-07,email,Desktop,560,420,737,14,2044
61136,2024-11-26, direct ,tablet,149,75,166,13,507
61137,2024-09-14,Paid Search,Desktop,490,357,584,29,2378
61138,2024-04-13,email,tablet,2266,1472,2667,53,4770
61139,2024-03-21,email,tablet,1463,731,1702,34,3774
61140,2024-09-21,Paid Search,desktop,1030,566,1158,57,1311
61141,2024-06-05,Direct,tablet,1344,631,1680,134,9380
61142,2024-03-08,Paid Search,Desktop,2720,2094,2925,146,17082
61143,2024-04-20,Social,smart tv,2389,1098,2746,54,6804
61144,2024-03-30, direct ,mobile,232,153,258,20,1520
61145,2024-06-19,Direct,tablet,2636,1318,2805,224,14336
61146,2024-11-06,Referral,mobile,845,625,1098,21,1428
61147,2024-04-05,Paid Search,smart tv,454,354,541,27,864
61148,2024-04-05,Referral,mobile,198,89,248,4,576
61149,2024-06-12,Referral,smart tv,699,531,823,16,1472
61150,2024-12-13,email,mobile,1859,1171,2583,51,3621
61151,2024-01-10,Email,Desktop,475,365,609,12,1032
61152,2024-02-27,Social,smart tv,962,625,1203,24,2520
61153,2024-08-31,Organic Search,desktop,634,405,675,33,2640
61154,2024-11-02,Social,tablet,2080,1144,2737,54,6372
61155,2024-09-05,Email,Desktop,1295,880,1851,37,2109
61156,2024-06-18,Direct,Desktop,1798,1384,2116,169,9971
61157,2024-09-28,Organic Search,mobile,279,150,349,17,612
61158,2024-01-16,Organic Search,tablet,1960,784,2580,129,7482
61159,2024-04-03,Social,Desktop,1364,927,1483,29,3103
61160,2024-04-29,email,mobile,408,199,544,10,380
61161,2024-09-03,Social,smart tv,1018,702,1213,24,
61162,2024-08-15, direct ,tablet,2272,1658,2840,227,11804
61163,2024-09-17,Email,tablet,2224,1668,2367,47,6533
61164,2024-01-13,Email,mobile,1296,881,1508,30,4050
61165,2024-03-09,Referral,mobile,1732,900,1991,39,2769
61166,2024-05-15,Email,smart tv,1385,664,1474,29,1247
61167,2024-09-08,Paid Search,mobile,1092,513,1241,62,4650
61168,2024-09-16,Referral,Desktop,2470,1012,2941,58,1566
61169,2024-08-27,Social,tablet,622,366,877,17,2023
61170,2024-06-16,email,desktop,558,407,707,14,784
61171,2024-06-24,Paid Search,desktop,105,52,132,6,516
61172,2024-12-16,Email,Desktop,1716,823,2320,46,5060
61173,2024-04-05,Social,smart tv,1826,748,2468,49,4802
61174,2024-09-28,Organic Search,Desktop,1687,809,1896,94,8554
61175,2024-10-09,Direct,Desktop,1277,574,-1659,132,3960
61176,2024-02-26,Organic Search,tablet,1385,720,1951,97,10282
61177,2024-05-21, direct ,desktop,378,151,505,40,3600
61178,2024-12-27,Direct,mobile,1351,729,1755,140,13020
61179,2024-01-16,Paid Search,smart tv,1186,747,1413,70,6370
61180,2024-06-15,Paid Search,smart tv,1041,458,1447,72,10440
61181,2024-04-16, direct ,mobile,136,55,166,13,
61182,2024-09-04,Social,smart tv,1928,1079,2411,48,2304
61183,2024-08-20,Paid Search,smart tv,1334,720,1647,82,5822
61184,2024-03-02,Referral,smart tv,590,259,729,14,1904
61185,2024-07-24,Social,Desktop,2336,1798,2686,53,5141
61186,2024-09-09,Paid Search,mobile,1889,944,2099,104,4472
61187,2024-02-17,Direct,tablet,487,199,642,51,6528
61188,2024-05-01,Social,smart tv,2782,2142,2960,59,4543
61189,2024-07-01,Email,smart tv,1779,764,2341,46,3404
61190,2024-03-08,Direct,desktop,2356,1437,2534,202,30098
61191,2024-08-31,Direct,tablet,1556,793,2104,168,17472
61192,2024-11-21,Email,Desktop,242,113,307,6,396
61193,2024-03-12, direct ,desktop,438,249,548,43,3913
61194,2024-06-07, direct ,desktop,455,300,576,46,6072
61195,2024-12-20,Direct,mobile,1217,730,1561,124,3844
61196,2024-10-01,Organic Search,smart tv,936,496,1319,65,9555
61197,2024-09-28, direct ,mobile,854,367,919,73,3796
61198,2024-09-13,Paid Search,desktop,2531,1518,2844,142,10650
61199,2024-11-19,Social,mobile,755,513,994,19,2812
61200,2024-01-20,Email,smart tv,1922,1230,2563,51,6681
61201,2024-04-12,Paid Search,mobile,1880,1428,2321,116,2900
61202,2024-07-19,Paid Search,smart tv,990,455,1254,62,4836
61203,2024-03-29,Social,smart tv,1348,1011,1926,38,3154
61204,2024-02-27,Paid Search,desktop,1363,586,1604,80,4560
61205,2024-05-07,Organic Search,desktop,1257,653,1722,86,10492
61206,2024-01-22,email,desktop,725,507,980,19,1710
61207,2024-07-22,Referral,desktop,1407,858,1530,30,1800
61208,2024-04-19, direct ,desktop,1750,1347,2084,166,12616
61209,2024-09-09,Direct,Desktop,1416,977,2023,161,10143
61210,2024-11-11,Social,Desktop,929,724,999,19,513
61211,08/04/2024,Referral,smart tv,412,214,557,11,1408
61212,2024-04-04,Email,desktop,230,119,284,5,645
61213,2024-02-26,Social,smart tv,2427,1213,2758,55,1155
61214,2024-08-13, direct ,tablet,2341,1334,2691,215,17845
61215,2024-09-11,email,desktop,253,116,306,6,468
61216,2024-08-14,Social,desktop,1234,703,1563,31,4123
61217,2024-11-29,Direct,tablet,336,198,426,34,4590
61218,2024-01-12,Organic Search,Desktop,1827,895,2405,120,10680
61219,2024-07-30,Organic Search,Desktop,382,187,466,23,2668
61220,2024-03-28, direct ,mobile,1411,1030,1764,141,9729
61221,2024-01-24,Organic Search,tablet,2200,1738,2472,123,13161
61222,2024-02-22,Organic Search,mobile,1806,758,2509,125,4750
61223,2024-02-21,email,smart tv,406,166,502,10,1260
61224,2024-05-24,Social,desktop,763,495,992,19,2413
61225,2024-07-05,Email,smart tv,918,514,1177,23,1840
61226,2024-05-02,email,mobile,1296,712,1662,33,2376
61227,2024-10-01,Paid Search,Desktop,2007,1023,2607,130,
61228,2024-06-14,Direct,desktop,330,168,393,31,1240
61229,2024-01-26,Paid Search,Desktop,235,180,271,13,793
61230,2024-11-27,Social,smart tv,1391,709,1784,35,3115
61231,2024-01-11,Email,Desktop,109,71,152,3,360
61232,2024-01-15,Direct,tablet,663,483,897,71,5041
61233,2024-05-09,Social,desktop,1439,964,1919,38,2166
61234,2024-04-15,Paid Search,mobile,2119,932,2382,119,8568
61235,2024-01-12,Direct,tablet,2419,1185,2813,225,7650
61236,2024-07-06,Referral,smart tv,1554,1025,2190,43,3139
61237,2024-05-31,Organic Search,tablet,1603,1234,2083,104,11336
61238,2024-01-23,Social,Desktop,381,281,515,10,310
61239,2024-12-19, direct ,desktop,655,281,819,65,6370
61240,2024-02-09,Direct,desktop,1462,1140,1700,136,14688
61241,2024-09-29,Email,Desktop,781,429,1085,21,2583
61242,2024-03-10,Paid Search,mobile,2312,1433,2541,127,3302
61243,2024-03-14,Direct,Desktop,949,502,1217,97,7372
61244,2024-03-25,Organic Search,tablet,549,241,687,34,4284
61245,2024-01-08,Direct,desktop,1397,768,1684,134,15276
61246,2024-02-02,Email,tablet,1131,655,1414,28,2464
61247,2024-10-06,Email,desktop,683,361,977,19,2508
61248,2024-09-25,Organic Search,desktop,797,406,858,42,966
61249,2024-12-15,Organic Search,smart tv,974,652,1249,62,6696
61250,2024-12-16,Organic Search,Desktop,868,624,1223,61,9028
61251,2024-03-05,Social,Desktop,2268,1496,2908,58,4524
61252,2024-02-17,Organic Search,smart tv,134,92,182,9,1152
61253,2024-04-26, direct ,mobile,1050,640,1439,115,8280
61254,2024-02-09,Paid Search,Desktop,1675,686,2094,104,7280
61255,2024-08-29,Email,tablet,1672,953,2015,40,3280
61256,2024-04-28,Paid Search,smart tv,600,396,732,36,1620
61257,2024-10-22, direct ,desktop,1196,550,1329,106,6254
61258,2024-02-18,Organic Search,smart tv,725,369,1007,50,3600
61259,2024-09-16,Social,tablet,1900,1501,2603,52,4264
61260,2024-10-03,Direct,Desktop,636,362,806,64,
61261,2024-05-18,Email,desktop,337,242,359,7,777
61262,2024-03-25,Email,tablet,363,239,413,8,544
61263,2024-11-06,Referral,Desktop,1971,1024,2560,51,3213
61264,08/23/2024,Paid Search,Desktop,1417,906,1687,84,5964
61265,2024-04-29,Direct,tablet,2327,1256,2838,227,22700
61266,2024-09-22,Direct,smart tv,2551,1454,2933,234,21294
61267,2024-08-23,Paid Search,tablet,1144,858,1526,76,7372
61268,2024-02-19,Direct,mobile,2438,1609,2903,232,10440
61269,2024-12-05,Social,Desktop,544,429,648,12,1200
61270,2024-02-18,Direct,tablet,760,585,836,66,5214
61271,2024-08-07,Referral,mobile,897,358,1108,22,2354
61272,2024-01-18,Social,Desktop,2438,1804,2622,52,4056
61273,2024-03-21,Referral,desktop,880,422,1240,24,2016
61274,2024-08-20,Organic Search,mobile,1684,1313,2276,113,8023
61275,2024-07-26, direct ,tablet,2202,1255,2394,191,4966
61276,2024-01-01,Direct,desktop,1224,514,1570,125,14000
61277,2024-03-28,Social,smart tv,2108,864,2317,46,3404
61278,2024-12-28,email,smart tv,982,559,1068,21,924
61279,2024-08-14, direct ,smart tv,292,128,400,32,1088
61280,2024-02-05,Social,mobile,1078,754,1519,30,1260
61281,10/31/2024, direct ,Desktop,842,530,1015,81,6318
61282,2024-11-25,Email,mobile,1427,956,2011,40,4880
61283,2024-09-23,Referral,Desktop,1633,1224,1856,37,3885
61284,2024-02-22,Email,mobile,1733,935,2064,41,5412
61285,2024-07-27,Paid Search,desktop,1200,840,1601,80,4480
61286,2024-05-11,Social,desktop,670,348,729,14,2058
61287,2024-08-27,Paid Search,tablet,1249,711,1453,72,3024
61288,2024-09-14,Paid Search,desktop,169,106,239,11,1122
61289,2024-12-22,Direct,smart tv,2052,1354,2773,221,13702
61290,2024-04-14,Social,Desktop,2359,1273,2744,54,7236
61291,2024-10-11,Referral,tablet,1795,1184,2163,43,4214
61292,2024-04-24,Referral,Desktop,1279,946,1802,36,3384
61293,2024-12-30,Direct,Desktop,1815,943,2358,188,13536
61294,2024-09-16,Direct,tablet,1482,1141,1877,150,
61295,07/11/2024,Paid Search,Desktop,1241,843,1460,73,6497
61296,2024-10-14,Paid Search,mobile,2259,1355,2627,131,16506
61297,2024-03-19,Social,smart tv,1164,756,1370,27,1323
61298,2024-02-13,Social,desktop,2143,1585,2305,46,1886
61299,2024-08-07,Direct,mobile,1736,937,1867,149,16241
61300,2024-11-12, direct ,smart tv,453,276,589,47,4418
61301,2024-12-20,Organic Search,desktop,1806,866,2230,111,4551
61302,2024-10-21,Email,tablet,1912,879,2390,47,2585
61303,2024-03-27,Referral,tablet,1034,641,1101,22,3102
61304,2024-05-29,Referral,tablet,462,295,643,12,1764
61305,2024-09-15,Direct,smart tv,411,275,502,40,1720
61306,2024-02-15,Social,Desktop,1330,970,1900,38,4522
61307,2024-11-22,Organic Search,desktop,1320,884,1591,79,11060
61308,2024-10-26, direct ,Desktop,1689,1232,2413,193,4246
61309,2024-04-24,Direct,mobile,818,580,1121,89,9701
61310,2024-04-14,Organic Search,smart tv,688,282,860,43,989
61311,2024-11-03, direct ,desktop,2568,1515,2762,220,21340
61312,2024-03-03,Email,Desktop,1095,514,1336,26,3562
61313,2024-09-28,Direct,mobile,1154,900,1228,98,2058
61314,2024-12-23,email,smart tv,2451,1568,2954,59,8319
61315,2024-08-28,Email,mobile,90,47,112,2,112
61316,2024-03-24,Paid Search,smart tv,2400,1632,2638,131,11790
61317,2024-12-23,email,Desktop,1463,1111,1876,37,4773
61318,2024-11-27,Social,mobile,1810,1067,2155,43,4945
61319,2024-08-20,Referral,Desktop,477,290,530,10,360
61320,2024-11-01,Organic Search,tablet,990,485,1339,66,7194
61321,2024-07-22,Paid Search,tablet,2382,1500,2535,126,18018
61322,2024-05-11,Paid Search,Desktop,749,539,974,48,1248
61323,2024-10-29,Direct,Desktop,171,73,188,15,600
61324,2024-04-30,Direct,tablet,819,442,1123,89,4094
61325,2024-04-05,Direct,tablet,2129,1469,2340,187,11033
61326,2024-05-18,Direct,Desktop,2204,1256,2477,198,16830
61327,2024-11-19,Direct,tablet,2453,1888,2956,236,27376
61328,2024-12-04,email,tablet,1203,818,1583,31,3007
61329,2024-02-08,Direct,smart tv,383,268,525,42,1512
61330,2024-09-10, direct ,desktop,849,517,934,74,6734
61331,11/25/2024, direct ,Desktop,629,295,707,56,5040
61332,2024-01-15,Email,mobile,1925,1039,2674,53,2915
61333,2024-10-14,email,Desktop,1042,750,1469,29,4031
61334,2024-09-20,Direct,Desktop,655,517,910,72,2592
61335,2024-12-13,Referral,desktop,1538,861,1691,33,2838
61336,2024-06-26,Organic Search,smart tv,962,384,1337,66,8844
61337,2024-12-17,Paid Search,smart tv,2325,1581,2555,127,12700
61338,2024-02-15,Referral,desktop,2221,955,2677,53,6466
61339,2024-08-29,Referral,desktop,501,200,619,12,984
61340,2024-01-28,Referral,tablet,1077,807,1253,25,3700
61341,2024-02-19,Social,mobile,200,122,264,5,195
61342,2024-12-30,Social,Desktop,1286,784,1496,29,1798
61343,2024-11-09,Organic Search,smart tv,1512,937,2161,108,6264
61344,2024-09-02,Email,smart tv,1356,949,1491,29,1885
61345,2024-12-05,Referral,tablet,599,377,659,13,1638
61346,2024-02-22,Email,Desktop,2292,1421,2492,49,5782
61347,2024-09-05,Social,tablet,617,438,671,13,1664
61348,2024-11-16,Paid Search,smart tv,1313,787,1397,69,7452
61349,2024-06-12,Paid Search,Desktop,211,139,294,14,1148
61350,04/24/2024,Referral,Desktop,702,372,807,16,704
61351,2024-01-20,Email,mobile,2457,1154,2614,52,6448
61352,2024-05-20,Organic Search,Desktop,1656,1225,1781,89,9256
61353,2024-03-26,email,smart tv,852,511,937,18,1368
61354,2024-08-31,Paid Search,mobile,2141,1113,2462,123,
61355,2024-12-03,email,desktop,539,398,674,13,1690
61356,2024-10-26,Referral,mobile,238,168,-271,5,530
61357,2024-06-10,Email,smart tv,395,244,557,11,1452
61358,2024-08-14,Referral,mobile,444,235,563,11,1551
61359,2024-01-02,Direct,desktop,2641,1690,2810,224,6720
61360,2024-12-01,email,desktop,1499,869,2026,40,1800
