WeekStartDate,AdPlatform,AmountSpend,Impressions,Clicks,TotalUsers,NewUsers,Revenue,Orders,NewCustomers
2024-05-27,TikTok Ads,2813,219414,10970,8008,5445,52640,560,369
2024-10-21,tiktok,4919,486981,29218,26588,18079,47790,531,392
2024-07-22,Affiliate,1191,65505,1965,1807,1084,2700,36,14
2024-01-22,Facebook Ads,1664,33280,1996,1756,1071,7540,52,40
2024-04-29,TikTok Ads,1799,50372,503,331,261,276,6,4
2024-12-23,Affiliate,4110,295920,14796,9765,5566,77179,683,375
2024-07-01,TikTok Ads,2209,167884,10073,6144,3440,24034,122,53
2024-03-04, google ads ,4770,381600,3816,3281,2395,44802,262,162
2024-12-23,tiktok,3634,192602,13482,10111,5763,81810,606,406
2024-04-01,Facebook Ads,4762,147622,5904,3660,2635,25842,219,140
2024-06-10,Facebook Ads,3513,333735,13349,12548,7779,74222,1003,451
2024-02-12,Affiliate,3269,300748,3007,2014,1429,26243,161,83
2024-04-08,Affiliate,2707,119108,4764,2858,2086,8378,142,75
2024-01-29,Affiliate,2389,109894,6593,5274,3322,11572,263,186
2024-05-20,tiktok,3558,295314,8859,7618,4951,55328,304,203
2024-10-21,tiktok,3710,356160,14246,12109,6538,10648,242,140
2024-01-15,tiktok,4305,258300,10332,8368,5690,28724,167,100
2024-11-18,Google Ads,4192,104800,6288,3898,2533,41300,350,171
2024-08-05,Affiliate,2073,45606,2736,1942,1437,7134,58,33
2024-06-10,Google Ads,3963,340818,3408,3203,1985,36288,192,120
2024-05-06,TikTok Ads,1093,26232,1049,671,462,2173,53,30
2024-12-23, google ads ,3422,246384,12319,9116,6928,29484,364,189
2024-06-03,TikTok Ads,510,33660,1683,1077,743,4664,53,21
2024-02-05,Affiliate,3188,143460,1434,889,533,2448,17,10
2024-04-01,Affiliate,882,85554,1711,1608,1109,2144,32,17
2024-06-17,tiktok,2782,136318,4089,3230,1841,-17756,193,84
2024-02-26,Facebook Ads,2014,64448,3866,2358,1627,4888,94,48
2024-03-04, google ads ,833,75803,2274,1955,1231,15776,136,80
2024-04-08, google ads ,3637,272775,2727,2017,1573,5080,40,30
2024-06-10,Google Ads,1066,43706,2185,1376,798,4469,41,22
2024-01-22,Affiliate,2688,177408,7096,6102,4759,59170,305,198
2024-12-23,Facebook Ads,1284,47508,950,693,478,4180,55,42
2024-10-14,tiktok,845,82810,1656,1109,709,2222,22,12
2024-01-01,Google Ads,4886,151466,3029,2332,1609,9943,163,71
2024-04-01,Affiliate,1501,145597,2911,2678,1606,7490,214,107
2024-09-30,Facebook Ads,4623,282003,14100,11562,8787,31486,346,197
2024-01-15,Affiliate,827,40523,2431,1482,1081,24339,133,57
2024-02-26,tiktok,1637,119501,2390,1912,1223,11115,95,38
2024-07-01,Google Ads,861,61992,1239,892,481,4186,26,19
2024-04-22,tiktok,4101,192747,3854,2389,1194,26598,143,61
2024-02-05,TikTok Ads,3104,65184,651,449,327,1417,13,8
2024-09-09,TikTok Ads,4718,358568,7171,5665,4078,66170,509,244
2024-04-08,Affiliate,4859,213796,6413,4168,3167,13944,83,34
2024-09-09,Facebook Ads,890,66750,2002,1841,1417,15620,110,68
2024-09-16,Facebook Ads,1213,31538,1892,1721,1015,8631,137,83
2024-01-22,Affiliate,3181,174955,6998,4898,3673,33672,244,109
2024-02-26, google ads ,3842,126786,8875,6478,5052,80181,453,321
2024-01-22,Affiliate,4683,426153,29830,26548,15928,97612,1061,509
2024-02-12,Affiliate,1548,58824,1764,1234,826,8954,74,34
2024-04-08,TikTok Ads,2317,220115,11005,9024,5775,37884,451,279
09/09/2024,Google Ads,4178,263214,7896,6948,3543,57165,555,238
2024-06-24,TikTok Ads,2659,172835,12098,11009,7265,143220,770,600
2024-09-02,Affiliate,3466,270348,5406,4486,3543,30772,314,157
2024-02-12,Google Ads,2755,231420,16199,15065,9189,-19844,451,180
2024-04-22, google ads ,791,20566,411,369,214,2450,25,15
2024-03-25,Affiliate,4221,206829,14478,12161,9485,77674,1094,722
2024-12-02,tiktok,2688,112896,4515,3747,2660,23621,299,119
2024-02-19,TikTok Ads,2233,174174,12192,8900,5607,107779,623,299
2024-01-29,Facebook Ads,2520,52920,2116,1946,1498,7777,77,57
2024-10-28,Affiliate,2230,178400,3568,2390,1314,24639,191,137
2024-05-06, google ads ,1336,108216,1082,692,477,4794,34,18
2024-10-28,Google Ads,4237,84740,5931,3795,2428,12750,75,57
2024-07-22,TikTok Ads,1665,93240,3729,3467,1802,4692,69,31
2024-05-27,Affiliate,,54300,3801,3572,2571,32930,178,108
2024-08-26,TikTok Ads,1818,158166,11071,9742,5747,30194,487,384
2024-02-26,tiktok,3745,232190,2321,1949,1481,21228,116,46
2024-11-04, google ads ,1109,74303,2972,2020,1393,22701,161,103
2024-05-06, google ads ,4831,154592,4637,3014,1627,42175,241,144
2024-11-11,tiktok,1108,52076,2083,1687,1332,4554,33,18
2024-08-19,Google Ads,2041,179608,3592,3268,1830,10032,228,125
2024-07-01, google ads ,734,65326,3919,2900,1943,30247,203,156
2024-02-12,Google Ads,2025,180225,3604,2955,2127,35638,206,98
2024-08-05, google ads ,1367,128498,7709,6167,3946,9225,123,52
2024-10-21, google ads ,4940,103740,5187,4253,2849,23114,127,85
2024-12-02,Facebook Ads,3898,175410,12278,9822,5402,-46746,294,188
2024-11-04, google ads ,942,27318,273,199,115,1323,7,4
2024-04-01,Facebook Ads,2621,76009,5320,4734,2935,41748,426,281
2024-05-20,TikTok Ads,3124,131208,1312,1023,808,12212,71,43
2024-10-28,Google Ads,3170,98270,1965,1847,978,5610,110,78
2024-11-04,Affiliate,4723,259765,7792,6856,4113,89094,479,191
2024-11-11,Google Ads,2911,119351,2387,1790,1181,2170,35,26
2024-03-25,Affiliate,4014,268938,5378,4732,3454,13395,141,105
2024-06-24,Google Ads,1326,128622,3858,3433,2368,25756,137,94
2024-11-18,tiktok,4037,318923,9567,7749,5966,22946,154,95
2024-09-02, google ads ,3526,169248,10154,8732,4802,49491,611,299
2024-11-18,tiktok,4902,303924,18235,15317,7964,104652,612,367
2024-12-16,Google Ads,2194,157968,6318,4422,2918,51145,265,201
2024-02-12,Google Ads,1141,29666,1483,1349,1011,2880,80,36
2024-12-23,Google Ads,1922,101866,7130,4848,2714,11997,387,239
2024-10-07,TikTok Ads,1750,115500,8085,5902,3187,55932,354,194
2024-03-04,Google Ads,2546,58558,585,397,269,1564,23,10
2024-02-05,Google Ads,1771,141680,4250,3655,2339,36736,328,173
2024-02-12,tiktok,2251,186833,9341,5884,4648,73980,411,283
2024-11-11,tiktok,1493,82115,821,771,408,11590,61,25
2024-06-03,tiktok,1837,64295,3857,2584,1679,8007,51,30
2024-08-19,TikTok Ads,2423,167187,5015,4563,2555,27816,228,148
2024-05-06,TikTok Ads,1898,146146,10230,6342,3488,7790,190,125
2024-01-15,Facebook Ads,4360,305200,6104,3784,2005,25326,189,132
2024-08-19,TikTok Ads,506,42504,1275,1045,616,2028,52,40
2024-10-21,Facebook Ads,2828,178164,5344,3259,1694,-8320,130,89
2024-04-29, google ads ,4495,265205,15912,14639,8637,95355,585,386
2024-09-02,Google Ads,3077,113849,7969,5179,3884,49536,258,203
2024-03-11,TikTok Ads,2189,161986,3239,2396,1749,5734,47,19
2024-03-25,TikTok Ads,2793,148029,4440,3241,2268,39098,226,117
2024-03-25,Google Ads,4763,328647,19718,18140,10521,244917,1269,799
2024-08-05,Facebook Ads,3351,258027,12901,12126,8730,77168,848,466
2024-07-29,Affiliate,2537,55814,2232,1874,1030,22344,168,132
2024-09-23,Google Ads,3203,108902,4356,3484,2194,37530,278,183
2024-02-26, google ads ,2746,65904,3954,2451,1250,11461,73,39
2024-06-17, google ads ,3432,264264,10570,8244,4863,95589,741,392
2024-11-04,Facebook Ads,4194,381654,26715,19234,12117,76900,769,607
10/14/2024,TikTok Ads,2811,120873,4834,3577,2432,9656,71,37
2024-02-26,Google Ads,1435,70315,1406,1012,759,17290,91,63
2024-10-28,Facebook Ads,1090,43600,1308,876,639,11773,61,36
2024-02-19,Affiliate,4087,392352,15694,13182,10281,60078,1054,737
2024-04-01,Facebook Ads,4224,173184,5195,3272,2421,22932,196,123
2024-03-18,Facebook Ads,2671,66775,2003,1722,1015,2754,34,22
2024-06-10,Affiliate,903,22575,1580,948,654,4228,28,12
2024-07-22,Google Ads,3030,87870,878,790,592,5084,31,22
2024-10-28,Google Ads,1572,84888,5093,4227,2663,31160,380,212
2024-07-22,TikTok Ads,853,71652,2866,2350,1762,9212,188,107
2024-04-01,tiktok,1295,119140,7148,6290,3774,11250,125,81
2024-12-09, google ads ,3228,296976,20788,12888,8634,63756,644,502
2024-04-29,tiktok,831,76452,1529,1330,1024,9164,79,42
2024-07-29,Facebook Ads,2510,102910,1029,668,354,1320,33,19
2024-03-11,tiktok,4014,184644,7385,6941,5344,39905,347,163
2024-03-04, google ads ,2508,213180,4263,3794,2314,15704,151,83
04/22/2024,tiktok,4329,147186,8831,8124,4955,144007,731,402
2024-12-16,Affiliate,1425,84075,4203,3110,2052,25389,279,114
2024-10-14,Facebook Ads,4463,89260,3570,3070,2087,-3496,92,71
2024-09-09,TikTok Ads,1484,114268,6856,5827,4253,38212,233,95
2024-10-07,Facebook Ads,2320,225040,9001,7920,5227,10586,158,99
2024-06-24,TikTok Ads,3829,329294,13171,10931,6995,57997,983,501
2024-07-29,tiktok,2739,117777,3533,3038,1610,23320,212,93
2024-07-15,TikTok Ads,3658,226796,2267,1450,855,5278,58,40
2024-03-25,TikTok Ads,4158,199584,13970,11734,8096,154176,1056,623
2024-11-04,Google Ads,3989,351032,24572,22606,16954,14012,452,352
2024-01-08,tiktok,1817,119922,4796,4412,2294,13112,88,45
2024-06-24,TikTok Ads,3307,128973,7738,5107,2910,7956,204,146
2024-06-03,TikTok Ads,1582,93338,2800,2212,1504,27860,199,91
2024-03-04,Google Ads,3845,76900,3845,3460,1799,19722,173,124
2024-03-18,Affiliate,3879,306441,21450,18661,13062,56323,373,190
2024-04-15,Facebook Ads,2932,281472,14073,13228,7936,26169,793,515
2024-06-24, google ads ,4897,421142,29479,26531,19367,37365,795,469
2024-09-09,Google Ads,967,39647,1585,1426,770,10716,57,34
2024-10-21,TikTok Ads,3307,178578,7143,4785,3732,43259,239,107
11/04/2024,Facebook Ads,1062,93456,934,663,437,3068,59,26
2024-07-01,Affiliate,1446,41934,2935,1819,1437,3672,36,21
2024-08-12,TikTok Ads,1618,122968,3689,2213,1637,7546,154,113
2024-11-11,Google Ads,4212,164268,3285,2102,1072,15120,189,115
01/08/2024,TikTok Ads,4041,250542,12527,10021,7315,21543,501,270
2024-10-21,Affiliate,4367,371195,14847,9205,5799,119232,828,496
2024-03-11,Facebook Ads,3433,188815,3776,3549,2484,11985,141,111
2024-06-24,tiktok,2520,90720,1814,1142,845,6612,57,37
2024-09-30,Affiliate,745,45445,2726,2153,1248,17227,107,48
2024-11-25, google ads ,2881,175741,3514,3303,2146,8316,66,38
2024-06-10,TikTok Ads,4063,337229,13489,10656,7565,26600,532,383
2024-07-08,Facebook Ads,756,40824,408,338,199,520,13,7
2024-04-08,Google Ads,3740,280500,19635,15315,8576,108324,612,342
2024-04-08,Google Ads,2793,259749,12987,9090,4635,70596,636,419
2024-06-17,tiktok,1096,90968,2729,2483,1738,8436,74,41
2024-02-12,Google Ads,1209,111228,2224,1645,855,6288,131,74
2024-06-03,Facebook Ads,3103,170665,10239,8703,5918,35496,522,344
2024-06-24,Affiliate,771,65535,3276,2882,2132,29584,172,108
2024-04-22,tiktok,3338,180252,12617,8958,5374,112034,806,427
2024-09-30,TikTok Ads,3142,72266,722,664,385,4600,46,30
2024-05-27,Affiliate,4725,467775,9355,5706,3994,39615,285,131
2024-04-29,Google Ads,3067,156417,1564,1157,867,8632,104,76
2024-10-28,TikTok Ads,3511,312479,15623,14060,10404,107559,703,379
2024-06-03,Google Ads,1987,164921,9895,8212,6076,19516,574,235
2024-05-20, google ads ,2628,73584,2207,1324,834,3380,52,29
01/22/2024,TikTok Ads,4434,279342,11173,8938,4558,65392,536,385
2024-06-17, google ads ,1309,87703,3508,2806,1851,3024,84,50
2024-05-27,tiktok,793,27755,277,221,141,1632,17,11
2024-06-24,Google Ads,4141,256742,5134,4620,2310,54981,369,261
2024-09-30, google ads ,4507,279434,8383,7544,4450,12656,226,144
06/17/2024,Affiliate,3656,244952,7348,5364,2842,39524,482,207
2024-10-14,Google Ads,3051,100683,2013,1811,1104,11448,72,40
2024-01-01,Google Ads,2087,187830,1878,1314,1011,10605,105,76
2024-05-06, google ads ,4098,106548,3196,2492,1644,6109,149,102
2024-12-09,Google Ads,1175,81075,4864,4280,2739,32319,171,100
2024-03-11,Facebook Ads,683,30052,1803,1334,1040,15264,106,45
2024-04-29,Affiliate,2475,79200,792,689,434,2840,20,13
2024-07-29, google ads ,604,25972,1558,1028,781,3330,30,17
2024-04-01,TikTok Ads,1049,68185,3409,2795,1621,26271,139,80
2024-10-28, google ads ,785,42390,1271,940,498,2044,28,12
2024-11-25,TikTok Ads,,94581,945,859,609,12988,68,44
2024-01-29,tiktok,928,81664,4899,3135,2476,-14664,282,152
2024-01-22,Google Ads,678,14916,298,208,151,2450,14,7
2024-11-11,Affiliate,4927,162591,9755,5950,3570,14756,238,135
2024-06-24, google ads ,4924,472704,14181,13188,10154,25511,263,186
2024-09-16,Google Ads,2418,178932,1789,1502,886,12285,135,60
2024-04-22,Affiliate,3871,282583,2825,2599,1897,35114,181,115
2024-07-15,Affiliate,4401,154035,3080,2032,1341,1520,40,21
2024-02-19,tiktok,3093,194859,7794,4754,3470,32025,427,311
2024-04-01, google ads ,4887,131949,3958,3403,2007,25500,170,86
2024-02-26,Affiliate,1572,128904,6445,5736,4359,20178,114,68
2024-07-01,Affiliate,3081,203346,6100,4941,2519,67932,444,226
2024-09-16,TikTok Ads,3370,97730,1954,1524,1021,3060,60,30
2024-08-26,Google Ads,1638,81900,5733,5045,2522,63674,403,177
2024-05-06,tiktok,1409,83131,5819,3724,2457,36180,335,227
2024-08-26,TikTok Ads,1456,71344,2853,2539,1650,29736,177,84
2024-09-30,Google Ads,4490,103270,5163,4336,2688,51554,346,152
2024-03-18,Affiliate,3978,298350,17901,16289,12868,78771,651,299
2024-04-22,Google Ads,,125640,1256,967,647,2378,29,20
2024-10-07,tiktok,4094,249734,14984,9589,6424,56826,287,137
2024-01-15,tiktok,2567,77010,3850,2656,1567,6784,106,67
2024-08-12,Google Ads,791,65653,1313,1129,564,3131,101,49
2024-09-30,Facebook Ads,863,77670,1553,1335,934,3822,26,17
2024-08-12,TikTok Ads,2394,52668,3160,2559,1740,7448,76,45
2024-10-07,Affiliate,733,48378,3386,3148,2014,16131,283,200
2024-12-23,Google Ads,3171,291732,11669,8518,4514,73073,511,209
2024-03-25,Facebook Ads,3262,319676,19180,17645,11116,52038,882,564
2024-10-14,Google Ads,3595,345120,6902,4417,2561,32476,353,162
2024-11-25,Google Ads,1321,36988,2219,1686,1028,12154,118,49
2024-06-03,Google Ads,3013,262131,2621,2123,1549,27084,148,96
2024-06-17,tiktok,2500,197500,9875,6122,3673,25428,489,215
2024-04-29, google ads ,1177,87098,5225,3762,2031,9000,300,210
2024-04-15,tiktok,1516,48512,1455,1003,501,4360,40,16
2024-09-30,TikTok Ads,3185,124215,2484,1738,1042,4477,121,53
2024-02-12,tiktok,3612,263676,18457,12366,7666,58292,494,217
2024-09-16,TikTok Ads,4830,265650,5313,4887,2981,14453,97,42
2024-11-04,tiktok,3095,266170,15970,13414,7511,23584,536,369
2024-07-22,tiktok,2227,69037,4832,4542,2634,40406,227,120
2024-10-07,Affiliate,1012,53636,1072,825,445,1728,16,8
2024-09-16, google ads ,2414,91732,2751,1898,967,14652,132,101
2024-10-07,Google Ads,2317,155239,1552,1365,750,3618,27,11
2024-11-04,Google Ads,,212648,8505,6804,5103,23868,204,87
2024-06-24,Affiliate,825,59400,594,451,284,4026,22,11
2024-05-13,Facebook Ads,3697,314245,6284,4273,3290,43264,256,112
01/15/2024,Facebook Ads,3075,83025,4981,3636,2327,27468,218,115
2024-07-01,tiktok,2267,194962,5848,5263,4157,16065,105,67
2024-05-06,Google Ads,4734,231966,13917,12525,7765,21000,250,142
2024-03-04,Google Ads,3933,283176,11327,9741,5942,24516,681,422
2024-06-17,Google Ads,4972,273460,8203,5085,3762,16646,203,129
2024-10-07,Facebook Ads,2584,103360,4134,3183,2164,15580,95,59
2024-03-04,tiktok,3786,136296,2725,2370,1232,-5452,94,57
2024-11-25,TikTok Ads,4157,295147,20660,13015,9240,92649,1041,707
2024-06-17, google ads ,1922,151838,6073,5101,3264,28917,153,82
2024-02-26,tiktok,2693,164273,11499,8509,4850,37485,595,404
2024-11-18,Google Ads,2325,48825,1953,1542,1187,10593,107,49
2024-09-09,Affiliate,3627,199485,7979,5266,3001,63296,368,176
2024-06-24,Facebook Ads,4299,408405,16336,15192,11090,66503,911,537
2024-05-20,Affiliate,2714,208978,8359,6436,4569,30108,193,79
2024-09-23, google ads ,1156,113288,3398,2174,1630,7482,43,30
12/02/2024,Facebook Ads,1146,100848,2016,1814,961,5508,36,15
2024-05-13,TikTok Ads,2011,154847,4645,4226,2958,12685,295,209
2024-11-04,TikTok Ads,,86310,4315,3581,2327,31672,214,126
2024-06-24,Facebook Ads,3518,87950,6156,5601,3584,10080,112,59
2024-07-15,Affiliate,1327,50426,3529,2999,1799,19966,149,70
2024-01-22,tiktok,4335,186405,11184,7940,5161,78105,635,463
2024-02-05,Facebook Ads,4232,198904,1989,1611,902,6336,32,22
2024-09-30,tiktok,950,85500,3420,3180,1812,32318,286,148
2024-07-29,Affiliate,3805,98930,6925,4362,2791,27144,348,163
2024-06-17,Affiliate,4821,414606,29022,22346,11173,64224,446,182
2024-01-08,TikTok Ads,1343,48348,1933,1604,930,13536,96,47
2024-01-01, google ads ,4707,127089,5083,3964,2021,10586,79,58
2024-06-24,Facebook Ads,3057,143679,10057,6034,3198,16290,543,428
2024-09-16,Affiliate,4608,405504,28385,22708,12262,153225,2043,1021
2024-02-05,tiktok,4898,195920,13714,9325,6620,13764,186,146
2024-10-07,Affiliate,766,29874,1792,1254,664,-11400,100,64
2024-08-19,Google Ads,2776,141576,8494,6540,3989,35564,523,381
2024-02-12,Google Ads,3471,322803,9684,8909,6949,36579,267,130
2024-07-01,tiktok,1674,107136,3214,2860,1630,8415,85,62
2024-07-01,Affiliate,581,34860,1045,647,420,7785,45,33
2024-03-11,Facebook Ads,2628,78840,3942,3153,1891,11374,94,63
2024-10-21,TikTok Ads,4552,286776,17206,10839,6395,93636,867,485
2024-04-22,Affiliate,4452,409584,4095,2538,1903,4864,76,49
2024-09-16,Google Ads,1639,136037,9522,7331,4105,13908,366,285
2024-12-23,TikTok Ads,2379,197457,9872,6910,4284,48576,276,190
2024-07-08,TikTok Ads,3267,196020,3920,2548,1885,2964,76,33
2024-07-01,Affiliate,4198,382018,15280,9932,6555,20394,198,156
2024-08-05,Google Ads,2075,80925,2427,2184,1725,17222,109,46
2024-10-07,Affiliate,4364,423308,12699,11429,6285,41268,228,150
2024-05-27,Google Ads,2806,151524,1515,1348,943,10528,94,63
2024-08-26,Affiliate,820,53300,3198,2942,1853,6765,205,127
2024-01-29,Affiliate,2863,234766,9390,8263,5040,116651,743,490
09/23/2024, google ads ,,94590,945,585,304,4840,40,19
2024-02-12,TikTok Ads,3829,275688,5513,3969,2460,11424,357,274
2024-01-15,TikTok Ads,3641,360459,25232,16400,12628,46904,328,246
2024-12-16,tiktok,2329,170017,1700,1309,916,-10296,52,24
2024-07-08,Google Ads,4094,118726,7123,6695,5222,17955,133,57
2024-08-26,Google Ads,915,70455,4227,2789,2203,9047,83,41
2024-11-18,Google Ads,3824,313568,12542,9531,7529,55245,381,240
2024-11-18, google ads ,4838,474124,14223,10525,6630,59964,526,341
04/01/2024,Facebook Ads,1763,75809,4548,3138,2353,36897,251,135
2024-02-19,Google Ads,1877,76957,3078,2770,2160,15249,221,143
2024-02-19, google ads ,2437,238826,14329,11176,6593,64655,335,187
2024-11-18,tiktok,651,22785,227,190,133,305,5,3
2024-12-23,Affiliate,2369,123188,7391,6947,3473,14976,416,191
2024-12-02,Facebook Ads,4596,124092,3722,2530,1998,5285,151,113
2024-03-04,Affiliate,4869,170415,8520,5878,3997,-75670,470,216
2024-02-26,Google Ads,1755,145665,10196,8156,6035,23309,163,127
2024-11-18,TikTok Ads,2287,128072,5122,4148,3235,24056,248,138
2024-05-20, google ads ,1288,85008,1700,1071,556,4672,32,14
2024-02-26,Affiliate,783,54810,3836,3222,1965,14625,225,121
2024-04-08,Facebook Ads,2940,214620,15023,12168,9004,20672,608,346
2024-06-03, google ads ,3965,317200,19032,11799,7079,40035,471,263
2024-06-10,Affiliate,3446,289464,14473,12736,9679,41256,1146,859
2024-10-14,Google Ads,3569,292658,14632,9364,5337,77979,561,342
2024-06-24,TikTok Ads,4665,387195,23231,21837,16596,72006,1091,730
2024-06-10,TikTok Ads,2622,107502,5375,3547,2057,13398,319,175
2024-09-16,Affiliate,4751,251803,17626,14629,8192,35332,292,178
2024-04-22,Affiliate,2083,43743,437,393,212,1771,11,8
2024-12-09,Google Ads,3060,281520,5630,3884,2136,7392,77,47
2024-04-01,TikTok Ads,2160,146880,10281,7710,4240,44660,308,194
2024-01-01,TikTok Ads,2964,163020,9781,8900,4806,32396,178,133
2024-04-01,tiktok,1913,43999,879,782,563,9796,62,42
2024-10-21,Facebook Ads,3086,108010,5400,5076,3350,30450,203,117
2024-08-26,Facebook Ads,1586,61854,2474,2201,1738,11088,154,101
2024-06-24,Affiliate,1316,34216,1710,1470,749,5808,132,68
2024-04-01,Facebook Ads,4967,218548,4370,3889,3033,33319,233,116
2024-04-01,TikTok Ads,1095,104025,6241,4867,3358,27448,146,74
2024-12-23,Facebook Ads,3913,164346,1643,1445,953,10260,57,30
2024-01-08,Affiliate,4769,262295,18360,14871,10112,101048,743,534
2024-03-25,Facebook Ads,902,34276,685,623,479,3204,18,8
2024-08-26,tiktok,4991,334397,13375,10031,6720,31278,802,417
2024-12-23, google ads ,2931,266721,10668,10027,7720,93032,802,601
2024-09-16,TikTok Ads,4124,98976,5938,3919,2468,22464,156,113
2024-02-05, google ads ,2502,170136,11909,10718,6537,17655,321,179
2024-06-03,Facebook Ads,4554,414414,12432,11064,7080,52215,885,575
04/22/2024,TikTok Ads,3761,270792,2707,1678,1174,3752,67,43
2024-07-08, google ads ,3080,154000,3080,1971,1438,7488,78,42
2024-04-01, google ads ,1830,137250,6862,5146,3087,11160,360,262
2024-01-15,Affiliate,946,29326,2052,1641,1115,23373,147,89
2024-11-25,TikTok Ads,622,44784,3134,2256,1601,34200,180,104
2024-07-22,tiktok,4409,246904,12345,7900,5372,15642,237,142
2024-06-17,Google Ads,2173,56498,3954,2451,1519,30951,171,106
2024-01-01,Facebook Ads,,44485,2224,1356,745,8046,54,36
2024-01-15,Affiliate,3593,172464,3449,3069,1902,17664,184,114
2024-12-16,Affiliate,,191092,1910,1298,752,11340,90,37
2024-07-22,Facebook Ads,1051,26275,1313,945,746,13855,85,67
2024-08-19, google ads ,2720,165920,8296,7051,5147,71485,493,211
2024-09-02, google ads ,2073,45606,456,378,298,2366,26,17
2024-10-07,TikTok Ads,724,71676,4300,3870,2012,22002,193,110
2024-11-25,Affiliate,4560,109440,3283,2692,1857,13794,242,150
2024-09-09,Google Ads,4855,135940,4078,2569,1284,21714,231,147
2024-12-09,TikTok Ads,1822,85634,2569,1669,1068,4650,50,28
2024-12-23,tiktok,4233,266679,5333,4053,2067,14094,81,50
2024-01-29,Affiliate,627,45144,902,622,485,2573,31,12
2024-10-28,TikTok Ads,2879,267747,18742,12369,7916,35844,618,327
2024-02-19,Facebook Ads,4605,105915,4236,3812,1906,21774,114,46
2024-02-19, google ads ,3076,233776,9351,6171,3640,38500,308,129
2024-12-23,tiktok,3548,287388,8621,8103,5429,-29970,162,72
2024-10-28,Google Ads,3155,160905,6436,4698,2583,54120,328,223
2024-08-19, google ads ,3865,104355,4174,3088,1914,10730,185,122
2024-07-29,Google Ads,781,37488,2249,1394,975,4947,97,54
2024-01-08,TikTok Ads,1661,101321,1013,901,477,10773,63,27
2024-05-27,Affiliate,1969,55132,551,330,174,5771,29,13
2024-01-15,tiktok,4714,268698,13434,12359,7786,115996,617,314
2024-02-05,Facebook Ads,4366,109150,3274,2782,1641,4884,111,86
2024-01-29,Affiliate,872,80224,3208,2566,1385,2958,51,21
2024-03-11,Affiliate,4779,406215,20310,12592,9821,222068,1133,589
2024-08-26,Facebook Ads,3637,309145,21640,17095,9231,188600,1025,471
2024-06-17,tiktok,922,67306,4711,2920,1810,12702,87,46
2024-05-27,TikTok Ads,1241,71978,2879,2706,1948,10584,216,142
2024-04-15,TikTok Ads,3517,137163,6858,5417,3358,31914,162,92
01/01/2024, google ads ,2846,190682,5720,4004,2802,34000,200,100
2024-05-06,Affiliate,3418,334964,23447,20398,12646,272557,1427,1041
2024-12-23, google ads ,1415,124520,3735,2651,1988,5406,159,125
09/30/2024,Affiliate,4306,413376,20668,14467,9548,94792,578,271
2024-02-12,Google Ads,1948,64284,3857,2352,1505,22464,117,69
06/17/2024,tiktok,4191,217932,10896,7845,6040,27144,156,109
2024-04-15,Affiliate,3405,241755,16922,13876,8603,56160,416,212
2024-03-25,Affiliate,2177,134974,6748,5398,3562,24633,161,80
2024-03-04,Affiliate,523,22489,674,518,300,4850,25,18
2024-01-08,tiktok,1623,129840,2596,2076,1390,7221,83,36
2024-03-25,TikTok Ads,1049,96508,5790,3705,2815,52688,296,168
2024-04-01,Affiliate,3930,184710,9235,7572,5300,56296,454,358
2024-07-01,Google Ads,4128,107328,2146,1480,754,8404,44,21
2024-02-26,tiktok,1710,56430,564,338,246,1260,30,22
2024-09-23,Affiliate,3404,136160,8169,5391,3288,31820,215,103
2024-09-02,tiktok,1028,59624,2981,2205,1323,16830,110,45
2024-06-03, google ads ,2976,71424,714,478,282,2737,23,10
2024-02-26,Affiliate,4442,226542,4530,3216,2379,28000,160,67
2024-07-01,TikTok Ads,1801,45025,2701,1917,1207,10792,76,39
2024-08-05,Facebook Ads,1414,118776,3563,2921,1869,23068,146,71
06/10/2024,tiktok,4957,426302,29841,25066,17546,272043,1503,1187
2024-09-16,Affiliate,4214,370832,25958,16613,9469,188244,1162,720
2024-06-17,tiktok,930,90210,4510,3833,2376,16065,153,79
10/07/2024,TikTok Ads,523,41840,836,501,355,6545,35,20
2024-10-28,TikTok Ads,4051,218754,4375,3762,2482,30644,188,110
2024-03-18,Affiliate,2146,186702,1867,1418,864,6804,42,18
2024-08-12,Affiliate,4041,323280,22629,17650,11825,52244,1412,720
2024-03-18,tiktok,2176,137088,6854,5277,3746,17538,474,293
2024-10-21,tiktok,3576,160920,8046,5149,3501,9548,308,187
2024-10-21,TikTok Ads,2258,72256,3612,3178,2478,32318,286,211
2024-01-29,Facebook Ads,3667,264024,10560,8025,4253,31920,240,134
2024-06-03,Google Ads,3365,87490,6124,5266,3896,32838,421,252
2024-06-03, google ads ,4614,179946,7197,6549,4780,46256,392,305
2024-06-24,Affiliate,3499,230934,13856,9422,5182,40608,282,152
07/29/2024, google ads ,1523,106610,6396,4157,2369,8881,83,64
2024-02-05,Google Ads,4634,264138,15848,13629,7632,44946,681,429
2024-06-10,Google Ads,1609,49879,3491,2862,1803,8738,257,192
2024-09-16,Affiliate,2323,78982,1579,1168,724,15957,81,63
2024-11-25,Affiliate,1339,72306,2892,1764,1234,2450,70,52
2024-06-17, google ads ,,69216,1384,1134,612,2838,22,9
2024-01-22,Affiliate,3784,162712,3254,3058,1743,10797,61,28
2024-07-01,Affiliate,2108,183396,9169,7243,4345,75036,507,370
