PropertyID,ListingDate,PropertyType,City,Bedrooms,Bathrooms,SquareFeet,MonthlyRent,MaintenanceCosts,IsOccupied,TenantChurn_Flag
90650,2023-06-24,single family,Dallas,5,5.5,3125,8173.77412097355,125,No,No
90651,2024-05-02,Townhouse,Dallas,2,2,1312,3466.92079225542,468,No,Yes
90652,2023-04-27,Apartment,Dallas,3,2.5,1491,3804.43083585581,465,No,Yes
90653,2024-07-14,Condo,Austin,5,4.5,3550,7785.182725594,359,Yes,No
90654,2024-05-20,Townhouse,Austin,1,1,755,1442.86040581407,498,No,Yes
90655,2024-02-15,Single Family,Dallas,5,5.5,2675,5766.65940950003,575,Yes,No
90656,2023-02-06, apartment ,Austin,5,4.5,2115,5171.0722958865,644,Yes,No
90657,2024-08-16,Single Family,San Antonio,2,1.5,962,2232.21782333079,522,No,Yes
90658,2023-07-22,Condo,San Antonio,3,2.5,2061,3742.72844159306,105,Yes,No
90659,2023-09-24,Single Family,Austin,1,1,717,1868.65206325564,443,Yes,No
90660,2023-09-15,Condo,Dallas,1,1.5,568,1118.40957096108,602,Yes,No
90661,2023-11-29,Condo,San Antonio,5,5,2405,,676,No,Yes
90662,2024-05-12,Townhouse,Dallas,4,4.5,2820,7200.4101320209,460,Yes,No
90663,2023-06-04,single family,Houston,5,5.5,3285,4575.01525543119,469,No,No
90664,2024-11-17,Townhouse,Houston,2,2,1062,2831.1800462962,305,Yes,No
90665,2023-02-23, apartment ,San Antonio,2,1.5,1092,1659.71297055507,601,Yes,No
90666,2024-11-13,single family,Dallas,3,3,1380,2797.68151846234,365,Yes,No
90667,2023-11-06, apartment ,Austin,5,5,3115,3816.6481711169,443,No,Yes
90668,2023-09-18,Townhouse,Houston,4,4.5,1988,3865.28499567997,473,No,No
90669,01/31/2024,Townhouse,Dallas,4,4,2812,5713.78883680449,721,Yes,No
90670,2023-06-20,Townhouse,Austin,2,2,1060,1738.70109649967,79,No,Yes
90671,2024-08-26,Single Family,Houston,2,2.5,1206,2019.99978631241,766,No,Yes
90672,2024-08-30, apartment ,Dallas,1,1,685,1226.78748539802,782,Yes,No
90673,2024-04-09,single family,Dallas,3,3,1629,2664.01782641752,645,Yes,No
90674,2024-08-11,Apartment,Austin,1,1,721,1576.03591778219,799,Yes,No
90675,2023-12-24,single family,Houston,1,1,598,1352.59569874722,399,No,Yes
90676,2024-09-30,Single Family,Austin,3,3.5,1287,1891.14879161443,413,No,Yes
90677,2023-09-08,Townhouse,Dallas,5,5,3060,7153.23183438612,391,No,No
90678,2023-07-16,Townhouse,San Antonio,2,1.5,1130,2127.22313380066,721,Yes,No
90679,2024-09-11,Condo,San Antonio,1,1,738,1623.62520233347,89,No,Yes
90680,2024-03-24,Apartment,San Antonio,1,1.5,753,1383.36819833846,361,No,Yes
90681,2023-03-18,Condo,Austin,2,1.5,1436,3689.83873843133,321,No,Yes
90682,2024-07-30,Apartment,Houston,2,2.5,1380,3599.11491803877,151,No,No
90683,2024-11-04,Apartment,Dallas,5,5.5,2160,4123.47697603864,731,Yes,No
90684,2024-07-27, apartment ,Austin,4,4.5,1804,2310.10412308746,131,Yes,No
90685,2024-08-03,single family,Austin,4,4,2884,4669.55860637834,146,Yes,No
90686,2024-08-12,Single Family,Dallas,4,4,2084,4968.65983079572,299,No,Yes
90687,09/03/2024,Single Family,Austin,3,3.5,2223,3688.5395784917,518,No,Yes
90688,2024-08-18,Apartment,San Antonio,4,4.5,1600,2971.90800775397,208,No,Yes
90689,2024-06-23,Single Family,Dallas,3,3.5,1479,2224.51580850925,305,Yes,No
90690,2023-01-04,Single Family,San Antonio,1,1.5,709,1328.32133800556,452,No,No
90691,2024-03-31,Condo,Houston,4,4.5,1928,3170.73636522234,181,No,No
90692,2023-03-31,Condo,Houston,1,1.5,694,1561.70017508711,430,Yes,No
90693,2023-03-10,Single Family,Dallas,3,2.5,1977,4485.85998792348,683,No,Yes
90694,2023-03-11,Apartment,San Antonio,4,3.5,2116,2815.93071514663,602,No,No
90695,2023-10-31,single family,Dallas,5,4.5,2050,2786.51563164616,407,No,Yes
90696,2024-10-20,Townhouse,San Antonio,2,2.5,820,,265,No,Yes
90697,2023-12-15,Single Family,Dallas,4,4,2472,4759.57783616911,273,No,Yes
90698,2024-08-16,Condo,Houston,1,1,776,1119.38494443232,745,No,Yes
90699,2024-11-22,Apartment,Dallas,1,1,619,827.424990057724,591,Yes,No
90700,2024-08-29,Single Family,Austin,1,1,572,762.390305743176,60,Yes,No
90701,2023-11-14,Apartment,San Antonio,4,4,2200,4171.37248918944,166,No,Yes
90702,2023-09-16,Single Family,Dallas,4,3.5,2928,7013.90576449833,180,No,No
90703,2024-10-11,Single Family,Houston,1,1.5,537,1111.72709910945,662,No,Yes
90704,2023-07-18,Townhouse,San Antonio,4,4,2608,5978.20062240837,699,No,Yes
90705,2024-09-07, apartment ,Austin,1,1.5,532,1202.85313994608,-461,No,No
90706,2024-03-26,single family,Dallas,3,2.5,2067,3751.790072355,415,Yes,No
90707,2023-11-20,single family,Dallas,1,1.5,568,685.531958166851,119,No,Yes
90708,2024-06-04,Townhouse,Houston,4,4.5,2052,2728.9879597648,715,No,Yes
90709,2023-11-10,Apartment,Austin,1,1,471,1067.56621627438,182,Yes,No
90710,2023-08-29,Condo,Houston,4,4,2696,7061.28239807099,555,Yes,No
90711,2024-06-08, apartment ,Austin,2,2.5,1472,3327.08727565961,634,No,Yes
90712,2023-05-09,Condo,Houston,1,1,449,1163.51950539817,379,No,Yes
90713,2024-09-15,Condo,San Antonio,4,4.5,3136,6541.39326710431,770,No,Yes
90714,2024-06-05, apartment ,Austin,3,2.5,1212,2767.04461937577,414,Yes,No
90715,2023-12-18, apartment ,Dallas,3,3,1779,,781,Yes,No
90716,2023-11-14, apartment ,Houston,3,3.5,1323,1760.53169848105,617,No,No
90717,2023-06-02,Apartment,Houston,4,4,2960,5409.03005508381,263,Yes,No
90718,2023-03-14,Townhouse,San Antonio,3,2.5,2124,5199.5567188706,477,Yes,No
90719,2023-10-08, apartment ,Dallas,1,1,698,999.623186924412,224,No,Yes
90720,2024-08-10,Condo,Houston,4,4.5,2732,5362.44865758123,278,No,No
90721,2023-08-22,Condo,San Antonio,4,4,2088,5027.24614997695,297,Yes,No
90722,2023-09-14,Condo,Austin,2,2.5,1340,2773.42944372419,489,Yes,No
90723,2023-05-06, apartment ,San Antonio,5,5.5,2015,2636.92784312783,755,Yes,No
90724,01/12/2024,Condo,Houston,3,3,1863,2348.00231369408,187,No,No
90725,2023-10-29,Single Family,Austin,1,1,699,1351.63035532983,632,No,Yes
90726,2024-11-18,Townhouse,Dallas,5,5,2190,3389.18589322604,204,Yes,No
90727,2023-04-03,Apartment,San Antonio,1,1.5,570,959.357564108147,343,No,No
90728,2023-10-22,Single Family,San Antonio,1,1,625,,469,No,Yes
90729,2023-08-17,Single Family,San Antonio,5,5.5,2130,2652.08953025243,343,No,Yes
90730,2024-06-30,Single Family,San Antonio,3,3,2097,4007.8461146693,773,Yes,No
90731,2023-11-14, apartment ,Austin,1,1,709,1053.22847813174,551,No,Yes
90732,2023-12-16,Condo,San Antonio,2,1.5,1340,2085.69097425402,395,Yes,No
90733,2023-06-26, apartment ,San Antonio,1,1.5,789,1781.05049814198,-378,Yes,No
90734,2024-07-27,single family,San Antonio,2,2.5,888,1100.24307176631,799,No,No
90735,2023-12-14,single family,Austin,1,1.5,601,1402.50473048184,706,Yes,No
90736,2023-06-04, apartment ,Houston,2,1.5,848,2034.14346988003,169,Yes,No
90737,2024-05-29,single family,Dallas,1,1.5,501,1261.4768934836,595,No,No
90738,2024-04-18, apartment ,Houston,3,3.5,1263,2090.10338188699,177,Yes,No
90739,2023-12-26, apartment ,Austin,5,5.5,2670,5773.71070984132,270,No,No
90740,2024-05-27,Condo,Houston,5,5,3695,9749.85873620741,448,Yes,No
90741,2023-07-17,Townhouse,Dallas,5,5.5,3355,,432,Yes,No
90742,2024-08-17, apartment ,Dallas,1,1,552,679.308149009993,322,No,Yes
90743,03/11/2024, apartment ,Houston,2,1.5,1476,3745.67328023448,496,Yes,No
90744,2023-07-05,Single Family,Houston,1,1,488,1158.12886309499,673,No,Yes
90745,07/01/2024,Apartment,San Antonio,2,2.5,1572,2923.04901494917,261,Yes,No
90746,2023-03-08,Single Family,Houston,3,2.5,1932,3689.3592784331,733,No,Yes
90747,2024-07-14,Condo,Austin,2,2.5,1022,2627.63575563088,494,No,No
90748,2023-08-19,Townhouse,Houston,2,2,1346,2924.6822756003,421,Yes,No
90749,2024-01-22,Apartment,Dallas,3,3.5,1707,2701.63442492948,474,Yes,No
90750,2023-11-01,Single Family,Houston,1,1,419,744.040465887701,467,No,No
90751,2023-12-03,Apartment,Austin,4,4.5,2768,6466.28554519894,603,Yes,No
90752,2024-03-13, apartment ,Houston,3,3,2115,5658.34107026776,226,Yes,No
90753,2023-04-22,single family,Dallas,3,3,2391,5930.95976016804,130,Yes,No
90754,08/07/2023, apartment ,San Antonio,5,5,3385,8713.59048390416,316,No,Yes
90755,2024-06-18,Apartment,Austin,5,4.5,2490,6447.9730529799,88,No,No
90756,2023-09-01, apartment ,Dallas,5,5,3055,5697.45968122243,347,No,No
90757,2023-06-03, apartment ,Houston,5,4.5,2390,3290.23118188662,97,No,No
90758,2024-07-16,Single Family,Austin,5,5,3995,8830.31209707414,347,Yes,No
90759,2023-09-10,Townhouse,San Antonio,3,3.5,1482,2077.17804641928,113,Yes,No
90760,2023-11-26,Apartment,Houston,1,1.5,493,1155.02666411978,629,No,No
90761,2023-03-11,Townhouse,San Antonio,2,2.5,916,1892.06667600594,382,Yes,No
90762,2023-06-13,Apartment,Houston,4,3.5,2748,3315.29896627762,602,No,Yes
90763,2023-12-20,Apartment,Dallas,4,4,1968,3383.73681573707,317,Yes,No
90764,2023-05-25,Townhouse,Houston,4,4.5,2884,7400.06974757168,751,Yes,No
90765,2023-01-11,Single Family,San Antonio,5,5.5,2720,5943.11176456097,478,Yes,No
90766,2024-11-18,single family,San Antonio,5,5.5,2880,7052.14025462239,560,No,Yes
90767,2023-11-09, apartment ,San Antonio,4,4.5,2508,,346,Yes,No
90768,2023-06-15,single family,San Antonio,5,5,3270,7523.79780330779,482,Yes,No
90769,2024-10-26,single family,Dallas,4,4,2132,3701.09234048514,389,Yes,No
90770,2024-02-12,single family,San Antonio,2,1.5,1578,,611,Yes,No
90771,2024-01-30,Condo,Austin,5,5.5,3335,8353.01439045324,566,No,Yes
90772,2023-02-21,Single Family,Austin,3,3,2139,3074.10619118144,359,Yes,No
90773,2024-07-19, apartment ,Houston,4,3.5,1916,3184.35432083567,749,Yes,No
90774,2023-03-06, apartment ,San Antonio,3,2.5,2271,5188.01739633056,62,No,Yes
90775,2024-05-13,Single Family,San Antonio,5,4.5,2845,4978.00722366479,56,No,No
90776,2023-12-03, apartment ,Dallas,1,1,630,1015.11862595431,757,No,Yes
90777,2023-08-25,Single Family,Austin,4,3.5,3012,8052.89592662905,446,Yes,No
90778,2024-07-03,Single Family,Houston,2,2,1008,2397.77951728226,588,No,No
90779,2024-11-20,Townhouse,Dallas,4,4,2952,7522.99658665983,566,No,Yes
90780,2023-06-02,Apartment,Dallas,3,2.5,2397,6203.13499306721,227,No,Yes
90781,2023-10-15,Townhouse,Dallas,4,3.5,2488,3275.45009430435,197,No,No
90782,2024-10-14,Condo,Dallas,2,2,1464,3053.38206230615,796,No,No
90783,2023-05-08,Apartment,Houston,5,4.5,3565,4639.74289459909,462,No,No
90784,2024-04-06,Condo,Dallas,1,1,659,1110.49193701921,88,No,No
90785,2024-03-28,Apartment,Austin,2,2,1178,2175.12188904561,517,Yes,No
90786,2023-09-18,single family,Austin,4,4,2920,5834.10869761468,689,No,Yes
90787,2024-10-09,Townhouse,San Antonio,1,1.5,670,1745.95761505838,354,No,No
90788,2023-06-23,Single Family,Houston,3,3.5,1965,3371.97239108522,668,Yes,No
90789,2023-10-18,Condo,Dallas,5,5.5,2440,3366.95126699421,333,Yes,No
90790,02/01/2024, apartment ,Dallas,1,1,485,1161.15174090962,541,No,No
90791,2023-12-21, apartment ,Dallas,3,2.5,1683,3292.39916057703,505,Yes,No
90792,2024-04-13,Condo,San Antonio,5,5.5,3740,9117.69645115998,104,No,Yes
90793,2023-05-30,Condo,Austin,1,1.5,602,1540.5171475859,325,Yes,No
90794,2024-07-10,Apartment,San Antonio,4,4.5,2292,4535.77322306324,396,No,Yes
90795,2023-07-25,Townhouse,San Antonio,5,5,3405,8407.57973244045,308,No,Yes
90796,2024-04-02, apartment ,Austin,3,3,1290,2354.08191464845,242,No,Yes
90797,2023-05-11,Single Family,Austin,4,4,1616,2031.57921139429,797,Yes,No
90798,2023-09-05, apartment ,Houston,4,3.5,1684,2330.39335904829,224,No,No
90799,2024-11-10,Condo,Houston,2,2,1246,3264.66444470736,235,Yes,No
90800,2024-09-15,Condo,San Antonio,3,3.5,2223,4294.3549809533,153,Yes,No
90801,2024-08-14,single family,Houston,4,4,3124,6257.76332046993,96,Yes,No
90802,2023-12-09,Condo,Dallas,4,3.5,1804,4019.70137831164,173,No,Yes
90803,2023-08-29,Townhouse,Houston,2,2.5,1466,2741.45963214238,575,No,Yes
90804,2023-04-21,Townhouse,Austin,4,4.5,2900,4337.20187560991,779,Yes,No
90805,07/26/2024,Apartment,San Antonio,1,1.5,544,867.402990667616,384,No,Yes
90806,2023-08-14,single family,San Antonio,2,2.5,1242,3255.09353705863,757,Yes,No
90807,2023-05-18,Apartment,San Antonio,2,1.5,1380,3525.835644802,422,No,Yes
90808,07/13/2023,Condo,Dallas,4,4.5,1692,3683.56675056385,385,No,No
90809,2023-02-23,single family,Dallas,1,1,668,1354.51521796254,265,Yes,No
90810,2024-11-13,Apartment,Houston,3,3.5,1527,2114.67512903012,752,No,Yes
90811,2023-03-15,Townhouse,Houston,5,5.5,2805,,783,Yes,No
90812,2024-10-28, apartment ,Austin,5,5,3460,5772.93863062139,573,Yes,No
90813,2024-10-01,Condo,Dallas,4,4.5,1820,3297.33328147574,611,No,Yes
90814,2024-07-21,Single Family,San Antonio,2,2.5,1130,2139.25876020978,413,Yes,No
90815,2024-11-10,Single Family,Austin,4,4.5,2248,5768.28178835822,671,Yes,No
90816,2023-01-02,Townhouse,San Antonio,1,1,481,950.519604234919,620,No,Yes
90817,2023-11-01, apartment ,San Antonio,3,2.5,1587,2500.49784681424,629,No,Yes
90818,2023-06-23,Condo,San Antonio,1,1.5,684,836.056036247712,108,No,Yes
90819,2024-01-13,single family,Houston,2,2,1476,3206.33053886552,211,Yes,No
90820,2024-03-23, apartment ,Austin,1,1,796,1150.26846017627,728,No,Yes
90821,2024-02-23,single family,Dallas,3,3,1230,2086.00621552579,563,Yes,No
90822,2023-09-12,single family,San Antonio,4,3.5,2828,7048.1034153054,443,No,Yes
90823,2024-07-08, apartment ,Dallas,3,3,1272,3180.14437733448,508,No,No
90824,2024-04-03,Condo,Houston,2,2.5,1420,3148.31081622574,756,Yes,No
90825,2023-02-05,Single Family,Austin,1,1,712,870.198640727903,625,Yes,No
90826,2024-10-04,Apartment,San Antonio,3,3.5,2340,5146.09681256679,386,Yes,No
90827,2023-06-02,Apartment,Dallas,1,1,428,917.56811136695,107,No,Yes
90828,2024-06-02,Condo,Dallas,5,5.5,3770,9310.67378093194,616,No,Yes
90829,2023-04-14,single family,Dallas,3,3,1788,3283.04053158138,628,Yes,No
90830,2024-09-20, apartment ,Dallas,4,4.5,1928,3139.54804962443,641,Yes,No
90831,2023-06-11,Condo,Dallas,1,1.5,605,1164.20004065786,291,Yes,No
90832,2024-03-23,Condo,San Antonio,2,1.5,1466,3425.73115741095,132,No,No
90833,2024-02-08,single family,Dallas,3,3,1629,3570.22915772387,209,No,Yes
90834,06/22/2023,Townhouse,Dallas,4,4,1696,3436.69317035521,447,Yes,No
90835,2023-01-09,single family,Houston,5,4.5,3870,10201.4992195924,500,No,No
90836,2024-11-30, apartment ,Dallas,1,1.5,456,1170.99221928669,757,No,No
90837,2023-09-17,Condo,Houston,5,4.5,3400,4854.93811961028,237,Yes,No
90838,2024-06-26,Condo,Austin,4,4,2856,6237.73566805205,605,Yes,No
90839,2023-02-16,Condo,Austin,2,2.5,986,,521,Yes,No
90840,2023-09-10,Condo,Austin,5,5.5,2845,6164.07447833781,297,No,Yes
90841,2024-09-09,Townhouse,Austin,5,5.5,3255,7670.46618630759,480,No,Yes
90842,2024-06-13,Apartment,Dallas,1,1,536,697.796612868177,77,No,Yes
90843,2024-01-18,Apartment,San Antonio,4,3.5,2744,5270.42992253603,167,Yes,No
90844,2023-04-23,Apartment,Houston,1,1,510,1066.00686123129,136,No,No
90845,2023-05-08,Condo,Houston,2,2,1046,1826.46673290798,205,No,Yes
90846,2024-08-08, apartment ,Austin,2,2.5,864,1211.86615672962,253,Yes,No
90847,2024-02-23, apartment ,Austin,3,3,2073,3757.74170424717,465,Yes,No
90848,2024-11-01,Condo,Houston,4,3.5,2668,6438.32979257476,605,Yes,No
90849,2024-06-26,single family,San Antonio,3,3.5,1434,3591.68453649724,175,No,Yes
90850,2023-07-29, apartment ,Houston,2,2,1024,2699.7571644957,193,Yes,No
90851,2023-11-15,single family,Houston,3,3,2226,5004.96283797098,266,No,Yes
90852,2024-08-26,Single Family,Dallas,5,5.5,3370,4143.23641988972,395,No,No
90853,2024-04-01,single family,Austin,1,1.5,771,1891.39315523663,485,Yes,No
90854,2024-09-12, apartment ,San Antonio,1,1,494,754.036078572104,398,No,Yes
90855,2024-05-19,Townhouse,Austin,3,3.5,1734,3932.42800537964,594,No,Yes
90856,2023-04-04,Condo,San Antonio,4,3.5,1724,,50,Yes,No
90857,2024-11-11,Townhouse,Houston,3,2.5,2067,2623.14023984011,375,No,Yes
90858,2024-04-11,single family,Houston,4,3.5,1880,2719.44238553356,706,No,Yes
90859,2024-04-30,single family,Houston,4,4,2116,5472.96413051214,398,Yes,No
90860,2024-05-17,single family,Houston,4,4.5,3056,8042.20819192408,128,Yes,No
90861,2023-11-11,single family,San Antonio,5,4.5,3145,5836.93178707498,575,No,No
90862,2024-08-17,Apartment,Dallas,5,4.5,2400,5129.919868377,788,Yes,No
90863,2023-12-03,Townhouse,San Antonio,4,4,2540,5155.33961352955,226,Yes,No
90864,2024-02-04,Townhouse,San Antonio,4,4.5,1624,2057.67760577578,411,No,Yes
90865,2024-02-27,single family,Dallas,4,4.5,2120,3865.76918584936,410,Yes,No
90866,2024-01-20,Apartment,San Antonio,5,5,3225,5443.91269003805,634,No,No
90867,2024-08-19,single family,Dallas,5,5.5,2060,3087.753099786,72,No,No
90868,2024-11-17,Apartment,Austin,1,1,783,1517.49932137467,426,Yes,No
90869,2023-10-08,Townhouse,Houston,1,1.5,577,1468.84387808882,625,Yes,No
90870,2024-10-17,Single Family,Austin,1,1,568,1461.81169407303,698,Yes,No
90871,2023-06-26,Condo,Dallas,1,1.5,651,841.823552376229,304,Yes,No
90872,2024-05-14,single family,Austin,4,4.5,3084,4689.71860121811,586,No,No
90873,2024-05-23, apartment ,Austin,5,5.5,3070,,348,Yes,No
90874,2023-01-21,Single Family,Austin,2,1.5,1278,3257.043867197,439,Yes,No
90875,2023-06-02,Single Family,San Antonio,3,3,1842,3628.17890563839,360,No,Yes
90876,2024-11-18,Single Family,Austin,5,5.5,2300,,611,No,No
90877,2024-03-15,Condo,San Antonio,4,3.5,2624,4418.82062224877,668,No,Yes
90878,2024-03-15,single family,Austin,4,4,2904,4734.61109187278,156,No,Yes
90879,2024-07-21,single family,Austin,2,2,1076,1827.99095911365,-118,Yes,No
90880,2024-06-27,single family,Houston,1,1,750,,110,No,Yes
90881,2023-04-05, apartment ,San Antonio,2,1.5,1054,2694.81250434574,347,Yes,No
90882,2024-04-10,Apartment,Dallas,3,3.5,2121,,678,No,Yes
90883,2023-05-22,Townhouse,Dallas,3,3.5,1452,2715.4709637483,240,No,Yes
90884,2023-11-08, apartment ,Dallas,4,4.5,2784,4034.35048040559,698,Yes,No
90885,2023-12-16,Condo,Houston,4,3.5,3072,7564.5719330727,125,Yes,No
90886,2023-11-22,Condo,San Antonio,5,4.5,2360,6312.88568081189,778,No,No
90887,2024-05-25, apartment ,Austin,3,3.5,2370,4651.71846097555,788,No,Yes
90888,2024-03-01,Apartment,Houston,3,3,1587,3524.81474415265,787,No,No
90889,2023-05-09, apartment ,Dallas,3,3.5,1842,2872.55166851978,121,No,Yes
90890,2023-09-06,Single Family,Austin,4,3.5,1976,2381.92736426384,217,No,Yes
90891,2023-03-04,Condo,San Antonio,2,2.5,1100,1884.14184522077,270,No,Yes
90892,2024-06-16, apartment ,Houston,5,5.5,2155,2829.85959478973,679,No,Yes
90893,2024-09-22,Townhouse,Houston,3,2.5,1854,2418.26577148208,708,Yes,No
90894,2024-09-06,Townhouse,Austin,4,3.5,2896,5369.05276450117,333,Yes,No
90895,2023-03-21, apartment ,San Antonio,2,1.5,1454,2678.52893802949,727,No,No
90896,2023-01-31, apartment ,Austin,2,1.5,1020,1296.094480997,789,No,Yes
90897,2023-05-18,Single Family,Austin,1,1,598,1538.8688944802,124,No,Yes
90898,2024-02-10,Townhouse,San Antonio,5,5,2950,3544.52708661534,317,Yes,No
90899,2024-08-01, apartment ,Dallas,4,4,2060,2671.97503907419,726,Yes,No
90900,2023-03-07,Townhouse,Dallas,1,1,694,1360.88988360553,575,Yes,No
90901,2024-08-18,Apartment,San Antonio,2,2.5,1158,1893.45354379791,777,Yes,No
90902,2024-04-30, apartment ,Houston,5,5,2565,5682.67503832056,158,Yes,No
90903,2023-08-29, apartment ,Austin,4,4,2680,3723.3346846678,489,Yes,No
90904,2023-09-12, apartment ,Dallas,3,3.5,2163,2998.25255661106,99,No,Yes
90905,2023-01-09,single family,Dallas,5,4.5,3410,7933.14771053248,470,Yes,No
90906,2023-08-25,Condo,Dallas,1,1,443,662.521177142496,320,No,Yes
90907,06/05/2023,Single Family,Houston,4,3.5,2500,4026.50028293789,-507,No,Yes
90908,2024-11-10, apartment ,Dallas,3,3.5,1896,3037.81622685688,209,No,Yes
90909,2024-03-20,Single Family,Dallas,4,3.5,1680,3426.09535816037,292,Yes,No
90910,2023-05-19,Condo,San Antonio,1,1,649,1309.94379597741,396,Yes,No
90911,2023-02-17, apartment ,Dallas,3,2.5,2151,3097.5644732029,246,Yes,No
90912,2024-10-07,single family,San Antonio,4,3.5,2188,5683.73258927601,303,No,Yes
90913,2023-09-27,Apartment,Houston,2,2.5,938,2040.61037223498,332,Yes,No
90914,2024-06-12,Single Family,Houston,2,1.5,1548,3347.68448510993,770,Yes,No
90915,2024-06-05,Townhouse,Austin,5,4.5,3455,6797.7604101178,276,Yes,No
90916,2024-03-23,Condo,Dallas,3,3,1245,2129.46007185032,378,Yes,No
90917,2024-09-01,Apartment,Austin,2,2.5,1170,2149.36775907053,90,Yes,No
90918,2024-04-01, apartment ,San Antonio,4,3.5,2080,3909.34507169823,300,No,Yes
90919,2024-03-06,Apartment,San Antonio,1,1.5,522,1334.14322922376,217,No,Yes
90920,2023-03-26,single family,San Antonio,4,4,2868,3879.33326963267,342,Yes,No
90921,2024-04-30,Apartment,Dallas,3,3,1809,3684.37798106274,631,Yes,No
90922,2023-12-19,Apartment,Houston,3,3,2226,3375.89431321774,785,Yes,No
90923,2024-03-05,Condo,Dallas,5,5,3890,9235.991928739,544,Yes,No
90924,2023-04-29, apartment ,Houston,1,1,536,921.668110918285,420,Yes,No
90925,2023-12-04,Condo,Austin,3,3,1716,3893.78288875436,107,Yes,No
90926,2024-09-08, apartment ,Houston,5,5.5,3815,9415.67021812506,795,Yes,No
90927,2024-08-14,Townhouse,Dallas,4,4.5,2464,3400.56644609671,308,No,No
90928,2024-07-27,single family,Austin,4,4,1744,3498.45207128862,654,No,Yes
90929,2023-12-29,Condo,Dallas,2,2,1564,2929.98425263147,321,No,No
90930,2024-08-05, apartment ,Houston,3,3,1482,,568,No,No
90931,2024-01-21,Condo,Houston,2,2,1444,3881.76685276598,774,Yes,No
90932,2024-11-13,Condo,Houston,3,3.5,2034,3178.60970183006,507,No,Yes
90933,2023-07-08,Single Family,Austin,3,3.5,1968,4764.01099858024,753,No,Yes
90934,2024-11-28,Townhouse,Austin,3,3,1464,2724.75061605794,78,Yes,No
90935,2023-11-26,Townhouse,Dallas,3,3.5,2022,,122,Yes,No
90936,2024-11-10,Apartment,San Antonio,3,3.5,1677,4143.97663927859,673,No,No
90937,2024-01-26,single family,Houston,1,1.5,559,,79,Yes,No
90938,2023-11-04,single family,Austin,1,1.5,760,1970.43210123406,132,Yes,No
90939,2023-08-15, apartment ,Houston,5,4.5,3275,8412.50425554929,285,No,Yes
90940,2023-06-18,Single Family,Houston,4,4.5,2824,3392.17642049388,69,Yes,No
90941,2024-07-28,Apartment,San Antonio,5,4.5,2895,5130.92093244028,227,No,Yes
90942,2024-09-20,Single Family,Austin,5,4.5,3020,4306.35851599945,668,No,Yes
90943,2023-03-10,single family,Dallas,5,5.5,2860,,481,No,Yes
90944,2023-01-21,Single Family,Austin,1,1.5,560,1342.08406349927,206,No,Yes
90945,2024-09-22,Townhouse,Dallas,5,5,2955,5819.77853666026,274,Yes,No
90946,2023-10-19,Condo,Houston,5,4.5,3830,6010.6261375419,122,No,No
90947,2024-07-28,Apartment,Houston,2,2.5,1264,2759.50918579526,86,No,Yes
90948,2024-05-15,Single Family,Austin,5,4.5,2060,3070.1636368987,507,Yes,No
90949,09/14/2024,Single Family,Houston,1,1.5,741,1516.70280676107,78,Yes,No
90950,2024-10-18,Single Family,San Antonio,2,1.5,906,2316.39684930807,331,No,Yes
90951,2023-09-24,Condo,Houston,5,4.5,2695,4304.05983729384,370,Yes,No
90952,2023-02-18,Townhouse,San Antonio,3,2.5,2010,4326.55550565131,121,No,No
90953,2024-08-11,Single Family,San Antonio,4,4,2512,5312.68520182999,610,Yes,No
90954,2024-09-28, apartment ,Austin,1,1,576,1077.34149494569,263,No,No
90955,2023-03-12, apartment ,Austin,4,3.5,2048,4641.03308645833,118,No,Yes
90956,2024-01-15,Single Family,Houston,2,2,1354,2811.5006439202,583,No,Yes
90957,2023-11-14,Single Family,Dallas,3,3,1905,4671.93542842005,264,Yes,No
90958,2023-02-12,Townhouse,Houston,3,3,1227,1880.84736822832,125,Yes,No
90959,05/18/2023,Condo,Austin,3,3,1818,4673.46927517637,611,No,No
90960,2023-01-14,Townhouse,Dallas,3,3.5,1953,3967.276257131,218,Yes,No
90961,2023-02-27,Single Family,San Antonio,2,1.5,1082,1300.9634435362,245,No,Yes
90962,2023-08-07, apartment ,San Antonio,4,3.5,2608,5144.91888555331,359,No,Yes
90963,2023-07-24,single family,Houston,1,1.5,659,1550.81816807572,426,Yes,No
90964,2023-08-29,Single Family,San Antonio,5,5.5,3960,7407.12268455472,181,No,Yes
90965,2023-09-18,Townhouse,San Antonio,5,5.5,3115,4417.53283081042,729,Yes,No
90966,2024-07-29, apartment ,Austin,4,4.5,2500,5329.92777301927,350,Yes,No
90967,2024-06-18,Condo,San Antonio,2,1.5,892,1590.82662121748,702,No,Yes
90968,2024-08-23, apartment ,Houston,5,5.5,3290,5603.7648892029,72,Yes,No
90969,2023-06-04,Townhouse,Dallas,2,2.5,1576,2252.04638278971,160,Yes,No
90970,2024-05-26,Townhouse,San Antonio,4,3.5,3120,5960.5055743123,715,Yes,No
90971,05/28/2024,single family,Dallas,1,1.5,445,795.244995033482,520,No,Yes
90972,2023-04-03,single family,Houston,4,3.5,2736,4294.98153404024,694,No,Yes
90973,2024-02-12,Apartment,Austin,2,2,1196,1553.40861023209,203,No,No
90974,08/25/2023,single family,San Antonio,1,1.5,617,1645.34619554209,238,No,No
90975,2024-05-07,single family,San Antonio,1,1.5,722,1145.70512379357,441,No,Yes
