RecordID,Date,Platform,Impressions,Reach,PageViews,FollowersGained,Engagements,PostsPublished,VideoViews,WatchTimeMins,WebUsers,Purchases,Revenue,Sessions
50670,2024-03-12,Instagram,383,329,302,12,7,1,0,0,138,0,0,165
50671,2024-04-18,LinkedIn,1918,1611,655,3,249,2,0,0,457,0,0,548
50672,2024-05-05, instagram ,4888,3812,263,-3,586,1,0,0,282,5,230,338
50673,2024-04-24,Instagram,813,382,492,19,56,0,0,0,345,5,275,414
50674,2024-04-12,Facebook,1150,678,556,23,103,2,0,0,486,0,0,583
50675,2024-03-26, instagram ,1800,1188,91,17,90,1,0,0,113,0,0,135
50676,2024-03-29,youtube,4159,3119,51,-3,374,1,9274,21445,363,9,1035,435
50677,2024-05-19,YouTube,4065,2195,422,1,406,0,9796,9482,115,0,0,138
50678,2024-05-23,Facebook,702,624,15,39,84,2,0,0,464,0,,556
50679,2024-04-14,Facebook,4157,2868,545,24,457,0,0,0,68,0,0,81
50680,2024-05-17,LinkedIn,1051,567,126,3,94,2,0,0,73,0,0,87
50681,2024-03-15, instagram ,1067,885,786,21,96,0,0,0,102,4,128,122
50682,2024-05-26,youtube,1523,1157,785,4,91,2,6505,34219,437,0,0,524
50683,2024-05-04, instagram ,3146,2265,227,23,125,2,0,0,318,5,375,381
50684,03/12/2024,LinkedIn,3792,2730,367,27,37,3,0,0,494,0,0,592
50685,2024-03-12, instagram ,4584,3208,335,25,183,2,0,0,323,0,0,387
50686,2024-03-12, instagram ,340,217,623,25,40,2,0,0,105,0,0,126
50687,2024-05-27, instagram ,447,388,74,28,62,2,0,0,303,0,0,363
50688,2024-04-12,Facebook,3870,3173,35,46,77,1,0,0,453,0,0,543
50689,2024-03-08,LinkedIn,2758,1489,601,10,358,3,0,0,326,0,0,391
50690,2024-03-11,Instagram,4256,2723,554,15,468,0,0,0,351,1,134,421
50691,2024-05-12,Instagram,2279,1299,733,49,45,0,0,0,215,0,0,258
50692,2024-04-10,LinkedIn,513,410,775,4,46,3,0,0,188,0,0,225
50693,2024-05-12,Instagram,4394,2636,451,0,175,3,0,0,80,0,0,96
50694,2024-03-04,youtube,671,530,728,28,80,3,625,4356,460,2,182,552
50695,2024-04-10,LinkedIn,1476,1239,153,31,44,0,0,0,390,1,63,468
50696,2024-05-16,YouTube,1942,1126,665,0,116,3,9840,24858,127,0,0,152
50697,2024-05-06,YouTube,858,609,523,36,25,1,3034,47624,398,4,468,477
50698,2024-04-13,Facebook,3066,1410,397,31,183,0,0,0,296,4,124,355
50699,2024-04-26,LinkedIn,1076,807,265,48,32,1,0,0,241,1,135,289
50700,2024-04-17,youtube,3223,1804,348,14,161,2,4329,45174,408,0,0,489
50701,2024-03-27,Instagram,791,435,741,24,102,0,0,0,281,0,0,337
50702,2024-04-04,Facebook,4661,1864,45,21,279,2,0,0,159,5,665,190
50703,2024-04-17,Facebook,4533,3309,632,33,407,0,0,0,476,0,0,571
50704,2024-05-13, instagram ,723,484,24,1,79,2,0,0,88,0,0,105
50705,2024-03-04, instagram ,418,317,49,32,58,3,0,0,396,0,0,475
50706,2024-05-17,LinkedIn,1689,1030,757,34,168,2,0,0,233,0,0,279
50707,03/03/2024,LinkedIn,2132,1769,664,25,106,0,0,0,292,0,0,350
50708,2024-05-11,YouTube,1485,831,738,44,118,2,1379,41427,487,4,236,584
50709,2024-05-26,youtube,4745,3653,232,-1,284,3,6489,27526,414,0,0,496
50710,2024-05-20, instagram ,3953,1620,362,37,513,2,0,0,202,0,0,242
50711,2024-03-19, instagram ,3948,1618,525,40,513,0,0,0,330,0,0,396
50712,2024-04-01, instagram ,3792,2237,615,8,265,2,0,0,310,0,0,372
50713,2024-04-08,youtube,2553,1633,148,18,178,0,1325,16220,400,0,0,480
50714,2024-03-23,youtube,2468,1628,648,24,222,0,1763,22078,383,0,0,459
50715,2024-03-07,LinkedIn,3086,2345,34,16,154,3,0,0,449,0,0,538
50716,2024-04-04,YouTube,2314,1295,471,24,46,2,6435,44141,160,0,0,192
50717,2024-05-23,Facebook,3983,2987,474,25,159,1,0,0,150,0,0,180
50718,2024-03-10,Instagram,2940,2263,159,2,58,3,0,0,263,0,0,315
50719,2024-05-05, instagram ,206,138,151,47,28,2,0,0,342,0,0,410
50720,2024-03-10, instagram ,4334,2730,703,23,43,0,0,0,376,0,0,451
50721,2024-05-18, instagram ,3619,1990,593,23,470,1,0,0,380,4,440,456
50722,2024-04-19,youtube,-2603,2056,788,39,260,0,5334,20545,186,0,0,223
50723,2024-05-29,Facebook,391,179,672,5,27,3,0,0,419,6,246,502
50724,2024-03-19,youtube,2538,1091,545,-3,279,3,1131,45346,363,9,738,435
50725,2024-04-14,Facebook,4051,2714,101,-5,405,1,0,0,253,0,0,303
50726,2024-04-19,LinkedIn,1052,915,612,47,147,2,0,0,479,0,0,574
50727,2024-03-13,YouTube,2580,2270,665,0,283,2,2670,33218,153,0,0,183
50728,2024-04-12,Facebook,4341,2474,266,35,477,1,0,0,89,0,0,106
50729,2024-05-23,Facebook,3927,2670,391,43,39,0,0,0,460,8,952,552
50730,2024-05-05,Facebook,1812,1159,390,0,54,0,0,0,444,0,0,532
50731,2024-05-19,YouTube,835,526,250,16,16,0,2591,6299,207,0,0,248
50732,2024-04-20,LinkedIn,987,759,190,11,29,0,0,0,357,0,0,428
50733,2024-05-07,Facebook,268,123,445,25,24,1,0,0,473,6,708,567
50734,2024-03-14,LinkedIn,4845,2761,260,8,532,2,0,0,176,0,0,211
50735,2024-05-10,Instagram,655,327,381,43,32,1,0,0,343,0,0,411
50736,04/19/2024,Facebook,2507,1454,773,48,225,1,0,0,112,0,0,134
50737,2024-03-31,LinkedIn,2533,1266,488,22,177,3,0,0,277,0,0,332
50738,2024-05-02,Instagram,767,460,749,6,76,0,0,0,123,0,0,147
50739,2024-03-01,LinkedIn,3184,2770,331,49,286,0,0,0,117,3,375,140
50740,2024-04-26,youtube,3050,1433,730,39,366,2,2271,29266,165,0,0,198
50741,2024-05-15,Instagram,2312,1757,33,43,184,3,0,0,419,5,250,502
50742,2024-03-13,LinkedIn,2696,1321,631,37,350,1,0,0,140,0,0,168
50743,2024-03-14,Facebook,4432,2481,151,37,310,2,0,0,238,0,0,285
50744,2024-03-30,Instagram,3245,1882,85,19,64,0,0,0,81,1,37,97
50745,2024-03-23,Facebook,2289,1052,647,23,22,2,0,0,426,0,0,511
50746,2024-03-07,Facebook,-2054,944,480,18,267,2,0,0,318,0,0,381
50747,2024-05-25,Instagram,665,319,323,16,6,2,0,0,335,8,1016,402
50748,2024-05-12, instagram ,3868,2823,104,2,541,2,0,0,471,6,432,565
50749,2024-03-09, instagram ,2073,932,672,23,248,0,0,0,173,1,77,207
50750,2024-03-27,YouTube,1108,919,139,26,33,1,9925,41181,398,0,0,477
50751,2024-03-04,Facebook,2726,1172,41,17,272,3,0,0,177,0,0,212
50752,2024-03-05,YouTube,2460,1771,192,-5,73,3,3283,27175,58,0,0,69
50753,2024-05-15,youtube,2681,1126,638,12,375,0,2869,19195,480,0,0,576
50754,2024-04-30,youtube,-520,270,173,24,67,2,8996,21402,404,1,100,484
50755,2024-05-11,youtube,3282,2888,438,9,196,2,4318,20495,436,8,496,523
50756,2024-03-31,LinkedIn,1051,840,505,1,10,3,0,0,115,0,0,138
50757,2024-04-29,YouTube,2855,1341,488,10,285,0,7019,33777,348,0,0,417
50758,2024-03-10,Facebook,2034,1525,718,24,61,3,0,0,420,0,0,504
50759,2024-05-18,YouTube,1898,1442,395,22,75,0,1718,17141,335,0,0,402
50760,2024-05-14,youtube,639,268,190,21,51,1,7777,42169,204,0,0,244
50761,2024-04-17, instagram ,3926,1570,355,16,353,0,0,0,440,9,333,528
50762,2024-05-07, instagram ,101,82,474,-2,5,2,0,0,236,1,146,283
50763,2024-04-28,LinkedIn,3225,1451,522,48,354,0,0,0,223,0,0,267
50764,2024-03-19,LinkedIn,1401,798,82,31,154,1,0,0,463,5,430,555
50765,2024-05-21,LinkedIn,4655,1862,186,6,372,1,0,0,483,0,0,579
50766,2024-04-25,Instagram,765,367,359,42,68,3,0,0,332,0,0,398
50767,2024-04-09,YouTube,963,770,308,7,134,0,5157,45697,479,0,0,574
50768,2024-04-21, instagram ,450,337,527,46,22,1,0,0,374,0,0,448
50769,2024-04-03,LinkedIn,3645,1676,715,12,328,3,0,0,302,0,0,362
50770,2024-03-21,LinkedIn,4448,3069,377,-2,177,3,0,0,416,0,0,499
50771,2024-05-18,youtube,4774,2721,293,1,286,2,3039,42734,120,0,0,144
50772,2024-04-25,YouTube,1354,609,75,9,121,2,2107,37238,110,0,0,132
50773,03/27/2024, instagram ,4374,3236,408,10,481,2,0,0,424,0,0,508
50774,2024-04-13,youtube,3122,1561,580,7,156,0,8029,41286,169,2,208,202
50775,2024-03-09,YouTube,4338,3817,203,21,303,0,7921,40423,362,5,200,434
50776,2024-05-01,Instagram,722,404,177,1,101,3,0,0,468,4,236,561
50777,2024-04-22,YouTube,4266,2815,451,22,511,1,1826,5551,473,0,0,567
50778,2024-05-06,youtube,2504,2203,588,23,275,0,4294,45963,133,0,0,159
50779,2024-04-30,Facebook,519,456,195,-3,51,0,0,0,409,0,0,490
50780,2024-05-01,youtube,3135,1724,584,9,282,0,8561,33594,383,0,0,459
50781,2024-04-18,Facebook,1233,653,604,24,147,1,0,0,275,0,0,330
50782,2024-05-19,YouTube,4260,3195,500,13,426,0,3659,30479,74,0,0,88
50783,2024-04-15,Facebook,4337,2298,699,44,607,0,0,0,467,0,0,560
50784,2024-03-08,Instagram,4909,4319,114,6,638,1,0,0,59,0,0,70
50785,2024-04-26,Instagram,1427,870,95,49,156,0,0,0,249,0,0,298
50786,2024-05-16,youtube,1758,1054,252,8,158,2,5633,15820,179,6,546,214
50787,04/08/2024,Facebook,1911,1509,560,21,152,0,0,0,416,0,0,499
50788,2024-05-25,YouTube,270,189,137,30,16,2,5267,1717,262,0,0,314
50789,2024-04-03,Facebook,2854,1826,795,20,85,0,0,0,92,0,0,110
50790,2024-05-18,youtube,2397,1366,626,14,215,3,8961,12533,498,0,0,597
50791,2024-03-01,LinkedIn,537,332,140,29,26,2,0,0,479,5,735,574
50792,2024-05-18,Facebook,3170,1553,480,7,285,1,0,0,374,0,0,448
50793,2024-04-13, instagram ,4086,3105,79,41,245,0,0,0,71,0,0,85
50794,2024-04-05,youtube,3099,1797,88,15,371,1,812,9333,375,0,0,450
50795,2024-04-29,LinkedIn,4895,2153,349,8,489,0,0,0,245,0,,294
50796,2024-05-22,Facebook,1752,876,509,42,52,3,0,0,121,0,0,145
50797,04/27/2024,Instagram,4720,2643,629,16,566,3,0,0,316,0,0,379
50798,2024-04-03,Facebook,4347,3434,327,1,130,2,0,0,251,0,0,301
50799,2024-05-23,Facebook,2171,1194,381,-3,86,0,0,0,50,3,312,60
50800,2024-04-08,Instagram,777,567,639,49,7,0,0,0,449,0,0,538
50801,2024-05-16,youtube,1427,1198,741,27,128,1,6704,2192,113,8,384,135
50802,2024-05-09,Facebook,1395,1171,352,10,167,2,0,0,471,9,846,565
50803,2024-04-21,Instagram,3741,1982,779,35,74,2,0,0,437,6,258,524
50804,2024-03-17,LinkedIn,1798,1546,485,20,17,3,0,0,420,0,0,504
50805,2024-04-04, instagram ,349,174,457,8,27,1,0,0,236,0,0,283
50806,2024-04-06,youtube,882,485,48,36,52,2,2289,33698,146,8,552,175
50807,2024-04-18,Facebook,1027,513,290,25,133,3,0,0,234,0,0,280
50808,2024-05-20,Facebook,3288,1676,790,21,65,0,0,0,154,2,214,184
50809,2024-04-10,Instagram,2514,1960,29,22,276,0,0,0,132,0,0,158
50810,2024-04-27,youtube,2708,1624,622,24,54,0,1331,46699,122,0,0,146
50811,2024-03-09,Facebook,4565,2967,27,19,639,0,0,0,389,0,0,466
50812,2024-05-19,Instagram,3926,2551,110,-1,353,0,0,0,323,0,0,387
50813,2024-04-20,YouTube,585,479,65,-1,58,0,3759,41566,328,0,0,393
50814,2024-04-04,Instagram,3708,1854,194,46,333,3,0,0,405,5,435,486
50815,2024-03-14,LinkedIn,1967,1357,126,11,39,2,0,0,221,6,810,265
50816,2024-04-12,Instagram,2926,1492,690,-2,204,3,0,0,197,0,0,236
50817,2024-05-28,Facebook,2882,2420,544,37,144,2,0,0,375,0,0,450
50818,2024-04-01,YouTube,409,302,22,12,57,0,9086,17275,312,4,324,374
50819,2024-03-17,Facebook,3690,2952,61,-5,516,1,0,0,97,5,475,116
50820,2024-03-30,Facebook,4657,3399,493,10,139,2,0,0,495,0,0,594
50821,2024-04-22,youtube,2829,2263,268,49,226,3,5717,45622,342,4,556,410
50822,2024-05-02,Instagram,1347,942,246,22,80,1,0,0,453,0,0,543
50823,2024-05-12,YouTube,3472,2604,213,45,381,2,1765,40894,332,0,0,398
50824,2024-05-18,YouTube,2442,1733,347,-4,24,3,1332,20366,128,0,0,153
50825,2024-03-10,Facebook,4396,2637,579,5,571,2,0,0,478,1,82,573
50826,2024-04-13, instagram ,216,153,565,9,25,1,0,0,381,0,0,457
50827,2024-05-07,Instagram,310,210,420,20,40,0,0,0,99,1,109,118
50828,2024-03-31,YouTube,4985,2791,734,39,498,1,4821,27266,429,7,,514
50829,04/20/2024,youtube,3529,2787,28,42,247,1,5883,11696,352,0,0,422
50830,03/15/2024, instagram ,4924,3693,246,47,689,2,0,0,457,0,0,548
50831,03/17/2024,Instagram,797,518,499,-2,111,2,0,0,475,0,0,570
50832,04/23/2024,YouTube,4505,2883,381,-1,450,1,8386,15606,169,9,432,202
50833,2024-05-14,Facebook,1996,998,307,35,19,1,0,0,193,5,640,231
50834,2024-03-24,LinkedIn,2560,1484,554,24,76,0,0,0,269,0,0,322
50835,2024-04-16, instagram ,3409,2215,744,36,477,3,0,0,220,0,0,264
50836,2024-03-14,Instagram,2794,1955,105,-5,223,2,0,0,345,0,0,414
50837,2024-05-21,YouTube,4573,3841,633,44,137,1,8224,16366,185,0,0,222
50838,2024-05-15, instagram ,2357,989,206,10,47,3,0,0,375,1,103,450
50839,2024-05-08,Instagram,484,208,637,36,62,0,0,0,131,0,0,157
50840,2024-03-28, instagram ,4367,2969,655,47,567,3,0,0,285,0,0,342
50841,2024-03-15,youtube,2771,1357,519,25,277,1,2370,28844,128,6,726,153
50842,2024-05-02,youtube,2861,1173,415,2,28,1,2605,42429,419,0,0,502
50843,2024-05-03,YouTube,1564,969,303,35,156,2,4620,27169,186,0,0,223
50844,2024-04-19,youtube,3610,2599,393,2,36,2,5341,41723,240,0,0,288
50845,2024-03-11,LinkedIn,4382,2234,784,28,219,0,0,0,121,0,0,145
50846,2024-04-26,youtube,3475,1841,154,20,382,2,2540,32157,271,0,0,325
50847,2024-05-28, instagram ,3824,1873,421,13,267,3,0,0,304,0,0,364
50848,2024-04-20,Facebook,4485,3722,172,23,44,2,0,0,243,0,0,291
50849,2024-03-22,LinkedIn,3405,2689,666,4,68,3,0,0,148,0,0,177
50850,2024-05-09,LinkedIn,4148,1991,119,30,82,1,0,0,349,4,508,418
50851,2024-04-05, instagram ,1445,693,164,4,43,0,0,0,433,0,0,519
50852,2024-05-14, instagram ,4592,1882,206,41,91,1,0,0,144,5,225,172
50853,2024-04-25,Facebook,1168,969,314,37,140,3,0,0,107,6,582,128
50854,2024-04-09,Instagram,1831,1281,347,11,109,3,0,0,371,0,0,445
50855,2024-03-16,Facebook,4398,2594,453,17,439,0,0,0,318,0,0,381
50856,2024-05-11,YouTube,1481,1273,414,37,74,1,7898,34986,196,0,0,235
50857,2024-04-11, instagram ,1345,981,399,7,134,0,0,0,318,0,0,381
50858,2024-05-28,Facebook,1905,1352,35,-3,38,1,0,0,253,0,0,303
50859,2024-03-17,Instagram,1921,1210,479,2,76,1,0,0,110,3,279,132
50860,2024-03-31,Facebook,2859,2172,636,3,142,3,0,0,231,5,350,277
50861,2024-04-08,Instagram,4677,3086,93,14,140,1,0,0,107,0,0,128
50862,2024-03-10,YouTube,623,249,22,23,68,1,5853,25141,65,0,0,78
50863,2024-03-13,YouTube,4521,3390,380,0,406,1,528,49514,384,0,0,460
50864,2024-05-17,youtube,447,335,281,12,49,3,6647,24110,332,0,0,398
50865,2024-03-21,youtube,3323,1595,315,5,299,0,9144,34723,53,7,1043,63
50866,2024-04-06,LinkedIn,2354,1977,446,39,164,3,0,0,76,9,774,91
50867,2024-05-01,YouTube,3959,2454,500,45,277,0,2351,42260,408,0,0,489
50868,2024-04-28,LinkedIn,255,140,740,27,12,1,0,0,132,4,276,158
50869,2024-05-07, instagram ,1718,755,210,6,120,2,0,0,271,0,0,325
50870,2024-05-08,Facebook,762,678,331,17,15,0,0,0,322,0,0,386
50871,2024-03-24,YouTube,817,343,443,-1,8,3,9878,30468,420,0,0,504
50872,2024-04-25,Instagram,1459,1079,40,-4,43,1,0,0,380,6,636,456
50873,2024-05-07,youtube,917,467,733,25,27,2,9688,36195,164,5,240,196
50874,2024-04-10,youtube,328,131,723,30,13,1,4040,40237,187,0,0,224
50875,2024-04-06, instagram ,2933,2610,368,29,29,2,0,0,325,0,0,390
50876,2024-04-30, instagram ,4924,2363,53,4,393,2,0,0,125,9,1143,150
50877,2024-05-18,YouTube,1652,1073,610,32,99,1,3011,49830,481,0,0,577
50878,2024-05-01,YouTube,3540,2478,431,12,177,1,5867,44131,104,0,0,124
50879,2024-03-08,YouTube,-1121,896,526,9,22,3,7919,19969,374,1,59,448
50880,2024-04-21,LinkedIn,1371,1124,120,13,27,0,0,0,486,0,0,583
50881,2024-03-02,LinkedIn,4408,3085,690,5,484,0,0,0,130,0,0,156
50882,2024-04-24,Instagram,1667,1383,632,-5,200,2,0,0,220,2,136,264
50883,2024-05-01,Instagram,2214,1926,301,22,265,0,0,0,333,2,248,399
50884,2024-05-12,Instagram,1040,655,83,34,93,0,0,0,396,0,0,475
50885,2024-04-27,YouTube,401,196,285,42,16,1,8811,39075,95,1,112,114
50886,2024-03-20,Instagram,2936,1321,690,1,293,2,0,0,482,0,0,578
50887,2024-03-18,youtube,2924,1432,490,-1,263,0,4774,28446,432,0,0,518
50888,2024-05-02,Instagram,696,480,669,18,41,2,0,0,312,0,0,374
50889,03/18/2024,YouTube,3695,2549,213,20,258,2,1525,28986,326,8,256,391
50890,2024-05-04, instagram ,1429,1086,729,24,114,1,0,0,239,0,0,286
50891,2024-05-01, instagram ,1368,902,192,33,164,0,0,0,202,4,208,242
50892,2024-04-27,LinkedIn,1443,678,567,0,202,0,0,0,257,1,52,308
50893,2024-03-02,youtube,4589,3854,559,18,367,1,754,36694,446,4,136,535
50894,2024-05-28, instagram ,3942,1695,618,19,275,2,0,0,476,0,0,571
50895,2024-04-15,Instagram,1701,1377,438,9,170,1,0,0,142,8,472,170
50896,2024-05-23,Facebook,942,565,82,29,75,0,0,0,476,0,0,571
50897,2024-05-07, instagram ,553,458,183,10,71,0,0,0,147,0,0,176
50898,2024-04-15,Instagram,2658,1089,534,30,132,2,0,0,332,1,135,398
50899,2024-04-04,Facebook,4223,2364,436,17,253,3,0,0,217,5,160,260
50900,2024-04-08, instagram ,1851,740,307,37,37,1,0,0,394,0,0,472
50901,2024-03-09,LinkedIn,1042,771,535,-4,104,2,0,0,497,0,0,596
50902,2024-03-14,Facebook,3189,2519,565,6,31,1,0,0,284,8,816,340
50903,2024-03-07,Facebook,1041,551,563,25,135,1,0,0,199,0,0,238
50904,2024-05-08,youtube,497,293,776,29,49,0,6344,26552,455,5,640,546
50905,2024-03-06,youtube,2726,1526,479,44,27,2,6133,47401,397,9,1215,476
50906,2024-04-18,Instagram,3851,1964,80,-3,269,2,0,0,285,0,0,342
50907,2024-03-05,LinkedIn,4199,3443,621,39,293,0,0,0,52,7,525,62
50908,2024-05-07,YouTube,2411,1350,786,45,313,0,8418,44472,480,7,266,576
50909,2024-03-03,youtube,2684,2147,54,-4,268,3,1459,43478,127,0,0,152
50910,2024-04-20, instagram ,225,191,277,-2,4,1,0,0,240,9,1152,288
50911,2024-05-26,LinkedIn,3423,2772,619,14,479,2,0,0,328,0,0,393
50912,2024-05-07,Instagram,956,659,443,41,38,0,0,0,381,0,0,457
50913,2024-04-03,Facebook,4208,2146,312,45,252,1,0,0,429,0,0,514
50914,2024-03-13,Facebook,4658,2235,62,25,46,2,0,0,404,2,268,484
50915,2024-05-01,Instagram,4969,2285,458,28,397,3,0,0,134,0,0,160
50916,2024-04-11,youtube,1761,1496,116,38,176,3,3502,35811,341,0,0,409
50917,2024-03-07,Instagram,4147,2861,681,25,373,0,0,0,211,0,0,253
50918,2024-05-01,Instagram,4828,2462,405,7,579,3,0,0,297,0,,356
50919,2024-03-26,Instagram,1323,701,300,1,185,3,0,0,289,0,0,346
50920,2024-03-24,YouTube,4737,3126,18,30,568,1,3896,7671,399,0,0,478
50921,2024-03-05,YouTube,2745,1509,472,1,109,2,7557,31872,360,0,0,432
50922,2024-05-09,YouTube,2066,1797,662,22,82,1,5181,3220,449,5,740,538
50923,2024-03-23,youtube,127,62,65,32,8,1,4046,39975,221,0,0,265
50924,04/17/2024,YouTube,3663,1721,588,7,36,1,2028,41508,293,2,76,351
50925,2024-03-23,Instagram,2707,1894,465,37,351,3,0,0,321,0,0,385
50926,2024-05-02,youtube,2975,1904,373,1,148,2,2875,44086,330,3,138,396
50927,03/28/2024,YouTube,3493,1467,466,14,454,1,7680,43412,135,7,504,162
50928,2024-03-12,Instagram,2915,1982,240,31,408,0,0,0,474,0,0,568
50929,2024-05-05,LinkedIn,829,596,209,35,82,2,0,0,339,0,0,406
50930,2024-03-09,LinkedIn,2668,1173,249,1,346,3,0,0,320,0,0,384
50931,2024-05-14, instagram ,4721,3965,187,2,330,2,0,0,332,0,0,398
50932,2024-04-21,youtube,2587,1785,339,42,310,1,1721,44569,159,0,0,190
50933,2024-04-07,Instagram,167,133,60,46,18,0,0,0,266,6,678,319
50934,2024-05-12,YouTube,1592,955,554,7,47,2,8647,49940,123,0,0,147
50935,2024-03-27,youtube,1119,884,764,48,111,2,6597,10294,196,3,168,235
50936,2024-03-27,youtube,3946,2643,288,2,118,2,8263,8646,418,0,0,501
50937,2024-04-30,youtube,4136,2936,42,41,206,3,8093,38364,274,0,0,328
50938,2024-05-17,Instagram,4872,3654,27,36,243,2,0,0,54,2,256,64
50939,2024-03-25, instagram ,2229,1426,216,12,312,1,0,0,151,0,0,181
50940,2024-04-27, instagram ,3127,2032,765,14,62,2,0,0,421,0,0,505
50941,2024-04-26, instagram ,2671,1201,163,21,373,0,0,0,330,0,0,396
50942,2024-03-02,Facebook,1097,438,602,0,109,1,0,0,284,9,531,340
50943,2024-05-26,LinkedIn,3239,1619,291,9,259,0,0,0,365,0,0,438
50944,2024-03-06,Facebook,2091,1672,71,46,209,1,0,0,76,0,0,91
50945,2024-03-18,Instagram,4748,2611,126,3,569,1,0,0,381,0,0,457
50946,2024-03-07,LinkedIn,3274,1997,420,11,294,0,0,0,268,0,0,321
50947,2024-03-31, instagram ,1168,712,508,12,140,1,0,0,321,0,0,385
50948,2024-04-27,Facebook,3060,1713,569,29,428,2,0,0,150,0,0,180
50949,2024-03-07,YouTube,1094,579,707,22,142,3,1564,38280,103,0,0,123
50950,2024-05-16,LinkedIn,495,435,606,17,59,3,0,0,129,0,0,154
50951,04/28/2024,Instagram,3653,2849,588,0,328,1,0,0,120,0,0,144
50952,2024-05-15, instagram ,1991,1692,603,15,199,3,0,0,162,0,0,194
50953,2024-04-08,Instagram,612,281,341,20,67,3,0,0,138,0,0,165
50954,2024-04-29,LinkedIn,1157,636,361,49,92,1,0,0,165,0,0,198
50955,03/11/2024,Facebook,2330,1374,346,4,69,3,0,0,327,0,0,392
50956,2024-04-05,youtube,3122,2778,96,49,280,3,4408,49773,449,0,0,538
50957,2024-04-26,Instagram,2444,1686,617,0,24,3,0,0,198,5,390,237
50958,2024-03-27,youtube,976,780,279,42,9,0,9920,26629,121,0,0,145
50959,2024-03-28,youtube,4967,3228,623,-4,397,2,5141,45192,373,0,0,447
50960,2024-03-14, instagram ,4714,3771,547,43,424,3,0,0,86,5,195,103
50961,2024-04-19,YouTube,3964,1625,382,36,79,2,9308,18062,301,0,0,361
50962,2024-03-05,Instagram,153,126,612,26,21,2,0,0,312,3,243,374
50963,04/10/2024,Facebook,-1801,1008,77,7,126,2,0,0,229,0,0,274
50964,2024-03-11,Instagram,3100,2356,104,49,341,2,0,0,294,0,0,352
50965,2024-04-09,YouTube,3271,2780,321,44,261,0,1370,40916,173,0,0,207
50966,2024-03-12,YouTube,2508,1630,17,-1,225,2,5094,27235,364,0,0,436
50967,2024-04-10,Facebook,2754,2313,80,9,247,2,0,0,306,0,0,367
50968,2024-03-27,Facebook,4934,2960,170,9,98,2,0,0,241,9,1278,289
50969,2024-03-19, instagram ,2726,1499,658,37,381,0,0,0,378,4,568,453
50970,2024-04-30, instagram ,1381,676,441,25,82,0,0,0,208,3,234,249
50971,2024-05-29, instagram ,3826,2180,349,29,344,1,0,0,332,0,0,398
50972,2024-04-03,Instagram,1093,830,603,1,10,2,0,0,158,0,0,189
50973,2024-03-17,YouTube,1863,1061,497,35,242,2,2157,29716,277,4,276,332
50974,2024-04-16,Facebook,3804,2434,738,1,380,3,0,0,199,0,0,238
50975,2024-05-04,Facebook,2022,1253,105,3,202,1,0,0,283,0,0,339
50976,2024-03-20, instagram ,3719,1561,460,38,111,2,0,0,422,0,0,506
50977,2024-04-12, instagram ,2124,1826,584,43,254,0,0,0,53,0,0,63
50978,2024-03-04,Instagram,723,563,400,20,21,2,0,0,133,0,0,159
50979,2024-03-15, instagram ,1647,1251,396,6,49,2,0,0,78,0,0,93
50980,2024-05-03,youtube,2698,1160,763,1,350,2,5949,18714,456,3,330,547
50981,2024-05-23,Instagram,3203,2530,259,26,384,0,0,0,334,0,0,400
50982,2024-03-31,Facebook,2352,1999,270,44,329,2,0,0,251,7,308,301
50983,2024-03-26,YouTube,458,201,396,14,27,3,9214,20305,179,0,0,214
50984,2024-05-26,youtube,202,94,130,41,22,1,1200,49201,216,0,0,259
50985,2024-04-25, instagram ,3727,2161,698,2,149,3,0,0,195,5,455,234
50986,2024-05-21,Instagram,-1563,875,209,46,156,0,0,0,67,0,0,80
50987,2024-05-28,LinkedIn,4019,1969,543,37,200,2,0,0,445,2,214,534
50988,2024-05-20,Instagram,1366,1161,73,49,136,0,0,0,401,0,0,481
50989,2024-05-03,Facebook,688,516,798,36,82,2,0,0,192,0,0,230
50990,2024-03-29,Facebook,3069,2577,676,8,337,1,0,0,281,4,596,337
50991,2024-03-02,youtube,2459,1844,704,8,344,0,9368,2901,79,6,852,94
50992,2024-04-13,LinkedIn,4340,3124,278,38,303,1,0,0,488,6,192,585
50993,2024-05-17, instagram ,419,243,724,43,54,0,0,0,151,7,931,181
50994,2024-03-15,YouTube,2907,2529,648,25,203,1,9160,11451,63,0,0,75
50995,2024-03-06,Facebook,1102,727,677,42,88,2,0,0,318,3,318,381
50996,2024-05-23,Facebook,4106,2833,769,19,205,0,0,0,187,4,192,224
50997,04/18/2024,youtube,4129,3674,30,40,371,2,3473,34549,95,0,0,114
50998,2024-05-14,Instagram,1517,864,167,-1,121,1,0,0,325,0,0,390
50999,2024-04-14,LinkedIn,3767,1619,209,12,452,2,0,0,338,1,86,405
51000,2024-05-17,Facebook,3290,1348,185,26,427,3,0,0,283,0,0,339
51001,2024-04-04,youtube,3397,1698,658,48,373,0,3171,15067,486,2,204,583
51002,2024-05-05,YouTube,2950,1327,245,5,383,0,9220,40537,272,7,476,326
51003,2024-03-20,Facebook,2204,1146,549,46,44,1,0,0,374,0,0,448
51004,2024-03-28,Instagram,3069,1749,648,38,122,1,0,0,397,0,0,476
51005,2024-03-22,YouTube,4829,2124,462,47,482,0,8314,24212,454,0,0,544
