TransactionID,Date,Department,Type,Amount,Budget,Status,Notes
20937,2024-04-02,Marketing,Expense,2615,4076,Cleared,
20938,2023-05-20,Marketing,Income,17276,14507,Cleared,
20939,2024-08-13, operations ,Income,9993,5951,Cleared,
20940,2023-12-01,Sales,Expense,7728,6011,Pending,
20941,2024-08-17,sales,Expense,3894,10052,Cleared,
20942,2023-09-20,Sales,Income,11490,11252,Cleared,
20943,2024-10-08,Admin,Expense,13677,5609,Cleared,
20944,2023-04-02,R&D,Income,21063,10901,Cleared,
20945,2024-01-02,Admin,Income,9877,9215,Cleared,
20946,2024-08-24,Admin,Expense,4667,11493,Cleared,
20947,2024-12-17,R&D,Income,16966,15708,Cleared,
20948,2023-05-03,Marketing,Expense,7878,9080,Cleared,
20949,2024-12-11,Sales,Expense,5683,8192,Cleared,
20950,2024-05-05, operations ,Income,13894,12245,Cleared,
20951,2024-05-14,Marketing,Income,22201,12040,Cleared,
20952,2024-07-10,Admin,Expense,12408,7124,Pending,
20953,2024-07-06,sales,Income,9437,4258,Cleared,
20954,2023-03-22,Operations,Expense,13530,6782,Cleared,
20955,2023-09-19,sales,Expense,2223,6309,Cleared,
20956,2024-11-28,Sales,Expense,11573,6943,Cleared,
20957,2024-12-10,Sales,Expense,6830,11256,Cleared,
20958,2023-09-12,Operations,Income,16729,13361,Cleared,
20959,2023-12-25, operations ,Expense,1291,4597,Cleared,
20960,2023-01-10,Operations,Expense,13034,2532,Cleared,
20961,2023-11-02, operations ,Expense,8557,6596,Pending,
20962,2023-10-13,Admin,Income,12052,8688,Cleared,
20963,2023-12-28,Sales,Expense,,1062,Cleared,
20964,2024-08-15,Marketing,Income,11428,13544,Pending,
20965,2024-02-10,Admin,Income,24261,18336,Cleared,
20966,2024-06-05,sales,Income,18205,19579,Cleared,
20967,2023-03-03,sales,Expense,6024,8839,Cleared,
20968,2023-11-03,sales,Expense,8482,4408,Cleared,
20969,2023-07-14,Sales,Expense,11250,11099,Cleared,
20970,2023-03-08,Operations,Expense,6981,9920,Cleared,
20971,2023-02-09,Admin,Expense,3062,2006,Cleared,
20972,2023-06-20,Sales,Income,10342,9301,Cleared,
20973,2024-12-30,Operations,Expense,10316,8268,Cleared,
20974,2023-03-14,Admin,Expense,5560,1264,Cleared,
20975,2024-11-08, operations ,Income,7277,18440,Cleared,
20976,2023-12-05,R&D,Income,10034,11306,Cleared,
20977,2024-02-07,Sales,Expense,4522,9014,Cleared,
20978,2023-06-09,Admin,Income,15249,8105,Cleared,
20979,2023-07-31,Marketing,Expense,-4636,2637,Cleared,
20980,2024-08-28,Sales,Income,6789,10376,Cleared,
20981,2023-08-22, operations ,Expense,13291,8020,Cleared,
20982,2024-03-17,Sales,Expense,3751,9332,Cleared,
20983,2024-06-10,Admin,Income,13270,4987,Cleared,
20984,2024-11-03,Operations,Income,13850,17279,Cleared,
20985,2024-10-15,Admin,Income,10282,13382,Cleared,
20986,2023-04-22,R&D,Expense,10299,1801,Cleared,
20987,2023-04-01,Sales,Expense,2037,8982,Cleared,
20988,2024-05-25,Sales,Expense,3912,2256,Cleared,
20989,2023-08-03, operations ,Expense,14458,6745,Cleared,
20990,2023-02-10, operations ,Expense,7957,3835,Cleared,
20991,2023-11-24,sales,Expense,9861,3833,Cleared,
20992,2023-10-20, operations ,Expense,8318,6238,Cleared,
20993,2023-08-11,Admin,Expense,5355,3573,Cleared,
20994,2024-10-20,Sales,Income,12560,15676,Cleared,
20995,2023-12-09, operations ,Expense,14558,9098,Cleared,
20996,2023-09-17,Marketing,Expense,4268,8428,Cleared,
20997,2023-05-22,Marketing,Expense,-10079,8268,Cleared,
20998,2024-05-17,Admin,Expense,2164,5951,Cleared,
20999,2023-12-20,Sales,Income,16894,10519,Cleared,
21000,2024-09-13,Operations,Expense,8139,11832,Cleared,
21001,2024-06-06, operations ,Expense,5646,8397,Cleared,
21002,2024-06-17,R&D,Expense,13807,3959,Pending,
21003,2023-05-03,Marketing,Expense,,2408,Cleared,
21004,2024-07-13,Sales,Income,22172,5768,Cleared,
21005,2024-03-06,Marketing,Income,-24451,14992,Cleared,
21006,2024-08-20,Marketing,Income,7789,10261,Cleared,
21007,2023-01-03, operations ,Expense,1244,1324,Cleared,
21008,2023-05-04, operations ,Income,18018,19098,Cleared,
21009,2023-04-04,Sales,Income,10610,18037,Cleared,
21010,2023-01-05,Sales,Expense,13856,9872,Cleared,
21011,2024-10-31,Admin,Expense,2007,6593,Cleared,
21012,2023-06-25,Admin,Income,6521,15522,Cleared,
21013,2024-03-02,sales,Income,20951,8509,Cleared,
21014,2024-01-13,Admin,Expense,5725,4624,Cleared,
21015,2024-06-25,sales,Income,9540,17604,Cleared,
21016,2023-08-28,Admin,Income,12188,11401,Cleared,
21017,2024-01-29,Operations,Expense,10494,10244,Pending,
21018,2023-02-06,Sales,Income,12965,9207,Cleared,
21019,2024-12-08,Marketing,Expense,8220,8275,Cleared,
21020,2024-01-11,Marketing,Income,9662,12322,Cleared,
21021,2023-09-03,Marketing,Income,7958,7713,Cleared,
21022,2024-10-13,Marketing,Income,21425,14351,Cleared,
21023,02/06/2023,R&D,Income,9644,15046,Cleared,
21024,2023-03-19,Admin,Expense,9560,6872,Cleared,
21025,2023-06-09,Admin,Income,24637,14548,Cleared,
21026,2023-11-25,Marketing,Income,11740,8774,Cleared,
21027,2023-10-13,Operations,Expense,13992,7866,Cleared,
21028,2024-10-24,Marketing,Expense,12179,6473,Cleared,
21029,2024-02-16,R&D,Expense,6999,11715,Cleared,
21030,2024-04-12,Sales,Income,22852,17140,Cleared,
21031,2023-11-03,R&D,Income,18568,12215,Cleared,
21032,2024-12-09,Operations,Income,22873,14023,Cleared,
21033,2024-03-04,Marketing,Income,17940,8342,Cleared,
21034,2023-02-04,sales,Expense,3150,11786,Cleared,
21035,2023-04-03, operations ,Expense,5788,11845,Cleared,
21036,2024-11-06,Sales,Expense,11786,6131,Cleared,
21037,2024-11-08,R&D,Expense,12088,6112,Cleared,
21038,2023-09-28,Admin,Expense,12571,11965,Pending,
21039,2024-05-04,R&D,Expense,1730,2629,Pending,
21040,03/04/2024,Admin,Expense,14822,3424,Cleared,
21041,2023-05-24,Operations,Expense,13535,3988,Cleared,
21042,2023-07-17,Sales,Expense,11319,6294,Cleared,
21043,2023-08-22,Sales,Income,11510,9911,Cleared,
21044,2024-12-02,sales,Income,14304,10291,Cleared,
21045,2024-11-07, operations ,Income,13320,17937,Cleared,
21046,2024-08-08,Admin,Income,16150,17594,Cleared,
21047,07/02/2023,Marketing,Expense,12384,4088,Cleared,
21048,2023-03-27,Marketing,Expense,11031,11896,Pending,
21049,2024-06-02,R&D,Income,21091,17625,Cleared,
21050,2024-01-01, operations ,Income,15606,18714,Cleared,
21051,2023-03-21,Marketing,Income,12788,9319,Cleared,
21052,2023-09-15, operations ,Expense,12421,11016,Cleared,
21053,2024-12-27, operations ,Expense,12795,6091,Cleared,
21054,2024-11-02,sales,Expense,5828,4933,Cleared,
21055,2024-11-16,R&D,Expense,4674,10108,Cleared,
21056,2023-10-17,Admin,Income,7796,7605,Cleared,
21057,2024-03-14, operations ,Expense,10062,8901,Cleared,
21058,2024-07-14,R&D,Expense,1313,8648,Cleared,
21059,2024-02-18,Admin,Expense,6603,1604,Cleared,
21060,2024-09-01,R&D,Expense,13208,1199,Cleared,
21061,2023-01-15,R&D,Expense,12921,11715,Cleared,
21062,2024-09-17, operations ,Expense,6049,10303,Cleared,
21063,2024-07-10,Marketing,Income,17478,19268,Cleared,
21063,2024-07-10,Marketing,Income,17478,19268,Cleared,
21064,2023-05-20,Admin,Income,24879,13703,Cleared,
21065,2024-06-19,Operations,Income,,7668,Cleared,
21066,2024-05-25, operations ,Expense,11949,8560,Cleared,
21067,2023-03-22,Operations,Income,10069,11062,Cleared,
21068,2024-04-23,R&D,Expense,,9499,Cleared,
21069,2024-09-21,R&D,Expense,5271,11044,Cleared,
21070,2024-10-22,Sales,Expense,5427,3434,Pending,
21071,2023-07-23,R&D,Expense,6183,1561,Cleared,
21071,2023-07-23,R&D,Expense,6183,1561,Cleared,
21072,2023-12-02,Marketing,Expense,1495,4044,Cleared,
21073,2024-08-16,Sales,Income,21978,15784,Cleared,
21074,2024-10-27,Operations,Income,7305,10853,Cleared,
21075,2023-04-15,Marketing,Income,21946,7637,Cleared,
21076,2023-04-14,Admin,Expense,1101,4446,Cleared,
21077,2024-07-13,Admin,Income,,19553,Cleared,
21078,2024-11-18,sales,Expense,3753,3594,Cleared,
21079,2023-02-10,sales,Income,14912,9837,Cleared,
21080,2023-09-30,Operations,Expense,7826,1677,Cleared,
21081,2024-03-07,Admin,Income,6966,17968,Cleared,
21082,2024-01-14,sales,Income,16565,18927,Cleared,
21083,2023-05-02, operations ,Expense,4270,10641,Cleared,
21084,2023-07-29,sales,Expense,1421,5414,Cleared,
21085,2024-05-19,sales,Expense,4971,5687,Cleared,
21086,2024-10-05,Sales,Expense,10931,4922,Pending,
21087,2024-04-15,R&D,Income,-14688,15494,Cleared,
21088,2024-07-03,sales,Income,5854,7756,Cleared,
21089,2024-05-28, operations ,Expense,4548,7429,Cleared,
21090,2024-02-21, operations ,Income,24565,5276,Pending,
21091,2023-10-29, operations ,Income,21034,10810,Cleared,
21092,2023-02-27,sales,Income,15369,8875,Cleared,
21093,2023-06-20,Admin,Expense,9492,3541,Cleared,
21094,2024-09-20,R&D,Income,12877,18680,Pending,
21095,2024-09-08,Operations,Income,16900,6075,Cleared,
21096,2023-08-09,Admin,Income,11640,18343,Cleared,
21097,2024-06-30,Marketing,Expense,9590,5925,Cleared,
21098,2024-06-19, operations ,Income,6100,4084,Cleared,
21099,04/23/2024,Sales,Expense,10260,4095,Cleared,
21100,2024-06-12,Sales,Income,6579,4096,Cleared,
21101,2023-04-06,sales,Expense,14158,4323,Pending,
21102,2023-12-15,R&D,Expense,13810,8853,Cleared,
21103,2023-10-26,sales,Income,22535,11745,Cleared,
21104,2024-11-28,R&D,Expense,5836,10681,Cleared,
21105,2024-01-25,Sales,Expense,1273,9836,Cleared,
21106,2024-01-18,sales,Income,19768,12431,Cleared,
21107,2024-04-08,Marketing,Expense,6205,8967,Cleared,
21108,2024-02-26,Sales,Expense,12174,9072,Cleared,
21109,2024-05-28,sales,Expense,8343,8438,Pending,
21110,2023-03-07,Sales,Income,19496,7645,Cleared,
21111,11/24/2023, operations ,Expense,12019,6035,Cleared,
21111,11/24/2023, operations ,Expense,12019,6035,Cleared,
21112,2023-08-24,Sales,Expense,11525,4613,Cleared,
21113,2024-09-22, operations ,Expense,14223,2040,Cleared,
21114,2023-07-19,Sales,Expense,9751,8576,Pending,
21115,2024-05-28,Admin,Expense,7933,9783,Cleared,
21116,10/09/2024,Operations,Expense,7047,4132,Cleared,
21117,2024-06-24, operations ,Income,19615,13213,Cleared,
21118,2024-07-08,R&D,Income,24845,11709,Cleared,
21119,2023-01-28,Operations,Income,18667,7915,Cleared,
21120,2023-12-11,Operations,Income,11534,4415,Cleared,
21121,2024-10-10,sales,Income,17743,5124,Cleared,
21122,2024-06-21,Admin,Income,18096,10067,Cleared,
21123,2024-09-23,sales,Income,16816,5924,Cleared,
21124,2024-10-13,Admin,Income,10145,11619,Cleared,
21125,04/19/2024,R&D,Expense,-9451,2016,Cleared,
21126,2023-10-09,Sales,Expense,1759,11350,Cleared,
21127,2023-07-25,Admin,Expense,1813,9778,Cleared,
21128,2023-01-06, operations ,Expense,12706,10219,Cleared,
21129,2023-03-15,R&D,Income,16608,16830,Cleared,
21130,2024-10-26,Marketing,Income,11638,6959,Cleared,
21131,2023-08-21,Admin,Expense,14154,7465,Pending,
21132,2024-01-20,R&D,Income,13319,6706,Cleared,
21133,2023-04-17,sales,Expense,4747,7593,Cleared,
21134,2023-12-09,sales,Expense,,4404,Cleared,
21135,2024-02-11,sales,Income,20785,16682,Cleared,
21136,2023-05-27,Marketing,Income,18183,10499,Cleared,
21137,2023-01-20,Marketing,Income,19948,6965,Pending,
21138,2024-04-12,R&D,Expense,10789,1801,Pending,
21139,2024-06-17,sales,Income,14013,14846,Pending,
21140,2023-10-26, operations ,Expense,14518,1212,Cleared,
21141,2024-04-05,Marketing,Expense,8303,3482,Cleared,
21142,2023-11-22, operations ,Expense,9535,7574,Cleared,
21143,2023-01-26,sales,Income,18958,18717,Pending,
21144,2023-05-26,Sales,Income,21887,16538,Cleared,
21145,2023-08-27,Marketing,Income,11542,8433,Cleared,
21146,2023-12-08,sales,Income,16387,7039,Pending,
21147,2023-02-11,Sales,Expense,6414,2994,Cleared,
21148,2023-09-30,Sales,Expense,11399,3048,Cleared,
21149,2023-01-14,R&D,Expense,3973,4431,Cleared,
21150,2024-08-07,R&D,Income,8353,13857,Pending,
21151,2024-01-30,Marketing,Income,24895,8579,Cleared,
21152,2024-11-13,Marketing,Expense,9173,11639,Cleared,
21153,2024-08-10,Admin,Income,5506,7203,Cleared,
21154,2024-06-07,Admin,Expense,13317,7068,Cleared,
21155,2024-06-07,R&D,Expense,11070,5505,Cleared,
21156,2023-09-18,Admin,Expense,5778,10859,Cleared,
21157,2024-02-12,sales,Expense,10324,1114,Cleared,
21158,2023-02-22,Marketing,Expense,6008,9073,Cleared,
21159,2023-07-04,Admin,Income,20397,5157,Cleared,
21160,2024-05-30, operations ,Expense,6150,4559,Cleared,
21161,2024-04-01,Sales,Expense,2804,3042,Cleared,
21162,2024-07-24,R&D,Expense,8581,9659,Cleared,
21163,2024-07-17,Marketing,Expense,5555,2551,Cleared,
21164,02/10/2024,Sales,Expense,14866,10363,Cleared,
21165,2024-05-19,Marketing,Expense,,1569,Cleared,
21166,2024-03-31,R&D,Income,23729,12594,Cleared,
21167,2024-07-12,Admin,Expense,1724,9374,Cleared,
21168,2023-09-18,Admin,Income,23044,12066,Cleared,
21169,2024-04-30,Marketing,Expense,6740,1612,Cleared,
21170,2024-04-23,Operations,Income,21387,16937,Cleared,
21171,2024-08-22,Sales,Expense,4135,2579,Cleared,
21172,2024-03-08,Marketing,Expense,5510,5091,Cleared,
21173,2023-05-06, operations ,Income,5683,14134,Cleared,
21174,2024-09-17, operations ,Expense,7326,10285,Cleared,
21175,2023-04-20,sales,Expense,13048,11298,Cleared,
21176,2023-05-26,R&D,Expense,,10299,Cleared,
21177,2024-06-18,Operations,Income,16523,8376,Cleared,
21178,2023-07-21,Sales,Expense,12853,11247,Cleared,
21179,2023-05-17, operations ,Expense,13518,1658,Cleared,
21180,2024-08-15,Marketing,Expense,8482,9138,Cleared,
21181,2023-01-09, operations ,Income,8440,9283,Cleared,
21182,2024-09-14,Admin,Expense,6654,6643,Cleared,
21183,2023-12-10,R&D,Expense,10324,3166,Cleared,
21184,2024-07-23,R&D,Expense,2207,1290,Cleared,
21185,2024-02-21,Marketing,Income,20063,6190,Cleared,
21186,2023-02-08,R&D,Income,7317,7186,Cleared,
21187,2024-05-26,Sales,Expense,8808,8371,Cleared,
21188,2023-02-15,Admin,Expense,14239,4780,Cleared,
21189,2024-06-08, operations ,Income,6091,18442,Cleared,
21190,2023-11-12, operations ,Expense,13083,5774,Cleared,
21191,2024-12-03,R&D,Income,24174,16641,Cleared,
21192,2024-04-27,sales,Income,10130,18556,Cleared,
21193,01/11/2023,Operations,Expense,14235,7190,Cleared,
21194,2024-03-01,Sales,Expense,8930,1107,Cleared,
21195,2024-04-25, operations ,Expense,4158,1227,Cleared,
21196,2023-03-15,sales,Income,6373,19193,Cleared,
21197,2023-08-24,sales,Expense,3643,8354,Cleared,
21198,2024-04-13, operations ,Expense,14959,2856,Cleared,
21199,2024-11-23,R&D,Expense,6759,10946,Pending,
21200,2023-09-17,Sales,Expense,14185,5173,Cleared,
21201,2024-12-06,Marketing,Income,11240,10339,Cleared,
21202,2024-05-28,sales,Income,13939,12774,Cleared,
21203,2024-02-02,sales,Expense,13476,6135,Cleared,
21204,2023-07-23,Sales,Expense,14411,3634,Cleared,
21205,2024-12-15,Operations,Income,23270,17013,Cleared,
21206,2024-04-24,Sales,Expense,1166,2102,Cleared,
21207,2023-03-11,sales,Expense,9693,4756,Cleared,
21208,2024-11-11,R&D,Expense,5284,10680,Cleared,
21209,2023-05-15,Sales,Income,24222,11105,Cleared,
21210,2024-01-16,Operations,Expense,13885,10624,Cleared,
21211,04/04/2024, operations ,Income,14218,9213,Cleared,
21212,2023-07-01,Marketing,Income,18229,18290,Cleared,
21213,2023-10-14,Admin,Expense,10604,7124,Cleared,
21214,2023-05-29,Admin,Expense,7277,2603,Cleared,
21215,2023-02-24, operations ,Expense,9532,9601,Cleared,
21216,2023-03-21,sales,Income,8586,9353,Cleared,
21217,2023-03-26,Sales,Expense,13989,10408,Cleared,
21218,2023-11-23,Sales,Expense,2425,5411,Cleared,
21219,2023-11-01,Admin,Expense,5511,5855,Cleared,
21220,2024-06-08,R&D,Expense,8280,5710,Cleared,
21221,2024-04-04,Marketing,Expense,9126,5430,Cleared,
21222,2024-07-12,Sales,Expense,-7825,10131,Cleared,
21223,2023-08-27,R&D,Expense,12152,3955,Cleared,
21224,2024-08-29,R&D,Income,10503,5274,Pending,
21225,2024-12-14,Marketing,Expense,5874,5417,Cleared,
21226,2023-11-04,Admin,Income,13534,17559,Cleared,
21227,2023-05-02,R&D,Expense,14264,3094,Cleared,
21228,2024-06-12,sales,Expense,8129,8758,Cleared,
21229,2023-12-18,Sales,Expense,4537,2911,Cleared,
21230,2023-08-02,Sales,Expense,11547,2109,Cleared,
21231,2024-03-27,Sales,Expense,14513,6355,Cleared,
21232,2023-08-25,Marketing,Income,21604,15384,Cleared,
21233,2023-05-26,R&D,Expense,2616,2831,Cleared,
21234,2024-02-06,R&D,Income,20526,19387,Cleared,
21235,2024-01-02,sales,Expense,2447,7381,Cleared,
21236,2024-03-06,Admin,Expense,14422,4110,Cleared,
21237,2024-09-16,Sales,Income,8419,13916,Cleared,
21238,2024-04-03,sales,Expense,4803,4311,Cleared,
21239,2024-09-28,Admin,Expense,12470,2250,Cleared,
21240,2023-01-10, operations ,Expense,13740,3190,Cleared,
21241,2023-10-31,Sales,Expense,6800,7892,Cleared,
21242,2024-08-17,R&D,Income,23541,6441,Cleared,
21243,2024-02-04,sales,Income,22115,18876,Cleared,
21244,2024-07-08, operations ,Income,7401,15422,Cleared,
21245,2024-03-22,Sales,Expense,10499,8253,Cleared,
21246,2023-12-17,Sales,Expense,14110,1483,Cleared,
21247,2024-01-10,Admin,Expense,13576,1498,Cleared,
21248,2024-07-22,Sales,Income,13919,14963,Cleared,
21249,2024-06-22,sales,Expense,9302,10669,Cleared,
21250,2024-01-19,Admin,Expense,10507,1645,Cleared,
21251,2023-03-13,Admin,Expense,14702,5679,Cleared,
21252,2024-12-19, operations ,Expense,11456,1938,Cleared,
21253,2024-03-30,Admin,Expense,10626,7918,Cleared,
21254,2024-01-17, operations ,Expense,2383,8195,Cleared,
21255,2023-10-04, operations ,Income,6841,16751,Cleared,
21256,2023-10-18,Operations,Expense,1147,7381,Cleared,
21257,2024-12-13,Admin,Expense,,10087,Cleared,
21258,2023-08-06,Marketing,Expense,9963,5278,Cleared,
21259,2023-07-21,R&D,Expense,14856,4372,Cleared,
21260,2023-06-09,sales,Expense,3690,6095,Cleared,
21261,2024-10-31,sales,Expense,5148,9617,Pending,
21262,2024-08-11, operations ,Income,6462,8227,Pending,
21263,2024-07-04,Marketing,Income,22488,6906,Cleared,
21264,2024-09-23,sales,Expense,14636,11216,Cleared,
21265,2023-07-10,Sales,Income,19245,7535,Cleared,
21266,2023-03-01,sales,Income,15244,8675,Cleared,
21267,2023-02-13,sales,Expense,11591,10488,Cleared,
21268,2024-01-19,Marketing,Expense,3246,2294,Cleared,
21269,2024-09-21,Sales,Expense,2328,2820,Cleared,
21270,08/08/2024,R&D,Expense,3060,11580,Cleared,
21271,2023-05-12,Sales,Income,13053,8470,Cleared,
21272,2024-12-10,Marketing,Expense,4540,11539,Cleared,
21273,2024-08-25,Operations,Expense,5790,6619,Cleared,
21274,2023-12-03,Admin,Expense,7617,8999,Cleared,
21275,2024-05-26,sales,Expense,10939,9096,Cleared,
21276,2023-02-11, operations ,Expense,1344,1421,Cleared,
21277,2024-12-11,Admin,Expense,14062,2987,Pending,
21278,2023-05-18,Sales,Expense,13457,11737,Pending,
21279,2024-05-15,R&D,Income,7843,8103,Cleared,
21280,05/11/2024,Sales,Income,21855,19967,Cleared,
21281,2023-08-26,Operations,Expense,1013,4713,Pending,
21282,2024-10-14, operations ,Income,9128,15735,Cleared,
21283,2023-06-24, operations ,Expense,12837,2518,Cleared,
21284,2024-06-28,Admin,Income,10612,9809,Cleared,
21285,2023-10-02,sales,Expense,8558,1186,Cleared,
21286,2024-08-31, operations ,Income,10812,16109,Cleared,
21287,2024-11-17,sales,Income,11061,4782,Pending,
21288,2024-03-18, operations ,Expense,5200,4094,Pending,
21289,2024-10-24,Operations,Expense,1806,9266,Cleared,
21290,2024-10-06,sales,Expense,13107,7460,Cleared,
21291,2024-12-06,Operations,Income,15073,12223,Cleared,
21291,2024-12-06,Operations,Income,15073,12223,Cleared,
21292,2023-03-19,Admin,Income,24104,13661,Pending,
21293,2024-11-19,Sales,Expense,14448,1743,Cleared,
21294,2023-07-29,sales,Expense,13061,2379,Cleared,
21295,2024-03-24, operations ,Income,13347,14102,Cleared,
21296,2024-09-20,sales,Expense,8664,5804,Cleared,
21297,2023-05-17,Operations,Income,19452,9472,Cleared,
21298,2023-09-14,Admin,Expense,14124,10070,Cleared,
21299,2023-04-11, operations ,Expense,12921,4768,Pending,
21300,2024-06-02,Admin,Expense,5992,9969,Cleared,
21301,2023-08-07, operations ,Expense,13739,1147,Cleared,
21302,2024-04-06,Admin,Expense,5180,10152,Cleared,
21303,2023-12-24,Marketing,Expense,2667,8990,Cleared,
21304,2024-08-09,sales,Expense,1414,4574,Cleared,
21305,2023-01-30,Sales,Income,20854,13472,Cleared,
21306,2024-08-02,Sales,Expense,9202,2420,Cleared,
21307,2024-08-21,Sales,Expense,13871,6189,Cleared,
21308,2023-07-30, operations ,Income,11802,5884,Pending,
21309,2024-05-20,sales,Expense,5602,3775,Cleared,
21310,2024-05-16,R&D,Expense,1250,5469,Cleared,
21311,2023-11-04,sales,Expense,,9966,Cleared,
21312,2023-08-07,Operations,Income,14821,10188,Cleared,
21313,2024-06-14,Marketing,Expense,5021,10037,Cleared,
21314,2023-04-22,Admin,Expense,2488,4156,Cleared,
21315,2023-11-27,Sales,Expense,9416,1018,Cleared,
21316,2024-07-14,Marketing,Expense,9323,3511,Cleared,
21317,2023-07-15,Admin,Expense,5411,2226,Pending,
21318,2024-09-11,R&D,Expense,3994,1047,Cleared,
21319,2023-12-23,Marketing,Expense,,1499,Cleared,
21320,2023-04-08,sales,Expense,4446,10590,Cleared,
21321,2024-12-08,Sales,Expense,11961,5658,Cleared,
21322,2023-10-09,R&D,Income,23524,5022,Cleared,
21323,05/24/2023,R&D,Income,6410,7833,Cleared,
21324,2024-11-11, operations ,Expense,5421,8332,Pending,
21325,2023-12-18,Admin,Expense,7886,4563,Pending,
21326,2023-12-06,Operations,Income,10875,19310,Cleared,
21327,2024-12-02, operations ,Income,18166,7192,Cleared,
21328,2023-06-13,sales,Expense,12037,8657,Cleared,
21329,2023-05-25,Admin,Expense,13275,9434,Cleared,
21330,2023-08-29,R&D,Expense,11943,7172,Cleared,
21331,2023-07-13,sales,Expense,14408,5332,Cleared,
21332,2024-02-01,Admin,Income,11908,8035,Cleared,
21333,2023-04-13,Operations,Expense,14016,8120,Cleared,
21334,2023-01-02,Marketing,Income,14629,17588,Cleared,
21335,2024-02-05,sales,Expense,12421,1451,Cleared,
21336,2023-08-16,Sales,Expense,3133,7966,Cleared,
21337,2024-10-11,Sales,Income,-16914,14402,Cleared,
21338,2023-12-21,sales,Expense,5794,5634,Cleared,
21339,2024-06-11,R&D,Expense,13816,8542,Cleared,
21340,2024-03-24,Marketing,Income,16872,17803,Cleared,
21341,2023-01-16,Operations,Expense,1612,1213,Cleared,
21342,2024-10-14, operations ,Expense,9234,11226,Cleared,
21343,2023-02-26,Marketing,Expense,13352,3295,Cleared,
21344,2023-01-29, operations ,Expense,13139,2446,Cleared,
21345,2023-07-22, operations ,Expense,14365,6603,Cleared,
21346,2024-04-09,Marketing,Expense,2240,5227,Cleared,
21347,2024-10-19,R&D,Income,18836,15806,Cleared,
21348,2024-12-12,R&D,Expense,9860,2159,Cleared,
21349,2024-07-26,Marketing,Expense,12801,6711,Cleared,
21350,2024-06-02,Marketing,Expense,14942,7783,Cleared,
21351,04/20/2023,Marketing,Income,18792,8746,Cleared,
21352,2024-03-03,Admin,Income,,4943,Cleared,
21353,2024-07-18,sales,Expense,11457,4637,Cleared,
21354,03/21/2024,sales,Expense,4129,9141,Cleared,
21355,2023-11-10,Sales,Income,22956,4366,Cleared,
21356,2023-04-07,R&D,Expense,7199,1632,Cleared,
21357,2023-04-20,Marketing,Expense,6214,7143,Cleared,
21358,2023-12-08,Marketing,Expense,11398,6557,Cleared,
21359,2023-07-10,Sales,Expense,13368,2453,Cleared,
21360,2024-05-21,Admin,Expense,6548,2927,Cleared,
21361,08/28/2023, operations ,Income,14385,15374,Cleared,
21362,2023-10-12,Operations,Expense,2369,10650,Pending,
21363,2023-03-02,sales,Expense,9634,7390,Cleared,
21364,2023-11-11,R&D,Income,12909,7916,Cleared,
21365,2024-10-18,Admin,Income,20520,7944,Cleared,
21366,2023-06-03,Admin,Expense,4583,1625,Cleared,
21367,2024-12-18,Admin,Income,15123,9115,Cleared,
21368,2023-10-07,R&D,Expense,5783,6323,Cleared,
21369,2024-07-02,R&D,Expense,6000,11877,Cleared,
21370,2023-05-29,R&D,Income,-8789,11973,Cleared,
21371,2023-09-28, operations ,Expense,2905,4312,Cleared,
21372,2023-10-06,Admin,Income,7739,8889,Pending,
21373,2024-10-21,Admin,Expense,10094,9107,Cleared,
21374,2023-12-18,Marketing,Expense,1004,8378,Cleared,
21375,2023-03-02,Sales,Income,24151,19944,Cleared,
21376,2024-03-26,R&D,Income,16070,8439,Cleared,
21377,2024-08-29,Sales,Expense,-5072,1453,Cleared,
21378,2023-11-10,Marketing,Expense,7072,5045,Pending,
21379,2024-07-27,Marketing,Expense,4172,4463,Cleared,
21380,2023-07-29,Marketing,Income,9516,12148,Pending,
21381,2024-12-23,sales,Expense,7354,9721,Cleared,
21382,2024-01-18,sales,Income,17262,12812,Cleared,
21383,2023-04-09, operations ,Expense,3509,5913,Cleared,
21384,04/07/2023,Sales,Income,18268,17315,Cleared,
21385,2023-09-21,Sales,Expense,3783,4516,Cleared,
21386,2023-05-25,Sales,Income,20621,5052,Cleared,
21386,2023-05-25,Sales,Income,20621,5052,Cleared,
21387,2023-06-06,sales,Expense,1741,6585,Cleared,
21388,2023-06-07,Sales,Expense,9609,9987,Cleared,
21389,2023-10-22,Sales,Expense,11179,6501,Cleared,
21390,2024-06-18,Marketing,Income,9373,10318,Pending,
21391,2024-07-23,Admin,Expense,7428,6993,Cleared,
21392,2024-01-31,Operations,Expense,,8972,Cleared,
21393,2024-09-15,Admin,Expense,1684,4318,Cleared,
21394,2023-12-07,sales,Expense,2119,3904,Cleared,
21395,2023-06-14,Operations,Income,6124,12433,Cleared,
21396,2024-08-10,Admin,Income,21749,14457,Cleared,
21397,2023-04-04,Admin,Income,14965,14527,Cleared,
21398,08/26/2024,R&D,Expense,5582,7818,Cleared,
21399,2023-12-19,R&D,Income,13310,6180,Cleared,
21400,2024-07-19, operations ,Income,6076,5153,Cleared,
21401,2023-08-17,Marketing,Income,18334,16142,Cleared,
21402,2024-02-01, operations ,Income,18487,10143,Cleared,
21403,2023-10-07,Admin,Income,16312,13994,Cleared,
21404,2023-03-03,R&D,Expense,3930,2390,Cleared,
