CampaignID,LaunchDate,Channel,TargetAudience,SpendAmount,Impressions,Clicks,Conversions,Status
30808,2024-08-02,Email,B2B,6430,606318,10307,1010,Paused
30809,2024-03-19,email,B2B,10902,143652,1149,103,Paused
30810,2024-02-12, social media ,Millennials,12024,24330,875,31,Paused
30811,2024-08-09,Affiliate,General,9316,963264,35640,213,Paused
30812,2023-08-13,Affiliate,  Gen Z,9124,267326,4009,104,Completed
30813,2023-02-05,Social Media,General,2795,686273,10980,307,Completed
30814,2024-08-15,Affiliate,  Gen Z,,471609,4716,94,Active
30815,2024-10-17,Social Media,B2B ,12649,927415,23185,301,Active
30816,2024-04-05,Email,General,14339,763247,4579,366,Active
30817,2023-01-29,Email,B2B,11157,243446,9494,142,Paused
30818,2024-06-03,email,B2B,7462,365079,6936,575,Completed
30819,2024-09-25,Search Engine,B2B,7675,956316,19126,306,Paused
30820,2023-06-11,Search Engine,Millennials,7661,938550,13139,473,Completed
30821,2024-06-23,Social Media,B2B ,,402737,14095,676,Active
30822,2024-09-20,email,Gen Z,4212,174453,7152,565,Paused
30823,2024-01-06, social media ,Millennials,4326,771518,16973,1035,Paused
30824,2024-03-02, social media ,B2B,11347,926398,44467,2178,Completed
30825,2023-10-19,Email,Millennials,7493,449579,3147,169,Active
30826,2023-08-22,Social Media,Gen Z,4512,531173,23902,239,Completed
30827,2024-03-30,Search Engine,Millennials,13012,559651,25184,2115,Active
30828,2024-03-19,Email,  Gen Z,933,441462,20748,1182,Completed
30829,2024-08-06, social media ,B2B,11253,167741,4025,233,Completed
30830,2023-03-01,email,  Gen Z,3904,701207,18932,1230,Active
30831,2024-10-15,Email,General,6768,147062,3823,57,Active
30832,2024-01-22, social media ,General,,228823,8466,347,Paused
30833,2023-10-15,email,  Gen Z,1040,965686,15450,123,Active
30834,2023-01-19,Search Engine,Gen Z,3677,428691,7716,92,Completed
30835,2024-06-14,Email,Millennials,10524,697022,11849,1078,Completed
30836,2023-09-30, social media ,B2B ,8248,985417,26606,2394,Active
30837,2024-06-25,Search Engine,Millennials,6813,325994,5867,70,Active
30838,2023-08-06, social media ,General,13046,976107,28307,2264,Paused
30839,2024-05-11,Search Engine,Millennials,8426,726577,13078,797,Completed
30840,2024-05-17, social media ,  Gen Z,6283,909763,42758,2608,Completed
30841,2024-03-18,email,  Gen Z,14876,528231,14790,517,Active
30842,2024-09-12,Social Media,Gen Z,2419,952219,29518,2390,Completed
30843,2023-06-28,Email,B2B ,14829,427612,14111,1199,Completed
30844,2024-04-17,Email,B2B,9476,891099,35643,320,Paused
30845,2023-02-03,email,B2B ,4812,673705,33011,99,Completed
30846,2024-05-21, social media ,General,3946,465908,4193,293,Paused
30847,2024-06-23,Affiliate,B2B ,10719,580039,20881,62,Paused
30848,2023-11-09,email,  Gen Z,4175,10183,488,41,Completed
30849,2023-08-22,email,B2B ,1548,54003,1026,99,Completed
30850,2023-05-21,Affiliate,Gen Z,9567,60542,1453,47,Completed
30851,2023-07-31,Affiliate,B2B ,6104,697995,6281,458,Paused
30852,2024-03-09, social media ,B2B ,14613,443173,15067,1054,Paused
30853,2024-12-25,Social Media,Millennials,2158,290481,13362,574,Paused
30854,2024-03-22, social media ,Millennials,6192,457886,15110,1314,Active
30855,2023-03-14, social media ,B2B,13061,508976,24939,1695,Active
30856,2024-05-15,Affiliate,General,3391,559181,22926,1857,Active
30857,2023-10-12,Search Engine,  Gen Z,12178,688967,8956,71,Completed
30858,2023-03-03,email,B2B,10917,544409,12521,550,Completed
30859,2024-02-04, social media ,General,12168,975002,7800,39,Active
30860,2023-11-13,Email,Millennials,14010,356089,6409,314,Active
30861,04/22/2023, social media ,B2B ,11480,288003,4896,190,Paused
30862,2023-10-31,Search Engine,Millennials,4277,142151,2132,2,Completed
30863,2023-07-17,Social Media,Gen Z,7786,605698,4845,72,Active
30864,2023-07-05, social media ,B2B ,2353,223380,8935,679,Completed
30865,2024-01-10, social media ,  Gen Z,11023,999862,11998,323,Active
30866,2024-10-05,Email,General,11420,939295,32875,1084,Paused
30867,2024-03-11,Affiliate,B2B,7707,345033,1725,37,Completed
30868,2023-03-23, social media ,Millennials,9047,924899,7399,717,Completed
30869,2024-05-12,email,B2B,8771,959235,41247,371,Paused
30870,2024-09-12,Search Engine,B2B,3916,780200,32768,851,Completed
30871,2023-12-15,Email,B2B ,6694,329061,12833,333,Paused
30872,2024-11-04, social media ,General,2046,303500,2124,76,Completed
30873,12/02/2023,email,Gen Z,4206,746170,13431,201,Completed
30874,2023-02-17,Email,  Gen Z,11476,298661,8362,275,Active
30875,2023-05-14,Email,General,10940,135255,3787,79,Paused
30876,2024-03-28,Email,  Gen Z,4467,942076,4710,452,Paused
30877,2023-05-11,Email,Millennials,3307,684874,26710,2216,Paused
30878,2023-09-07,Social Media,B2B ,10046,673043,8076,492,Paused
30879,2023-08-18,Search Engine,B2B,13671,881130,27315,874,Active
30880,2023-07-03,Affiliate,Millennials,8457,239767,10309,463,Completed
30881,2023-02-09,Affiliate,B2B ,7295,287938,5758,460,Completed
30882,2023-01-04,Affiliate,  Gen Z,10827,347136,15273,366,Active
30883,2024-03-20,Email,Millennials,6783,791582,36412,2767,Active
30884,2023-03-16,Email,  Gen Z,2924,135395,2437,236,Paused
30885,2024-09-11,Social Media,General,8495,253549,6845,397,Paused
30886,2024-08-17,email,Millennials,4167,177075,5135,441,Active
30887,2024-02-20,email,General,12088,473377,17988,1672,Active
30888,2024-04-16, social media ,Gen Z,12628,625235,21883,568,Paused
30889,2023-03-22,Social Media,  Gen Z,12905,808641,8895,373,Paused
30890,2024-01-14, social media ,General,13542,432876,2597,212,Paused
30891,2023-03-16,Search Engine,General,3131,612140,28158,535,Completed
30892,2024-04-03,Social Media,General,12717,850023,39951,3156,Completed
30893,2024-05-18,Affiliate,Millennials,3079,260133,4162,91,Completed
30894,2023-09-24,Affiliate,B2B ,4856,329969,9239,452,Paused
30895,2024-05-16,Affiliate,General,5913,469226,6099,536,Completed
30896,2023-02-04,email,  Gen Z,13717,947725,33170,3051,Paused
30897,2023-07-01,Search Engine,  Gen Z,1635,416356,13323,346,Paused
30898,2023-12-21,Search Engine,B2B ,8944,729209,29168,58,Completed
30899,2023-11-22, social media ,B2B ,6265,27435,850,68,Paused
30900,2024-01-20, social media ,Millennials,6297,803050,32122,867,Paused
30901,2023-12-10,Email,B2B ,3549,662921,31157,405,Paused
30902,2024-04-10,Affiliate,Millennials,4287,885100,28323,1925,Paused
30903,08/21/2024,email,Gen Z,4506,285801,14004,336,Paused
30904,2024-09-23,Search Engine,B2B,10218,301460,13867,1178,Paused
30905,2023-04-21,Search Engine,B2B ,1892,540486,24321,1605,Completed
30906,2023-11-22,Email,B2B ,3543,773970,27088,379,Active
30907,2024-01-24,Search Engine,Gen Z,12586,572039,10296,772,Completed
30908,2024-05-07,Email,B2B ,8242,100975,2524,85,Completed
30909,2024-08-17, social media ,Gen Z,13410,849027,9339,168,Active
30910,2023-08-06, social media ,B2B,1431,941455,17887,643,Active
30911,2024-09-10,Email,B2B,7576,980114,30383,2035,Completed
30912,2023-07-06,Email,B2B,11574,466761,11669,700,Paused
30913,2024-08-17,Search Engine,Gen Z,1951,741342,20757,20,Paused
30914,2023-11-16, social media ,General,7281,935223,11222,673,Paused
30915,2023-08-11,email,  Gen Z,11030,243899,10731,955,Paused
30916,2024-01-29,email,Gen Z,7566,259837,10913,174,Completed
30917,2023-02-08,Affiliate,General,2986,844608,23649,1016,Completed
30918,2024-10-19,Email,Gen Z,,157798,2682,37,Paused
30919,2024-02-11, social media ,B2B ,5494,130516,6003,450,Paused
30920,2024-08-19, social media ,B2B,3086,999371,5996,221,Active
30921,2024-09-07,Affiliate,General,7237,258537,9307,809,Completed
30922,2023-08-25,Social Media,  Gen Z,7383,714901,16442,838,Active
30923,2024-11-10, social media ,B2B,11655,734015,12478,137,Active
30924,2024-02-21,Affiliate,Gen Z,10913,479948,16798,100,Paused
30925,2024-11-17,email,Millennials,5296,115867,2201,211,Paused
30926,2024-03-16,Social Media,  Gen Z,2166,433849,20824,1249,Completed
30927,2024-04-15,Affiliate,B2B,6245,55186,2538,210,Active
30928,2024-07-15,Search Engine,B2B,7567,790182,9482,749,Active
30929,2024-06-14,Search Engine,  Gen Z,12662,601029,9015,90,Completed
30930,2023-08-12, social media ,B2B ,14922,933348,15866,63,Completed
30931,2024-11-16,Affiliate,General,10497,936641,11239,472,Completed
30932,2024-01-04,Affiliate,Gen Z,7400,499263,9485,559,Completed
30933,2023-08-11,Affiliate,B2B ,11234,248614,3729,193,Active
30934,12/05/2024, social media ,Millennials,4570,214657,3863,355,Paused
30935,2024-11-25,Search Engine,Millennials,13729,601251,23448,1641,Active
30936,2023-07-06,Email,Gen Z,642,444141,20874,375,Paused
30937,2023-02-22,Affiliate,Millennials,3310,635910,6359,184,Active
30938,2024-06-29,Search Engine,B2B,8499,178191,6058,454,Paused
30939,2023-05-19,Affiliate,  Gen Z,4301,561188,24692,2419,Paused
30940,2024-09-04, social media ,B2B ,9127,547095,6018,349,Completed
30941,2023-04-04,Social Media,B2B ,9549,854921,33341,1800,Paused
30942,2024-06-30, social media ,B2B ,5380,782286,23468,985,Active
30943,2024-02-22,Social Media,General,13330,299676,2697,161,Completed
30944,2023-12-17,Social Media,B2B ,7841,463902,2319,53,Completed
30945,2023-07-14,Affiliate,  Gen Z,12950,752492,15802,15,Paused
30946,2023-10-03, social media ,B2B ,1156,864771,22484,966,Active
30947,2023-07-01,Social Media,General,9805,556510,5008,205,Completed
30948,2023-01-21,Affiliate,Gen Z,14395,754402,15088,377,Completed
30949,2024-09-11,Search Engine,  Gen Z,12215,252646,2779,208,Paused
30950,2024-04-25, social media ,  Gen Z,4368,469130,19234,1711,Completed
30951,2023-12-09,Affiliate,Gen Z,14653,734664,27182,244,Completed
30952,2023-04-19, social media ,Millennials,10440,375559,16149,419,Active
30953,2024-01-10,Email,B2B,2219,854435,37595,1616,Active
30954,2023-02-23,Email,B2B,10812,990120,22772,91,Active
30955,2023-01-03, social media ,Gen Z,14344,985678,23656,94,Completed
30956,2024-12-08,Social Media,B2B ,9186,868710,38223,764,Paused
30957,2023-01-30,Social Media,  Gen Z,5014,170954,7521,631,Active
30958,2024-07-23,Email,General,1808,643140,28941,2865,Active
30959,2023-10-22,Social Media,Millennials,625,854994,24794,421,Active
30960,10/24/2023, social media ,Gen Z,1753,226341,3847,61,Completed
30961,2024-08-03,Affiliate,B2B,14201,958020,14370,416,Paused
30962,2024-05-01,Search Engine,B2B ,798,559417,2797,81,Completed
30963,2023-10-19,Search Engine,B2B ,1475,740045,25901,1838,Completed
30964,08/12/2024,Affiliate,B2B ,9797,809231,25086,2332,Completed
30965,2024-08-29,Email,  Gen Z,5403,465569,17226,241,Paused
30966,2024-07-05,Affiliate,Gen Z,2205,142930,3859,231,Paused
30967,2023-05-17,Social Media,Millennials,5121,893366,12507,862,Completed
30968,2023-10-03,email,B2B,3578,857322,12859,1260,Completed
30969,2023-03-31,Email,Millennials,9057,830075,20751,933,Active
30970,2023-03-31,Affiliate,B2B ,2913,349621,14684,1350,Completed
30971,2024-02-14,Search Engine,Gen Z,9548,652645,21537,818,Paused
30972,2023-08-18,email,B2B ,2199,353727,7781,186,Paused
30973,2023-01-04, social media ,  Gen Z,7505,300153,13206,211,Completed
30974,2023-10-28,Affiliate,  Gen Z,7793,71109,2915,236,Completed
30975,2023-04-14,Social Media,  Gen Z,6684,817938,21266,1148,Completed
30976,2024-03-17,Social Media,Millennials,11794,337162,6743,337,Paused
30977,2023-09-15,Social Media,Gen Z,,431854,8205,352,Completed
30978,2023-08-01,email,B2B ,9101,849011,5943,398,Active
30979,2023-06-15,email,  Gen Z,3614,780460,20291,953,Paused
30980,2024-12-08,email,B2B ,5593,794253,5559,116,Active
30981,2024-01-05,Social Media,B2B,786,443956,11986,527,Completed
30982,2023-02-17,email,Millennials,4960,291105,8442,793,Active
30983,03/02/2023,Email,B2B ,12335,564879,9602,585,Active
30984,2024-07-05,Email,B2B ,13188,97057,582,56,Completed
30985,2023-02-20,Social Media,B2B ,3083,983211,38345,2530,Active
30986,2024-07-12,Social Media,  Gen Z,3331,898516,41331,702,Active
30987,2023-01-20,Email,B2B ,8780,169910,4247,382,Active
30988,2024-05-29,Social Media,B2B ,940,585301,10535,884,Paused
30989,2024-01-20,Social Media,General,14798,221734,2439,12,Completed
30990,2023-06-16,email,B2B,6825,58470,1871,39,Paused
30991,2024-11-21,Social Media,  Gen Z,6022,539433,10788,938,Paused
30992,2023-07-30,Affiliate,B2B ,13917,242044,3630,275,Active
30993,2024-02-02,Affiliate,  Gen Z,9477,181079,2716,62,Active
30994,2024-02-14,Email,General,2177,376489,12047,831,Completed
30995,2024-07-25,Search Engine,  Gen Z,11185,109972,2419,232,Paused
30996,2024-10-09,Email,Millennials,6409,612218,7958,501,Active
30997,2024-11-22,Affiliate,B2B,6526,691234,30414,486,Paused
30998,2024-07-11,Email,B2B ,11093,692917,7622,640,Active
30999,08/15/2024,Search Engine,Gen Z,12942,154217,771,39,Active
31000,2024-01-18,Social Media,Millennials,6246,276025,9936,89,Paused
31001,2024-06-07,Email,B2B ,9675,424583,11463,561,Active
31002,2023-06-23,Affiliate,Gen Z,5074,553879,20493,327,Active
31003,2023-04-10,Search Engine,General,7145,626231,27554,440,Active
31004,2024-03-04,email,General,1895,655213,20311,60,Completed
31005,2023-12-23,email,B2B ,4491,301575,3317,119,Active
31006,2024-08-08,Social Media,B2B,,629283,27688,1716,Active
31007,2023-01-07,Search Engine,Millennials,10368,52972,423,24,Completed
31008,2024-08-16,Email,B2B ,11857,871885,26156,52,Completed
31009,2023-09-28,Affiliate,General,10067,619910,29755,476,Active
31010,2024-03-05,Social Media,B2B,14986,422401,3801,110,Completed
31011,2024-04-21,Social Media,Gen Z,2860,116497,5708,28,Active
31012,2023-03-19, social media ,B2B ,1805,516873,12921,788,Completed
31012,2023-03-19, social media ,B2B ,1805,516873,12921,788,Completed
31013,2024-04-09,Email,General,6345,801324,9615,874,Paused
31014,2023-04-12,Search Engine,B2B,9435,370019,15910,270,Active
31015,2023-12-04,email,General,5271,206465,6400,524,Active
31016,2024-04-18, social media ,General,7959,592807,7706,678,Active
31017,2024-12-01,email,B2B,9366,151912,1367,103,Paused
31018,2024-03-07,Affiliate,B2B ,12364,819882,39354,1298,Paused
31018,2024-03-07,Affiliate,B2B ,12364,819882,39354,1298,Paused
31019,2024-06-17,Email,B2B ,1100,519222,8307,797,Active
31020,2024-08-26, social media ,General,12667,600604,14414,1037,Paused
31021,2024-06-27,email,  Gen Z,,404886,8907,819,Completed
31022,2024-11-27, social media ,Gen Z,13571,296248,9183,468,Completed
31023,2024-07-07, social media ,Gen Z,3140,453832,9530,848,Completed
31024,2024-12-19,Search Engine,B2B ,2207,488461,21003,1239,Active
31025,2024-09-17,Search Engine,  Gen Z,11226,45748,503,7,Completed
31026,2023-02-11, social media ,Gen Z,9195,57702,2654,148,Completed
31027,2023-08-24,Search Engine,  Gen Z,1645,161230,1451,92,Active
31028,2024-08-09,email,  Gen Z,4804,980218,18624,1378,Completed
31029,2024-11-12, social media ,  Gen Z,14822,637999,26157,1726,Completed
31030,2024-08-25, social media ,General,12575,597503,2987,14,Active
31031,2024-04-30,Affiliate,Millennials,10898,442897,20816,478,Active
31032,2024-02-13,email,Gen Z,1801,619909,15497,1286,Paused
31033,2024-09-03,Search Engine,Gen Z,10777,594786,22601,1672,Completed
31034,2024-12-24,Social Media,B2B,11349,91454,1920,134,Paused
31035,03/07/2024,Search Engine,B2B ,10334,147161,3237,187,Paused
31036,2023-01-08,Search Engine,  Gen Z,9361,662585,13914,681,Paused
31037,2023-01-15,Search Engine,Gen Z,11174,798579,17568,808,Completed
31038,2023-03-30,Search Engine,  Gen Z,805,298229,9245,323,Active
31039,2024-01-02,Search Engine,Gen Z,12378,246601,9124,319,Active
31040,2023-03-18, social media ,General,9778,437562,13564,271,Completed
31041,2024-09-24,Email,General,11458,563739,4509,401,Active
31042,09/27/2024,Email,B2B ,9872,592297,6515,482,Paused
31043,2024-10-31,Search Engine,Gen Z,7774,730459,8765,666,Completed
31044,2024-07-07,Affiliate,General,3127,422593,5071,141,Active
31045,2024-07-30, social media ,Gen Z,13827,549007,26901,161,Active
31046,2024-06-23, social media ,B2B,9436,108413,2168,158,Paused
31047,2024-04-22,Affiliate,Gen Z,1069,144221,5336,309,Active
31047,2024-04-22,Affiliate,Gen Z,1069,144221,5336,309,Active
31048,2024-09-29,Social Media,B2B,6722,812603,26003,1976,Completed
31049,2023-10-29,email,B2B ,12600,105262,736,68,Paused
31050,2023-11-23,Email,B2B,12653,839830,36112,1191,Paused
31051,2024-06-20,email,Millennials,2815,563016,15764,173,Paused
31052,2024-04-05,Email,Millennials,3965,306310,10108,535,Active
31053,2023-06-12, social media ,Gen Z,14246,933653,37346,3361,Paused
31054,2023-05-20,email,  Gen Z,9921,212764,5744,235,Active
31055,2023-01-18,Affiliate,Gen Z,9729,966803,29004,2001,Active
31056,2023-03-30,Email,B2B,2100,857405,26579,877,Completed
31057,2023-06-08,Social Media,Millennials,5714,626507,15036,45,Completed
31058,2023-05-26,email,General,14166,301318,12354,420,Completed
31059,2023-04-22,Search Engine,B2B,2694,268790,8870,718,Completed
31060,2023-05-20,email,  Gen Z,6683,747015,35109,947,Active
31061,2024-07-31,Social Media,General,,791974,14255,727,Paused
31062,2024-10-10,email,  Gen Z,14458,66013,792,30,Completed
31063,2024-10-21,Search Engine,General,959,25019,200,8,Paused
31064,2024-10-13,email,Millennials,7668,267902,11519,587,Paused
31065,2023-07-05,Email,Gen Z,8360,677052,29790,327,Completed
31066,2023-10-30,email,B2B,14649,158706,2698,118,Completed
31067,2024-03-26,Email,Gen Z,9677,105751,4758,252,Paused
31068,2024-12-27,Email,Millennials,14368,701753,15438,787,Paused
31069,2024-03-14,Search Engine,B2B,1244,298382,10741,236,Active
31070,2024-11-18, social media ,B2B ,8002,106539,4261,89,Active
31071,2023-12-18,email,  Gen Z,,62109,1925,9,Paused
31072,01/15/2023,Search Engine,B2B ,2621,121531,3888,318,Active
31073,03/01/2023,Email,General,4103,25087,451,32,Active
31074,2024-07-15, social media ,General,1701,285753,9715,612,Completed
31075,2023-04-18, social media ,B2B,11946,576841,20189,1191,Active
31076,2024-02-07,email,General,2705,477746,14332,1060,Completed
31077,2024-02-19, social media ,  Gen Z,8222,830256,16605,298,Paused
31078,2024-04-21,Search Engine,  Gen Z,12879,483257,17880,89,Completed
31079,05/13/2023,Search Engine,B2B ,7265,519145,6748,40,Active
31080,2024-05-04,Email,General,,139160,5983,155,Active
31081,2024-02-29,email,B2B,4936,684936,6164,12,Completed
31082,2023-11-12, social media ,B2B ,11568,699562,28682,2839,Paused
31083,2024-12-20, social media ,B2B,3384,478698,14839,296,Paused
31084,2023-05-31,Email,B2B ,1954,607747,16409,1575,Active
31085,2024-11-02,Email,  Gen Z,1041,163424,1797,79,Active
31086,2024-08-30, social media ,General,13624,685309,22615,949,Paused
31087,2023-11-15,Search Engine,B2B,14389,871804,12205,610,Paused
31088,2023-01-26,Affiliate,Gen Z,4295,239825,5755,28,Active
31089,2024-07-28,Affiliate,Gen Z,7011,893322,36626,1245,Completed
31090,2024-04-12,Affiliate,General,10584,287025,4879,107,Paused
31091,2023-07-29,Email,Gen Z,13185,722655,15898,1542,Paused
31092,2024-03-01, social media ,B2B ,13642,950155,18052,1245,Active
31093,2024-03-17,email,General,9226,949276,11391,865,Completed
31094,2024-12-04, social media ,General,6441,448062,4032,379,Completed
31095,2023-10-17,Email,  Gen Z,13807,855230,16249,1446,Completed
31096,2024-01-23, social media ,Gen Z,5524,458511,11004,891,Completed
31097,2023-09-27,Email,Gen Z,,904613,39802,2348,Active
31098,2024-04-17,email,Gen Z,9361,576043,10368,456,Completed
31099,2023-10-17,Affiliate,B2B ,5083,598622,19754,1007,Active
31100,2024-12-08,Search Engine,General,13429,839109,20138,40,Paused
31101,2024-03-03,Affiliate,Millennials,3954,112941,4969,248,Active
31102,2023-03-19,Affiliate,B2B,8414,212090,3605,342,Completed
31103,2023-10-17,Social Media,B2B ,14554,518410,13478,13,Completed
31104,2023-04-13,email,Millennials,1735,364197,10561,675,Paused
31105,2023-12-02,Affiliate,Gen Z,6443,145897,2188,159,Paused
31106,2024-04-13,Search Engine,Gen Z,6757,650176,13653,54,Active
31107,2023-05-26,Email,B2B,5355,745434,34289,1440,Active
31108,2023-10-31,Affiliate,Millennials,13352,11126,222,17,Active
31109,2024-05-16, social media ,  Gen Z,,99324,4469,125,Paused
31110,2024-09-17,email,B2B ,13728,527020,13702,1096,Completed
31111,2023-05-22,Email,General,3472,603198,12063,844,Paused
31112,2024-05-22, social media ,B2B ,6328,716025,30073,1593,Completed
31113,2024-05-24,Social Media,Millennials,2803,825351,33839,1049,Paused
31114,2023-10-18,Social Media,B2B,7230,711932,12814,1178,Completed
31115,2023-11-11,Social Media,  Gen Z,3917,911814,35560,3413,Paused
31116,06/02/2023,Email,B2B,14675,469433,13144,1156,Active
31117,2023-05-11,Email,General,13886,889554,8895,213,Completed
31118,2023-11-29,Email,Gen Z,3764,57499,2587,139,Paused
31119,2024-12-27,Social Media,  Gen Z,1339,491785,20654,826,Completed
31120,2023-10-06,Affiliate,General,9671,766123,33709,2797,Active
31121,2024-12-22,email,  Gen Z,12902,568973,14793,1449,Paused
31122,2023-03-31,Search Engine,General,14008,50935,1680,68,Paused
31123,2023-10-09,email,General,10906,203643,2240,147,Paused
31124,2024-02-06,Email,Gen Z,1532,494526,7912,719,Completed
31125,2024-07-02,Social Media,Millennials,1275,677743,28465,540,Completed
31126,2024-04-15, social media ,Gen Z,5466,304726,5180,440,Completed
31127,2023-08-05,Social Media,Gen Z,,59085,649,9,Paused
31128,2024-11-22,Email,B2B,7428,282091,7052,578,Paused
31128,2024-11-22,Email,B2B,7428,282091,7052,578,Paused
31129,2024-05-03,Search Engine,Millennials,14545,217750,10452,648,Active
31130,2024-05-30,Social Media,Gen Z,,659859,26394,105,Completed
31131,2023-05-19,Email,General,14112,93399,466,18,Active
31132,2023-07-31,Affiliate,  Gen Z,9845,406309,19096,343,Active
31133,2023-12-18,Email,Millennials,5363,252003,10332,41,Paused
31134,2023-11-19,email,  Gen Z,5401,414025,18217,1111,Paused
31135,2023-02-14,email,General,14698,610937,13440,120,Paused
31136,2024-07-20, social media ,Millennials,10564,778014,30342,1759,Active
31137,2024-12-01,Search Engine,  Gen Z,11955,692911,20094,602,Paused
31138,2023-05-02,Affiliate,B2B,11581,860014,11180,726,Active
31139,2023-06-26,Search Engine,Gen Z,,942328,8480,712,Active
31140,2024-07-24,Social Media,B2B,724,896653,32279,1775,Active
31141,2023-01-11,Social Media,B2B ,5258,452017,20340,772,Paused
31141,2023-01-11,Social Media,B2B ,5258,452017,20340,772,Paused
31142,2023-04-03, social media ,B2B ,9626,676707,20977,419,Paused
31143,2024-12-05,Affiliate,Millennials,6713,270177,4863,461,Completed
31144,2023-12-03,Affiliate,Gen Z,5097,247263,8406,781,Completed
31145,2024-07-20,Email,General,3913,254832,1528,146,Active
31146,2023-08-25,Search Engine,Gen Z,524,141352,4805,38,Paused
31147,2023-12-26,Social Media,Millennials,8134,985387,19707,1044,Paused
31147,2023-12-26,Social Media,Millennials,8134,985387,19707,1044,Paused
31148,2023-06-18,email,  Gen Z,11637,303435,2124,195,Completed
31149,2023-07-07,email,  Gen Z,3870,966438,27060,784,Paused
31150,2023-12-24,Search Engine,General,890,916879,5501,335,Paused
31151,2023-08-24,Social Media,Gen Z,2206,63741,1274,3,Paused
31152,2024-09-22,email,Millennials,9586,305772,6726,6,Paused
31153,2023-01-10, social media ,General,3940,857940,9437,830,Active
31154,2024-05-22,Affiliate,B2B ,1495,466002,12116,1126,Paused
31155,2024-12-04,Email,General,11282,819058,31124,684,Paused
31156,2024-11-10,Affiliate,B2B,8332,12805,345,30,Completed
31157,2024-05-29,Social Media,B2B ,,732681,33703,1819,Paused
31158,2023-10-09,Search Engine,Gen Z,9409,52859,1004,15,Completed
31159,2023-12-27,Social Media,Millennials,,200447,5211,229,Completed
31160,2024-03-06,Search Engine,General,14571,789232,3946,114,Completed
31161,04/02/2023,email,Millennials,6149,698073,17451,977,Paused
31162,2023-01-05,Social Media,General,9354,704359,26765,187,Completed
31163,12/02/2023,Affiliate,  Gen Z,507,90234,2616,36,Paused
31164,2024-06-06,Social Media,Millennials,5955,543216,21185,2076,Active
31165,2023-04-20,Affiliate,General,4931,341510,6147,344,Completed
31166,2023-01-18,email,General,7494,364058,7645,22,Paused
31167,2023-06-18,Search Engine,General,4573,71793,933,27,Completed
31168,2023-03-06,email,B2B,,732162,10250,850,Active
31169,2024-11-03,Affiliate,B2B,11881,886527,20390,1264,Active
31170,2023-09-16,Affiliate,B2B,11125,266247,4259,153,Paused
31171,2023-02-18,email,General,2357,332585,10975,899,Paused
31172,2023-08-14,Email,Gen Z,12489,906762,17228,1516,Paused
31173,2023-04-08,Email,B2B ,1224,662187,31122,1805,Completed
31174,2023-03-30,Social Media,B2B,,662397,5961,578,Active
31175,2024-04-16,Affiliate,  Gen Z,10576,968091,19361,96,Completed
31176,2023-06-16,Email,Gen Z,5608,36569,1791,157,Active
31177,2024-11-19,Affiliate,  Gen Z,5780,878540,29870,2359,Paused
31178,2024-07-14,Email,Millennials,1232,420816,20199,484,Completed
31179,2024-05-23, social media ,Gen Z,14658,487730,3414,337,Paused
31180,2024-04-30,Affiliate,B2B,10985,810691,20267,810,Completed
31181,2024-05-15,Affiliate,B2B ,1978,428556,12856,1157,Completed
31182,2023-07-07,Social Media,Millennials,5755,209094,2509,180,Paused
31183,2023-10-25,Search Engine,General,10291,539960,6479,505,Active
31184,2024-05-01,Social Media,B2B,3186,363082,11981,515,Paused
31185,2023-09-24,Email,Millennials,7489,629966,10079,231,Active
31186,2024-02-11,Email,General,6962,546431,3278,242,Completed
31186,2024-02-11,Email,General,6962,546431,3278,242,Completed
31187,2023-12-01,Search Engine,Gen Z,14085,630590,25854,232,Completed
31188,2024-08-13,Search Engine,Millennials,6282,27953,810,42,Active
31189,2023-01-26,Social Media,Gen Z,8752,906963,8162,326,Completed
31190,2023-09-13, social media ,Gen Z,6357,632650,20877,855,Active
31191,2024-11-13,Affiliate,B2B,2653,151511,757,15,Paused
31192,2024-08-22,email,Gen Z,13083,503323,22649,2219,Paused
31193,2023-05-24, social media ,General,6020,443516,19958,1756,Paused
31194,2023-09-27,Affiliate,General,3330,855649,41071,1601,Paused
31195,2023-10-15,Search Engine,Gen Z,5259,208804,2296,117,Active
31196,2023-02-27,email,General,9810,156537,4696,136,Paused
31197,2023-07-10,Affiliate,B2B,4859,523121,3661,14,Active
31198,2023-02-06,Social Media,Millennials,5389,728217,26215,1939,Active
31199,2023-07-17,Email,General,9029,191232,7840,635,Active
31200,2023-03-01,Social Media,B2B,13602,968197,30982,1394,Active
31201,2024-07-26,email,B2B,6189,486521,20920,1213,Completed
31202,2024-07-31,Email,  Gen Z,11101,188634,8299,190,Paused
31203,12/24/2023, social media ,Gen Z,13833,320562,12181,158,Completed
31204,2023-09-14,Email,B2B ,1874,850679,16162,1551,Completed
31205,2024-10-26,Search Engine,Gen Z,14643,329970,7919,459,Completed
31206,2024-07-09,email,B2B ,3892,721081,20911,1756,Completed
31207,2023-10-04,email,General,1202,242615,1213,107,Paused
31208,2024-07-15,Social Media,  Gen Z,12930,636740,14645,1010,Active
31209,2024-08-08, social media ,B2B ,5180,440502,14096,606,Completed
31209,2024-08-08, social media ,B2B ,5180,440502,14096,606,Completed
31210,2023-11-06,Affiliate,Millennials,6873,775574,10858,608,Completed
31211,2023-11-06, social media ,General,4436,931300,41908,1760,Active
