ProductID,OrderDate,DeliveryDate,Supplier,WarehouseLocation,QuantityOrdered,QuantityReceived,UnitCost,Status
40706,2023-06-23,2023-06-30,Gamma Logistics,New York DC,4274,4274,25,Delivered
40707,2023-06-19,,Delta Supplies,Chicago DC,564,0,209,In Transit
40708,2024-05-20,,Beta Mfg,Los Angeles DC,4016,0,414,In Transit
40709,2023-07-08,2023-07-19, alpha corp ,Los Angeles DC,1204,1204,17,Delivered
40710,2023-07-28,,Delta Supplies, unknown,1304,0,68,Delayed
40711,2023-11-25,,Delta Supplies, unknown,2233,0,465,Delayed
40712,2023-05-20,, alpha corp ,Dallas DC,347,0,89,Delayed
40713,2024-04-07,,Delta Supplies,Chicago DC,4293,0,110,In Transit
40714,2023-04-20,2023-04-27, alpha corp ,Dallas DC,1210,1210,307,Delivered
40715,2023-11-29,2023-12-24,Beta Mfg,Dallas DC,4318,4318,48,Delivered
40716,2023-08-27,2023-09-06,Alpha Corp,Los Angeles DC,2599,2599,428,Delivered
40717,2024-03-22,,Alpha Corp,Chicago DC,2011,0,458,In Transit
40718,2023-08-07,, alpha corp ,Los Angeles DC,1123,0,71,Delayed
40719,2024-02-19,,Delta Supplies,Los Angeles DC,2295,0,26,In Transit
40720,2024-07-20,2024-08-18, alpha corp ,Los Angeles DC,2626,2205,242,Delivered
40721,2024-06-03,,Beta Mfg, unknown,2982,0,434,In Transit
40722,2024-11-30,,Delta Supplies,Los Angeles DC,346,0,233,In Transit
40723,2023-08-01,,Beta Mfg,Chicago DC,2396,0,141,In Transit
40724,2024-08-13,, alpha corp ,Chicago DC,765,0,39,Delayed
40725,2024-09-04,, alpha corp ,Chicago DC,1702,0,124,In Transit
40726,2024-08-08,2024-08-25,Alpha Corp,New York DC,4275,4275,383,Delivered
40727,2024-04-15,,Delta Supplies,Chicago DC,3565,0,157,Delayed
40728,2024-03-26,2024-04-08,Gamma Logistics,Los Angeles DC,4501,4501,374,Delivered
40729,2024-07-18,,Delta Supplies,New York DC,4320,0,111,Delayed
40730,2023-06-06,2023-06-25,Beta Mfg,Chicago DC,2654,2654,56,Delivered
40731,2023-02-27,2023-03-17,Alpha Corp, unknown,3572,3321,171,Delivered
40732,2024-08-11,2024-08-20,Alpha Corp,New York DC,1493,1493,279,Delivered
40733,2023-12-21,,Gamma Logistics, unknown,2381,0,27,Delayed
40734,2024-02-09,2024-02-14,Beta Mfg,Los Angeles DC,288,288,421,Delivered
40735,2023-10-05,,Gamma Logistics,Dallas DC,3641,0,489,Delayed
40736,2023-12-22,, alpha corp ,Los Angeles DC,1080,0,169,In Transit
40737,2023-09-17,,Beta Mfg,New York DC,2982,0,471,In Transit
40738,2023-09-04,,Gamma Logistics,New York DC,2579,0,230,In Transit
40739,2023-08-18,2023-09-13, alpha corp , unknown,1002,1002,116,Delivered
40740,2024-07-18,,Beta Mfg,Chicago DC,2142,0,404,Delayed
40741,2023-10-31,2023-11-29,Alpha Corp,Los Angeles DC,4227,4227,163,Delivered
40742,2024-09-21,2024-09-29,Delta Supplies,New York DC,3215,3215,269,Delivered
40743,2023-05-06,,Alpha Corp,Chicago DC,178,0,44,In Transit
40744,2023-04-18,2023-05-05,Delta Supplies,Los Angeles DC,402,377,180,Delivered
40745,2023-12-18,,Beta Mfg,Los Angeles DC,2891,0,422,In Transit
40746,2023-12-09,,Beta Mfg,Chicago DC,915,0,486,Delayed
40747,2023-03-16,2023-04-10, alpha corp ,Dallas DC,3200,3200,493,Delivered
40748,2024-06-16,,Delta Supplies,New York DC,420,0,235,Delayed
40749,2024-10-04,2024-10-09,Gamma Logistics,Dallas DC,3707,3707,339,Delivered
40750,2023-08-20,,Delta Supplies,New York DC,2418,0,231,Delayed
40751,2024-04-08,2024-05-05,Delta Supplies,New York DC,1944,1944,332,Delivered
40752,2023-12-27,,Alpha Corp,Dallas DC,2281,0,61,Delayed
40753,2023-01-21,,Gamma Logistics,Dallas DC,2370,0,469,In Transit
40754,2023-04-11,, alpha corp ,New York DC,1576,0,461,In Transit
40755,2023-06-29,,Delta Supplies,Los Angeles DC,2364,0,37,Delayed
40756,2023-10-05,,Gamma Logistics,Chicago DC,318,0,144,In Transit
40757,2024-09-14,2024-09-18,Gamma Logistics, unknown,1203,1203,147,Delivered
40758,2023-03-15,,Gamma Logistics,Dallas DC,4994,0,109,Delayed
40759,2024-09-04,2024-09-15,Delta Supplies,Dallas DC,1368,1368,73,Delivered
40760,2023-02-05,,Delta Supplies,Dallas DC,1397,0,383,Delayed
40761,2024-04-09,,Delta Supplies,Los Angeles DC,939,0,237,In Transit
40762,2024-05-26,,Delta Supplies, unknown,1100,0,96,Delayed
40763,2023-05-26,2023-06-05, alpha corp ,New York DC,2741,2741,138,Delivered
40764,2024-01-03,2024-01-17,Alpha Corp,Dallas DC,954,954,151,Delivered
40765,2023-08-28,2023-09-04,Alpha Corp,New York DC,3752,3752,211,Delivered
40766,2023-01-04,,Beta Mfg,Los Angeles DC,688,0,476,In Transit
40767,2024-08-13,,Delta Supplies,Chicago DC,3656,0,397,Delayed
40768,2023-10-08,2023-11-04,Delta Supplies,Dallas DC,2339,2339,105,Delivered
40769,2024-04-25,2024-05-02,Beta Mfg, unknown,3418,3418,182,Delivered
40770,2023-03-30,,Gamma Logistics,Los Angeles DC,3428,0,46,Delayed
40771,2024-06-18,, alpha corp ,Los Angeles DC,4995,0,203,Delayed
40772,2024-01-21,, alpha corp ,Dallas DC,184,0,332,In Transit
40773,2023-04-02,2023-04-28,Delta Supplies, unknown,3020,2536,288,Delivered
40774,2024-01-21,,Alpha Corp, unknown,1848,0,405,In Transit
40775,2024-11-09,,Delta Supplies,New York DC,1793,0,289,Delayed
40776,2023-06-14,2023-06-20,Beta Mfg,Chicago DC,479,416,349,Delivered
40777,2024-11-28,,Delta Supplies,Chicago DC,508,0,15,Delayed
40778,2024-09-10,2024-09-17,Beta Mfg,Chicago DC,4564,4564,105,Delivered
40779,2023-05-06,,Delta Supplies,Los Angeles DC,294,0,394,In Transit
40780,2023-10-24,, alpha corp ,Los Angeles DC,4740,0,402,In Transit
40781,2023-12-11,,Beta Mfg,Los Angeles DC,3049,0,282,Delayed
40782,2024-04-11,2024-04-16, alpha corp ,Dallas DC,4072,4072,73,Delivered
40783,2024-09-11,,Beta Mfg,New York DC,4207,0,384,Delayed
40784,2023-04-23,,Alpha Corp,Los Angeles DC,434,0,471,Delayed
40785,2024-01-05,, alpha corp ,New York DC,4831,0,435,Delayed
40786,2024-02-18,,Delta Supplies,Dallas DC,2610,0,368,Delayed
40787,2023-05-24,,Beta Mfg, unknown,1545,0,278,Delayed
40788,2023-03-15,, alpha corp , unknown,3669,0,299,Delayed
40789,2024-04-23,2024-04-28,Beta Mfg, unknown,3652,3652,243,Delivered
40790,2023-04-21,,Alpha Corp,Los Angeles DC,1545,0,389,Delayed
40791,2023-01-13,2023-01-26,Beta Mfg,New York DC,4789,4789,394,Delivered
40792,2023-10-03,2023-10-11,Beta Mfg,Chicago DC,932,932,146,Delivered
40793,2024-09-26,,Beta Mfg, unknown,3957,0,316,In Transit
40794,2024-05-25,,Gamma Logistics,Dallas DC,270,0,372,Delayed
40795,2023-08-19,,Beta Mfg, unknown,3517,0,263,In Transit
40796,2024-06-30,, alpha corp ,New York DC,1722,0,376,In Transit
40797,2023-11-14,,Gamma Logistics,New York DC,4914,0,266,Delayed
40798,2024-01-29,,Delta Supplies,Los Angeles DC,2087,0,238,In Transit
40799,2023-10-10,,Delta Supplies, unknown,3301,0,125,Delayed
40800,2024-04-15,,Beta Mfg,Dallas DC,3829,0,13,In Transit
40801,2023-06-10,,Delta Supplies,New York DC,4403,0,459,In Transit
40802,2024-10-20,2024-11-12,Gamma Logistics, unknown,1160,1160,345,Delivered
40803,2024-08-16,2024-08-19,Beta Mfg,New York DC,1949,1949,370,Delivered
40804,2023-12-24,2024-01-01,Gamma Logistics,Dallas DC,1724,1724,263,Delivered
40805,2023-08-22,2023-09-19, alpha corp ,Los Angeles DC,2684,2684,236,Delivered
40806,2023-03-04,,Delta Supplies,Chicago DC,1701,0,494,In Transit
40807,2024-09-03,,Beta Mfg,Dallas DC,3765,0,10,Delayed
40808,2023-10-20,2023-10-29,Delta Supplies,Los Angeles DC,2523,2523,265,Delivered
40809,2024-05-04,,Gamma Logistics,Chicago DC,1380,0,384,Delayed
40810,2023-12-18,2023-12-20,Alpha Corp, unknown,4825,4053,141,Delivered
40811,2023-12-22,,Gamma Logistics,New York DC,2834,0,262,In Transit
40812,2023-04-23,2023-05-17, alpha corp ,Los Angeles DC,1207,1207,447,Delivered
40813,2024-08-21,,Delta Supplies,New York DC,1026,0,261,Delayed
40814,2023-12-05,,Beta Mfg, unknown,4662,0,382,Delayed
40815,2024-01-12,,Beta Mfg,New York DC,830,0,405,Delayed
40816,2023-08-13,2023-08-27,Alpha Corp, unknown,3223,3223,306,Delivered
40817,2024-03-21,,Alpha Corp,New York DC,1049,0,256,In Transit
40818,2023-09-21,,Delta Supplies, unknown,3235,0,157,In Transit
40819,2024-04-22,,Gamma Logistics,Chicago DC,3857,0,403,In Transit
40820,2024-06-13,2024-06-17,Delta Supplies,New York DC,2718,2718,397,Delivered
40821,2023-02-22,,Delta Supplies, unknown,1211,0,364,Delayed
40822,2023-09-13,,Alpha Corp,New York DC,3412,0,57,In Transit
40823,2023-11-16,,Delta Supplies,New York DC,1445,0,352,In Transit
40824,2024-11-19,2024-11-23,Delta Supplies, unknown,4412,4412,120,Delivered
40825,2024-09-26,2024-10-19, alpha corp ,Chicago DC,4607,4607,190,Delivered
40826,2024-11-02,2024-11-17,Delta Supplies,New York DC,3691,3691,332,Delivered
40827,2024-03-17,2024-03-21,Gamma Logistics,Chicago DC,4007,3405,477,Delivered
40828,2024-08-04,,Beta Mfg,Los Angeles DC,785,0,262,In Transit
40829,2023-11-23,2023-12-13,Alpha Corp,New York DC,3793,3793,489,Delivered
40830,2023-02-07,,Alpha Corp,Dallas DC,1926,0,306,Delayed
40831,2024-10-28,2024-11-12,Gamma Logistics, unknown,3810,3810,371,Delivered
40832,2024-06-08,2024-07-05,Delta Supplies,Chicago DC,3478,3478,384,Delivered
40833,2024-11-04,2024-11-30,Gamma Logistics,Dallas DC,4393,4393,93,Delivered
40834,2023-01-28,,Alpha Corp,Los Angeles DC,3556,0,120,Delayed
40835,2023-08-11,,Beta Mfg,Los Angeles DC,1912,0,183,In Transit
40836,2023-08-05,2023-08-24,Gamma Logistics,New York DC,646,646,46,Delivered
40837,2024-10-19,2024-11-06,Beta Mfg,Chicago DC,3078,3078,203,Delivered
40838,2024-02-15,,Delta Supplies,Chicago DC,2265,0,380,In Transit
40839,2023-08-08,, alpha corp ,Los Angeles DC,2884,0,202,Delayed
40840,2024-03-01,, alpha corp ,Los Angeles DC,4370,0,59,Delayed
40841,2023-08-07,, alpha corp , unknown,2289,0,322,Delayed
40842,2023-01-19,,Gamma Logistics,Dallas DC,4670,0,55,In Transit
40843,2024-05-21,,Alpha Corp,Dallas DC,1316,0,175,Delayed
40844,2024-08-27,,Beta Mfg,Los Angeles DC,2782,0,68,Delayed
40845,2023-10-01,,Beta Mfg, unknown,1541,0,267,Delayed
40846,2024-06-25,,Gamma Logistics, unknown,681,0,344,Delayed
40847,2023-12-01,,Delta Supplies,New York DC,1568,0,231,In Transit
40848,2024-04-09,,Delta Supplies, unknown,3843,0,478,In Transit
40849,2024-02-26,,Delta Supplies,New York DC,2640,0,251,Delayed
40850,2023-05-31,, alpha corp , unknown,2881,0,259,In Transit
40851,2024-04-04,2024-04-16, alpha corp , unknown,3310,3310,262,Delivered
40852,2023-03-11,,Beta Mfg,Dallas DC,3666,0,346,Delayed
40853,2023-03-03,,Gamma Logistics,Chicago DC,944,0,414,Delayed
40854,2023-03-08,,Delta Supplies,New York DC,1389,0,463,In Transit
40855,2024-11-28,,Delta Supplies, unknown,133,0,371,Delayed
40856,2023-12-12,2024-01-10,Alpha Corp,Chicago DC,521,521,329,Delivered
40857,2024-02-06,, alpha corp ,Chicago DC,4145,0,63,Delayed
40858,2024-04-22,2024-05-07,Delta Supplies, unknown,4374,4374,430,Delivered
40859,2024-02-17,, alpha corp ,New York DC,3634,0,492,In Transit
40860,2024-10-25,, alpha corp ,Chicago DC,704,0,383,In Transit
40861,2023-08-09,,Delta Supplies,Chicago DC,3116,0,375,Delayed
40862,2023-01-26,,Gamma Logistics, unknown,1386,0,86,Delayed
40863,2024-02-18,,Alpha Corp, unknown,2983,0,470,In Transit
40864,2024-02-17,2024-03-06, alpha corp ,New York DC,2993,2993,451,Delivered
40865,2024-04-25,, alpha corp , unknown,2626,0,202,Delayed
40866,2024-07-01,, alpha corp ,New York DC,2813,0,261,In Transit
40867,2024-07-01,,Gamma Logistics, unknown,1846,0,466,In Transit
40868,2024-06-28,,Gamma Logistics, unknown,3661,0,440,In Transit
40869,2024-03-07,2024-03-14,Alpha Corp,Chicago DC,765,765,430,Delivered
40870,2023-11-23,,Delta Supplies,New York DC,993,0,398,In Transit
40871,2024-01-23,, alpha corp ,New York DC,1830,0,339,In Transit
40872,2024-03-24,,Beta Mfg, unknown,4553,0,176,In Transit
40873,2023-03-12,2023-03-29,Delta Supplies,Chicago DC,908,908,124,Delivered
40874,2023-08-23,2023-08-29,Alpha Corp, unknown,1867,1867,157,Delivered
40875,2024-11-20,,Alpha Corp,Los Angeles DC,3287,0,116,In Transit
40876,2024-10-23,,Beta Mfg, unknown,919,0,292,Delayed
40877,2023-12-29,,Beta Mfg,Los Angeles DC,3444,0,,Delayed
40878,2024-11-09,, alpha corp ,Los Angeles DC,3731,0,327,In Transit
40879,2024-01-25,2024-02-21,Gamma Logistics,Dallas DC,3373,3373,147,Delivered
40880,2023-11-14,2023-12-03,Alpha Corp,Los Angeles DC,1179,1179,158,Delivered
40881,2024-06-15,,Delta Supplies,Chicago DC,4978,0,16,Delayed
40882,2024-07-06,2024-08-02,Gamma Logistics,New York DC,4749,4749,289,Delivered
40883,2023-09-29,, alpha corp ,New York DC,2545,0,217,Delayed
40884,2023-06-16,,Gamma Logistics, unknown,1988,0,179,Delayed
40885,2023-10-12,2023-10-14,Beta Mfg,New York DC,4911,4911,346,Delivered
40886,2024-06-03,,Gamma Logistics, unknown,4555,0,81,Delayed
40887,2023-08-21,,Beta Mfg,Dallas DC,4178,0,355,In Transit
40888,2023-11-03,,Delta Supplies,Los Angeles DC,925,0,231,In Transit
40889,2023-07-16,,Alpha Corp,Chicago DC,3085,0,424,In Transit
40890,2024-08-16,, alpha corp ,Dallas DC,3534,0,230,In Transit
40891,2023-07-13,,Delta Supplies,Dallas DC,544,0,273,In Transit
40892,2023-12-20,,Delta Supplies,Dallas DC,3536,0,411,Delayed
40893,2024-01-01,,Delta Supplies,Chicago DC,1253,0,168,Delayed
40894,2023-12-16,2023-12-31,Gamma Logistics,New York DC,1576,1576,157,Delivered
40895,2023-04-05,2023-04-24,Alpha Corp,Los Angeles DC,890,890,447,Delivered
40896,2024-09-30,,Gamma Logistics,Dallas DC,3706,0,337,In Transit
40897,2023-01-19,2023-02-03,Beta Mfg,Los Angeles DC,432,432,72,Delivered
40898,2024-06-28,2024-07-02,Alpha Corp,Dallas DC,3967,3967,109,Delivered
40899,2024-02-05,, alpha corp ,Chicago DC,2154,0,,Delayed
40900,2024-04-22,,Delta Supplies,Los Angeles DC,3453,0,42,Delayed
40901,2023-10-22,,Beta Mfg,Los Angeles DC,876,0,,In Transit
40902,2023-12-07,2023-12-09,Delta Supplies,New York DC,1982,1982,369,Delivered
40903,2023-08-14,,Gamma Logistics,Chicago DC,900,0,419,Delayed
40904,2023-06-29,2023-07-05, alpha corp , unknown,1987,1987,162,Delivered
40905,2024-05-12,,Gamma Logistics,New York DC,2618,0,496,Delayed
40906,2023-05-09,2023-05-11,Gamma Logistics,New York DC,1677,1677,230,Delivered
40907,2024-10-26,,Gamma Logistics,New York DC,644,0,113,In Transit
40908,2024-02-15,, alpha corp ,New York DC,1203,0,376,In Transit
40909,2024-03-06,,Gamma Logistics, unknown,3402,0,232,Delayed
40910,2024-11-07,,Delta Supplies,Los Angeles DC,2007,0,155,In Transit
40911,2024-04-11,,Alpha Corp,Chicago DC,2472,0,150,Delayed
40912,2023-09-26,2023-10-14,Alpha Corp, unknown,2547,2547,419,Delivered
40913,2023-08-17,,Delta Supplies,Chicago DC,2406,0,326,Delayed
40914,2024-08-31,2024-09-20,Beta Mfg, unknown,4911,4911,467,Delivered
40915,2024-10-01,,Gamma Logistics, unknown,2267,0,387,Delayed
40916,2023-11-20,,Alpha Corp,Los Angeles DC,4564,0,327,In Transit
40917,2023-12-16,2024-01-13,Beta Mfg,New York DC,116,116,189,Delivered
40918,2023-01-16,,Delta Supplies,Dallas DC,2497,0,76,In Transit
40919,2024-04-13,,Gamma Logistics, unknown,2967,0,253,In Transit
40920,2023-01-30,,Alpha Corp,Chicago DC,4873,0,370,Delayed
40921,2023-07-05,2023-07-30,Gamma Logistics,Los Angeles DC,2525,2525,223,Delivered
40922,2023-05-01,,Delta Supplies,Chicago DC,4497,0,89,Delayed
40923,2023-06-14,,Beta Mfg,Los Angeles DC,2860,0,454,Delayed
40924,2023-05-23,,Gamma Logistics,New York DC,538,0,120,In Transit
40925,2024-07-07,, alpha corp ,Dallas DC,3807,0,27,In Transit
40926,2023-09-01,, alpha corp ,Los Angeles DC,1246,0,404,In Transit
40927,2024-04-17,,Alpha Corp,Dallas DC,4411,0,165,Delayed
40928,2024-05-18,,Delta Supplies, unknown,1853,0,,Delayed
40929,2024-02-23,,Gamma Logistics,Los Angeles DC,1126,0,117,Delayed
40930,2024-07-06,2024-08-01, alpha corp ,Chicago DC,723,723,136,Delivered
40931,2023-04-05,2023-04-16,Beta Mfg,New York DC,2690,2690,383,Delivered
40932,2024-09-27,2024-10-10,Alpha Corp,New York DC,3215,3215,196,Delivered
40933,2024-06-09,,Gamma Logistics, unknown,219,0,296,Delayed
40934,2024-09-11,,Alpha Corp,New York DC,3788,0,43,In Transit
40935,2023-11-19,,Gamma Logistics, unknown,1350,0,259,In Transit
40936,2023-02-02,,Alpha Corp,Dallas DC,1579,0,55,In Transit
40937,2023-11-18,,Beta Mfg,Dallas DC,3759,0,393,Delayed
40938,2024-06-13,2024-07-03,Beta Mfg,Los Angeles DC,2634,2634,219,Delivered
40939,2023-03-23,,Gamma Logistics, unknown,3095,0,398,Delayed
40940,2023-09-01,,Alpha Corp, unknown,3551,0,189,Delayed
40941,2023-07-24,2023-08-05,Delta Supplies,Chicago DC,2190,2190,,Delivered
40942,2023-07-20,2023-08-12,Beta Mfg,Dallas DC,2884,2710,424,Delivered
40943,2024-10-20,,Gamma Logistics,New York DC,2057,0,352,In Transit
40944,2023-12-19,,Gamma Logistics,Chicago DC,4038,0,221,Delayed
40945,2023-01-19,2023-02-06,Alpha Corp,Chicago DC,3165,3165,411,Delivered
40946,2023-11-12,,Gamma Logistics,Los Angeles DC,2635,0,111,Delayed
40947,2023-10-11,2023-10-18,Alpha Corp,New York DC,2185,2185,136,Delivered
40948,2023-10-12,,Delta Supplies,Los Angeles DC,1595,0,73,Delayed
40949,2024-08-29,,Beta Mfg,Los Angeles DC,2345,0,359,In Transit
40950,2024-03-16,2024-03-18,Alpha Corp,New York DC,3254,3254,398,Delivered
40951,2023-07-27,,Alpha Corp,New York DC,3393,0,179,Delayed
40952,2023-07-17,, alpha corp ,Los Angeles DC,1172,0,233,Delayed
40953,2024-09-13,2024-09-22, alpha corp ,Los Angeles DC,2689,2689,323,Delivered
40954,2024-04-29,2024-05-16, alpha corp ,Chicago DC,1591,1591,180,Delivered
40955,2024-03-06,,Delta Supplies,New York DC,650,0,179,Delayed
40956,2023-12-31,,Beta Mfg, unknown,761,0,393,Delayed
40957,2023-05-02,,Delta Supplies,Los Angeles DC,1680,0,423,In Transit
40958,2023-05-22,2023-05-28, alpha corp ,Dallas DC,2551,2551,154,Delivered
40959,2024-07-27,,Beta Mfg, unknown,3061,0,423,Delayed
40960,2023-03-05,2023-03-15,Delta Supplies, unknown,138,138,438,Delivered
40961,2024-09-29,2024-10-15,Alpha Corp,Los Angeles DC,449,377,310,Delivered
40962,2024-05-27,,Beta Mfg,Chicago DC,2541,0,323,In Transit
40963,2024-04-30,2024-05-11,Alpha Corp,Chicago DC,4700,4700,298,Delivered
40964,2024-02-10,,Beta Mfg,Chicago DC,4827,0,293,In Transit
40965,2024-02-05,,Gamma Logistics, unknown,269,0,297,Delayed
40966,2023-01-14,2023-02-01,Gamma Logistics,Los Angeles DC,645,645,99,Delivered
40967,2024-03-07,2024-04-05,Delta Supplies,Chicago DC,1867,1867,339,Delivered
40968,2024-04-15,, alpha corp ,Chicago DC,4601,0,81,Delayed
40969,2023-04-18,2023-04-25,Delta Supplies, unknown,3307,3307,62,Delivered
40970,2023-12-13,2023-12-30,Delta Supplies,Dallas DC,1172,1172,204,Delivered
40971,2024-11-08,,Delta Supplies,Chicago DC,2167,0,18,In Transit
40972,2023-04-30,, alpha corp ,Los Angeles DC,1181,0,76,In Transit
40973,2023-03-01,2023-03-26,Delta Supplies, unknown,3237,3237,411,Delivered
40974,2023-11-02,,Delta Supplies, unknown,1386,0,271,Delayed
40975,2024-09-20,2024-09-22,Beta Mfg,New York DC,4756,4756,368,Delivered
40976,2024-10-07,,Gamma Logistics,Chicago DC,4157,0,229,Delayed
40977,2023-09-10,,Alpha Corp,Dallas DC,1382,0,284,In Transit
40978,2023-06-15,2023-07-02,Alpha Corp,New York DC,4931,4931,83,Delivered
40979,2024-03-21,2024-04-08,Alpha Corp,Chicago DC,627,627,316,Delivered
40980,2023-06-08,,Alpha Corp,Dallas DC,1764,0,434,Delayed
40981,2024-11-22,,Gamma Logistics,Chicago DC,3226,0,78,Delayed
40982,2023-08-26,,Gamma Logistics, unknown,4024,0,,Delayed
40983,2023-02-02,2023-02-14,Delta Supplies,Dallas DC,4248,4248,86,Delivered
40984,2023-06-18,,Gamma Logistics, unknown,276,0,268,Delayed
40985,2023-12-03,2023-12-06,Delta Supplies,Los Angeles DC,4992,4992,214,Delivered
40986,2023-12-15,,Gamma Logistics,New York DC,1229,0,83,Delayed
40987,2023-07-03,,Delta Supplies,New York DC,4741,0,356,In Transit
40988,2024-11-15,,Beta Mfg, unknown,1392,0,108,In Transit
40989,2023-11-21,2023-12-07,Gamma Logistics, unknown,2043,2043,25,Delivered
40990,2024-09-25,2024-10-03,Gamma Logistics,Los Angeles DC,1812,1812,160,Delivered
40991,2023-03-05,,Delta Supplies,Dallas DC,4299,0,68,Delayed
40992,2024-06-25,,Beta Mfg,Los Angeles DC,917,0,346,Delayed
40993,2023-06-01,2023-06-26,Alpha Corp,New York DC,1639,1639,444,Delivered
40994,2023-06-10,,Delta Supplies,Los Angeles DC,3007,0,193,Delayed
40995,2024-03-23,,Alpha Corp,Chicago DC,945,0,240,In Transit
40996,2023-11-22,,Delta Supplies,Dallas DC,3152,0,34,Delayed
40997,2023-03-10,, alpha corp ,Los Angeles DC,772,0,134,Delayed
40998,2023-07-09,2023-07-25, alpha corp ,Dallas DC,1106,1106,186,Delivered
40999,2023-07-18,2023-08-06,Delta Supplies,Los Angeles DC,3363,3363,54,Delivered
41000,2024-06-06,,Alpha Corp,Chicago DC,3147,0,317,In Transit
41001,2024-08-07,,Alpha Corp,New York DC,375,0,34,Delayed
41002,2023-03-26,2023-04-24, alpha corp ,Los Angeles DC,4156,4156,22,Delivered
41003,2023-03-15,2023-04-01,Alpha Corp,Chicago DC,1198,1198,170,Delivered
41004,2023-03-31,2023-04-10,Alpha Corp,Los Angeles DC,3760,3760,43,Delivered
41005,2023-09-17,,Beta Mfg,Los Angeles DC,2680,0,124,In Transit
41006,2023-07-14,,Beta Mfg,Los Angeles DC,4090,0,263,In Transit
41007,2024-05-19,,Delta Supplies,Chicago DC,1146,0,161,In Transit
41008,2024-08-20,,Gamma Logistics, unknown,4651,0,441,In Transit
41009,2023-01-31,,Alpha Corp,Chicago DC,3817,0,382,Delayed
41010,2024-04-01,,Alpha Corp,Chicago DC,955,0,64,In Transit
41011,2024-06-02,,Beta Mfg,Dallas DC,3091,0,265,In Transit
41012,2023-07-26,2023-08-11,Beta Mfg,Chicago DC,3824,3824,424,Delivered
41013,2023-02-15,2023-03-10,Gamma Logistics,Los Angeles DC,1243,1243,303,Delivered
41014,2024-06-13,,Alpha Corp,New York DC,4778,0,,Delayed
41015,2023-05-19,2023-05-29,Alpha Corp,New York DC,161,161,185,Delivered
41016,2024-06-08,,Delta Supplies,New York DC,4992,0,468,Delayed
41017,2024-07-18,,Gamma Logistics,Chicago DC,4125,0,484,Delayed
41018,2024-02-11,,Gamma Logistics,New York DC,4285,0,240,In Transit
41019,2024-01-08,2024-01-21,Beta Mfg,Chicago DC,2855,2855,287,Delivered
41020,2024-10-28,,Beta Mfg, unknown,2474,0,187,Delayed
41021,2024-06-09,,Alpha Corp, unknown,1380,0,164,Delayed
41022,2024-11-10,2024-12-04,Beta Mfg,Los Angeles DC,2707,2707,378,Delivered
41023,2024-09-14,,Delta Supplies,Los Angeles DC,2937,0,401,In Transit
41024,2023-04-15,,Delta Supplies,Los Angeles DC,2505,0,322,Delayed
41025,2023-06-03,,Beta Mfg,Los Angeles DC,2276,0,,Delayed
41026,2023-12-15,,Beta Mfg,Los Angeles DC,2873,0,417,Delayed
41027,2023-11-18,, alpha corp ,Dallas DC,1079,0,409,Delayed
41028,2024-10-31,2024-11-20,Beta Mfg, unknown,4762,4762,,Delivered
41029,2023-10-25,,Alpha Corp,Los Angeles DC,146,0,58,In Transit
41030,2024-10-16,,Beta Mfg,Chicago DC,2019,0,230,In Transit
41031,2024-03-31,2024-04-14,Alpha Corp, unknown,3482,3482,83,Delivered
41032,2024-07-28,,Delta Supplies,Los Angeles DC,1685,0,397,Delayed
41033,2024-04-23,2024-05-01,Beta Mfg,Los Angeles DC,3979,3979,226,Delivered
41034,2023-09-10,,Gamma Logistics, unknown,3785,0,198,In Transit
41035,2023-12-21,2024-01-19,Beta Mfg,Los Angeles DC,4924,4924,251,Delivered
41036,2023-07-12,,Delta Supplies,Chicago DC,3757,0,77,Delayed
41037,2023-04-11,2023-04-18, alpha corp ,Dallas DC,1034,1034,428,Delivered
41038,2024-01-03,2024-01-20,Delta Supplies,Los Angeles DC,3130,3130,,Delivered
41039,2024-06-13,,Delta Supplies,New York DC,2590,0,90,Delayed
41040,2024-05-10,2024-05-28,Delta Supplies,Chicago DC,3623,3623,119,Delivered
41041,2024-05-04,2024-05-07,Gamma Logistics, unknown,2658,2658,200,Delivered
41042,2023-11-18,2023-11-25,Delta Supplies,Dallas DC,4705,4705,47,Delivered
41043,2024-11-23,,Gamma Logistics, unknown,1927,0,303,In Transit
41044,2023-12-05,,Beta Mfg,Dallas DC,404,0,377,Delayed
41045,2023-03-16,2023-03-31,Delta Supplies, unknown,2801,2801,196,Delivered
41046,2024-04-28,,Gamma Logistics,New York DC,3655,0,235,In Transit
41047,2023-01-17,2023-02-06, alpha corp ,Dallas DC,2980,2980,156,Delivered
41048,2023-09-29,2023-10-06,Delta Supplies,New York DC,1901,1901,357,Delivered
41049,2024-01-18,2024-01-24,Gamma Logistics,New York DC,3234,3234,308,Delivered
41050,2023-06-03,2023-06-23, alpha corp ,Los Angeles DC,4839,4355,457,Delivered
41051,2024-03-17,2024-03-23,Delta Supplies,Los Angeles DC,3142,3142,256,Delivered
41052,2023-09-19,2023-09-26,Beta Mfg,New York DC,1759,1759,446,Delivered
41053,2024-08-03,,Beta Mfg,Dallas DC,4900,0,483,Delayed
41054,2023-09-19,,Delta Supplies,Los Angeles DC,173,0,236,In Transit
41055,2024-04-27,,Delta Supplies,New York DC,1164,0,278,Delayed
