TicketID,DateOpened,DateClosed,Category,Priority,AgentName,ResolutionTimeHrs,CSAT_Score
80842,2024-10-23,2024-10-24,Account,Urgent,Tom B.,30,4
80843,2024-07-22,2024-07-25,Billing,High,Jessica L.,93,4
80844,2024-01-21,2024-01-22,General,High,Tom B.,44,
80845,06/22/2024,2024-06-26,Technical,Low,Mike T.,99,1
80846,2024-03-17,2024-03-17, technical ,Urgent,Mike T.,23,5
80847,2024-03-06,,Account,Urgent,David W.,,
80848,2024-11-15,2024-11-18,Account,Medium,Mike T.,82,3
80849,2024-02-12,2024-02-16, technical ,High,Tom B.,110,2
80850,2024-10-05,2024-10-08,Account,High,David W.,87,1
80851,2024-06-10,2024-06-10,General,Urgent,Mike T.,7,3
80852,2024-07-28,2024-07-30, technical ,Medium,David W.,66,5
80853,2024-04-06,2024-04-09,BILLING,High,Mike T.,84,4
80854,01/18/2024,2024-01-21,General,Low,Tom B.,74,5
80855,2024-06-24,2024-06-24,Technical,Urgent,Jessica L.,20,5
80856,2024-06-02,2024-06-06,BILLING,Medium,Mike T.,104,5
80857,2024-07-23,2024-07-25,General,Medium,Jessica L.,67,4
80858,2024-10-01,2024-10-04,General,Medium,Sarah K.,77,1
80859,2024-04-23,2024-04-24,General,Low,Sarah K.,34,1
80860,2024-01-14,2024-01-17,Account,High,Mike T.,95,5
80861,2024-12-07,2024-12-07,Account,Low,Sarah K.,11,3
80862,2024-08-02,2024-08-03,Billing,Urgent,Mike T.,34,3
80863,2024-07-01,,Billing,High,Tom B.,,
80864,2024-11-30,2024-12-04,Technical,High,David W.,109,4
80865,2024-05-28,2024-06-01,BILLING,Low,David W.,104,2
80866,2024-05-28,2024-05-30,Technical,High,David W.,55,4
80867,2024-11-16,2024-11-18,Technical,Low,Mike T.,52,1
80868,2024-04-21,2024-04-21,General,Urgent,Jessica L.,21,
80869,2024-11-17,2024-11-19,Account,Low,David W.,66,
80870,2024-03-14,2024-03-14,Technical,Low,Mike T.,13,5
80871,2024-11-04,2024-11-04,Technical,Urgent,David W.,8,
80872,2024-01-27,,General,Urgent,Jessica L.,,
80873,2024-02-07,2024-02-11, technical ,High,David W.,110,3
80874,2024-07-15,,General,Urgent,David W.,,
80875,2024-09-10,2024-09-11,BILLING,Medium,Jessica L.,44,2
80876,2024-12-01,2024-12-04,General,Low,Mike T.,73,3
80877,2024-06-11,2024-06-12,Technical,Low,David W.,37,
80878,2024-01-24,2024-01-28,BILLING,High,Mike T.,117,3
80879,2024-12-03,2024-12-03,BILLING,Urgent,Mike T.,22,4
80880,2024-05-18,2024-05-19,Technical,Medium,David W.,37,5
80881,2024-02-27,,Technical,Low,Sarah K.,,
80882,2024-11-08,2024-11-08,Account,Urgent,Jessica L.,7,1
80883,2024-06-03,2024-06-03,BILLING,High,David W.,3,1
80884,2024-06-25,2024-06-27,BILLING,Medium,Tom B.,52,1
80885,2024-12-04,2024-12-08,BILLING,High,Jessica L.,96,5
80886,2024-01-19,2024-01-19,Account,Urgent,Sarah K.,1,4
80887,2024-02-01,,Technical,Urgent,David W.,,
80888,2024-12-10,2024-12-14,Technical,Low,Sarah K.,100,3
80889,2024-04-08,2024-04-10,General,Low,Sarah K.,59,2
80890,2024-02-12,2024-02-13,BILLING,Medium,Mike T.,40,
80891,2024-11-26,2024-11-27,Billing,Urgent,Tom B.,34,1
80892,2024-05-01,2024-05-04,Account,Low,Tom B.,92,2
80893,2024-09-08,2024-09-09,Technical,Urgent,Tom B.,24,5
80894,01/16/2024,2024-01-16,Account,Medium,Sarah K.,12,5
80895,2024-03-10,,Account,Urgent,David W.,,
80896,2024-10-29,2024-10-29,General,Medium,David W.,10,4
80897,2024-03-21,2024-03-22,Technical,High,Mike T.,33,2
80898,2024-02-05,2024-02-05, technical ,Urgent,Mike T.,4,
80899,2024-04-15,2024-04-15,Billing,Urgent,Mike T.,17,3
80900,2024-11-13,2024-11-17, technical ,Low,Jessica L.,102,3
80901,2024-03-15,2024-03-16,Technical,Urgent,Jessica L.,33,
80902,2024-05-31,,General,Low,Jessica L.,,
80903,2024-06-11,2024-06-14,BILLING,Low,Jessica L.,84,5
80904,2024-08-10,2024-08-11,Account,Low,Sarah K.,42,1
80905,03/07/2024,2024-03-09,Account,High,David W.,48,3
80906,2024-10-16,, technical ,Urgent,Jessica L.,,
80907,2024-03-19,2024-03-19,BILLING,Urgent,Tom B.,11,1
80908,2024-04-14,2024-04-15,Billing,Urgent,Tom B.,36,4
80909,2024-03-21,2024-03-23,Technical,Medium,Jessica L.,63,2
80910,2024-05-24,2024-05-26,BILLING,Medium,David W.,65,2
80911,2024-09-03,2024-09-04,Technical,High,Sarah K.,33,1
80912,2024-03-04,2024-03-07,Technical,Medium,Jessica L.,74,3
80913,2024-10-21,2024-10-22,Billing,Urgent,Mike T.,31,4
80914,2024-02-22,2024-02-25,Account,High,Sarah K.,91,4
80915,2024-02-07,2024-02-07,Account,Urgent,Mike T.,6,3
80916,2024-05-01,2024-05-01,Technical,Urgent,Tom B.,7,3
80917,2024-12-02,2024-12-06,BILLING,Medium,Mike T.,-107,3
80918,2024-03-13,,Billing,High,Mike T.,,
80919,2024-03-31,2024-03-31,Technical,High,Jessica L.,14,1
80920,2024-07-23,2024-07-24,BILLING,Medium,Sarah K.,29,3
80921,2024-02-17,2024-02-18,Account,Medium,Jessica L.,47,4
80922,2024-08-14,2024-08-18,Account,Low,Mike T.,119,3
80923,2024-06-21,2024-06-22,General,Urgent,Mike T.,26,4
80924,11/26/2024,,BILLING,Urgent,Tom B.,,
80925,2024-11-13,2024-11-14,Account,High,Jessica L.,45,3
80926,2024-10-20,2024-10-22,Billing,Low,Jessica L.,50,1
80927,2024-08-13,2024-08-15,Billing,Low,Tom B.,66,2
80928,2024-06-18,2024-06-21,Account,Low,Mike T.,82,1
80929,2024-12-11,2024-12-14,Technical,Medium,Mike T.,74,2
80930,2024-02-22,2024-02-23,BILLING,Urgent,Mike T.,30,1
80931,2024-12-26,2024-12-28,BILLING,Medium,Tom B.,58,5
80932,2024-08-24,2024-08-24,Technical,Urgent,Sarah K.,7,4
80933,2024-05-18,2024-05-18,Billing,Urgent,David W.,18,3
80934,2024-11-14,2024-11-17,Account,High,Tom B.,86,1
80935,2024-12-10,2024-12-12,General,Medium,Tom B.,54,1
80936,2024-01-17,2024-01-21,Account,Medium,Jessica L.,108,5
80937,2024-02-28,2024-02-28,Technical,Low,Sarah K.,8,
80938,2024-08-03,2024-08-03,Billing,Urgent,Mike T.,7,5
80939,2024-09-15,2024-09-18, technical ,High,David W.,-86,
80940,2024-07-31,,Technical,Low,Jessica L.,,
80941,2024-04-25,2024-04-29,BILLING,Low,Mike T.,-112,3
80942,2024-06-19,2024-06-23,General,Medium,Mike T.,107,4
80943,2024-08-15,2024-08-15,Account,Urgent,Mike T.,15,4
80944,2024-12-29,2025-01-01,Account,Low,Mike T.,80,5
80945,2024-03-15,2024-03-19,Technical,High,Jessica L.,97,4
80946,2024-08-10,2024-08-12,BILLING,High,Mike T.,64,1
80947,2024-11-10,2024-11-10,General,Urgent,Sarah K.,12,2
80948,2024-10-28,2024-10-30,Technical,Medium,Sarah K.,68,
80949,2024-11-26,2024-11-28,Account,Low,Tom B.,61,5
80950,11/24/2024,2024-11-25,Billing,Medium,David W.,44,2
80951,2024-02-11,2024-02-15,Account,High,Tom B.,108,3
80952,2024-12-02,2024-12-04,BILLING,Medium,Sarah K.,50,3
80953,2024-01-12,2024-01-16,General,Medium,Jessica L.,98,5
80954,2024-03-04,,BILLING,High,David W.,,
80955,2024-10-16,2024-10-18,BILLING,Medium,Tom B.,70,4
80956,2024-11-24,2024-11-24,Billing,Urgent,Tom B.,18,3
80957,2024-01-01,2024-01-03,Billing,Medium,Mike T.,52,4
80958,2024-04-30,,Technical,Medium,Jessica L.,,
80959,2024-03-05,2024-03-09,Billing,Medium,Jessica L.,112,4
80960,2024-10-29,2024-10-29, technical ,Urgent,Mike T.,3,5
80961,2024-08-17,2024-08-17,Account,Low,David W.,8,
80962,2024-08-27,2024-08-28,Technical,High,Sarah K.,31,1
80963,2024-05-14,, technical ,High,Jessica L.,,
80964,2024-05-03,2024-05-06, technical ,Low,David W.,86,2
80965,02/27/2024,2024-02-29,General,Medium,Sarah K.,69,2
80966,2024-02-26,,BILLING,Urgent,Tom B.,,
80967,2024-07-23,2024-07-23,Account,Urgent,Mike T.,7,2
80968,2024-11-27,2024-12-01,General,High,Mike T.,108,1
80969,2024-09-18,2024-09-19,Billing,Low,Mike T.,31,5
80970,2024-11-23,2024-11-23, technical ,Urgent,Sarah K.,13,5
80971,2024-07-21,,Account,Medium,David W.,,
80972,2024-04-21,2024-04-25,BILLING,Medium,Tom B.,106,2
80973,2024-02-20,2024-02-21,BILLING,Urgent,Mike T.,28,3
80974,2024-10-29,2024-10-29,BILLING,Low,Jessica L.,17,1
80975,2024-11-11,2024-11-15,Technical,Medium,Tom B.,114,
80976,2024-10-01,, technical ,High,Jessica L.,,
80977,2024-11-14,2024-11-18,Billing,Low,Tom B.,102,1
80978,2024-09-24,2024-09-26, technical ,High,Tom B.,49,5
80979,2024-08-10,2024-08-11,Technical,Low,Tom B.,42,4
80980,2024-05-20,2024-05-24,Account,Low,Mike T.,97,
80981,2024-08-22,2024-08-26,Technical,Low,Tom B.,108,4
80982,2024-03-23,,Billing,Low,Mike T.,,
80983,2024-01-26,2024-01-29,General,Medium,Sarah K.,95,3
80984,2024-06-11,2024-06-15,Billing,High,Jessica L.,110,4
80985,2024-04-19,2024-04-20,BILLING,Urgent,Tom B.,31,4
80986,2024-05-04,2024-05-04,General,Urgent,Jessica L.,21,2
80987,2024-10-16,2024-10-17, technical ,High,Tom B.,43,3
80988,2024-05-12,2024-05-13,Billing,Urgent,Jessica L.,36,3
80989,2024-09-16,2024-09-16, technical ,Urgent,Sarah K.,18,2
80990,2024-05-29,2024-06-02,BILLING,High,Tom B.,96,
80991,2024-03-13,,Technical,Low,Sarah K.,,
80992,2024-08-07,2024-08-11,General,Low,Tom B.,98,
80993,2024-11-27,2024-11-28,Account,High,Mike T.,38,2
80994,04/24/2024,2024-04-26,BILLING,High,Tom B.,63,
80995,2024-09-13,2024-09-13,Billing,High,Sarah K.,6,5
80996,2024-07-06,2024-07-10,BILLING,Low,David W.,110,4
80997,2024-12-18,2024-12-20,Billing,Medium,Jessica L.,70,5
80998,2024-09-17,2024-09-17, technical ,High,Sarah K.,13,5
80999,2024-10-22,2024-10-24,BILLING,Medium,Tom B.,-54,4
81000,2024-12-13,2024-12-17,Billing,High,David W.,110,4
81001,2024-08-25,2024-08-25,General,Urgent,Tom B.,1,
81002,2024-08-02,,Technical,High,David W.,,
81003,2024-07-31,2024-08-03,Billing,Medium,Jessica L.,95,3
81004,2024-01-13,2024-01-17,Billing,Medium,Jessica L.,111,4
81005,2024-11-05,,BILLING,Medium,Jessica L.,,
81006,2024-05-31,,Billing,High,Mike T.,,
81007,2024-03-11,2024-03-12, technical ,Urgent,Sarah K.,26,3
81008,2024-01-20,2024-01-23,BILLING,Low,Tom B.,91,5
81009,2024-01-31,,General,Urgent,Jessica L.,,
81010,2024-11-24,2024-11-25,Technical,High,Tom B.,26,1
81011,2024-02-14,2024-02-14,General,High,Mike T.,21,2
81012,2024-11-07,2024-11-07,General,Low,Tom B.,1,5
81013,2024-12-27,2024-12-27,Billing,Urgent,Mike T.,11,5
81014,2024-10-28,2024-10-28,Account,High,Tom B.,20,1
81015,2024-05-09,2024-05-11,Billing,Low,Sarah K.,48,1
81016,2024-01-09,2024-01-13,BILLING,Low,Sarah K.,101,4
81017,2024-12-19,2024-12-23,Billing,High,Tom B.,117,5
81018,2024-05-10,2024-05-12,Billing,Medium,Sarah K.,60,5
81019,2024-07-22,,Billing,Medium,Tom B.,,
81020,2024-04-24,2024-04-24,Billing,High,Tom B.,6,
81021,2024-06-21,2024-06-25,Billing,Medium,Tom B.,119,
81022,2024-06-22,2024-06-22,General,High,David W.,12,3
81023,2024-08-18,2024-08-20,Account,Low,Tom B.,50,1
81024,2024-06-24,2024-06-28,Billing,Low,Jessica L.,96,4
81025,2024-10-05,2024-10-07,BILLING,High,David W.,49,
81026,2024-11-12,2024-11-15,BILLING,High,Jessica L.,91,1
81027,2024-12-07,2024-12-11,BILLING,Low,David W.,104,
81028,2024-06-30,2024-07-01, technical ,Urgent,David W.,24,4
81029,2024-08-05,2024-08-05,BILLING,Urgent,Sarah K.,11,3
81030,2024-12-13,2024-12-15,Technical,Medium,Sarah K.,63,
81031,2024-08-17,2024-08-19,Account,Medium,Mike T.,48,1
81032,2024-12-14,2024-12-15,General,Low,Tom B.,32,1
81033,2024-03-06,2024-03-10,Technical,Low,Tom B.,119,3
81034,2024-08-11,2024-08-11, technical ,Urgent,Jessica L.,13,4
81035,2024-11-26,,Technical,Low,Tom B.,,
81036,2024-03-19,2024-03-23,BILLING,Medium,Tom B.,99,3
81037,2024-04-15,2024-04-16,Technical,Low,Tom B.,36,3
81038,2024-09-04,2024-09-05,Account,Urgent,Jessica L.,25,2
81039,2024-02-18,,BILLING,Low,Tom B.,,
81040,2024-10-08,2024-10-10,Billing,Low,David W.,60,5
81041,2024-06-30,2024-07-04,Account,Low,Jessica L.,118,2
81042,2024-11-11,2024-11-15,Technical,High,Mike T.,109,5
81043,2024-03-13,2024-03-16,BILLING,Medium,Mike T.,91,2
81044,2024-02-09,2024-02-10,Account,Medium,Tom B.,43,5
81045,2024-05-25,2024-05-25,Billing,Low,Sarah K.,14,4
81046,2024-04-14,2024-04-15,BILLING,High,Sarah K.,36,5
81047,2024-03-02,2024-03-06,Billing,Low,Tom B.,105,4
81048,2024-09-24,2024-09-25,Technical,Low,Sarah K.,47,5
81049,2024-03-02,2024-03-04, technical ,High,David W.,68,4
81050,2024-04-02,2024-04-02,Billing,High,Tom B.,21,5
81051,2024-11-13,2024-11-17,BILLING,High,Tom B.,115,5
81052,2024-02-21,2024-02-25,General,High,Jessica L.,117,2
81053,2024-09-22,2024-09-24,Account,Low,Jessica L.,61,
81054,2024-08-11,2024-08-12, technical ,Low,Mike T.,36,1
81055,2024-05-10,2024-05-10,Technical,High,Mike T.,2,3
81056,2024-08-26,2024-08-26,Billing,Urgent,David W.,15,4
81057,2024-09-10,2024-09-14, technical ,High,Sarah K.,97,2
81058,2024-09-13,2024-09-15,Account,Low,Tom B.,48,3
81059,2024-11-17,2024-11-17, technical ,Low,Mike T.,22,5
81060,2024-10-06,2024-10-10,Technical,High,Tom B.,97,4
81061,2024-06-25,,Technical,High,Mike T.,,
81062,2024-11-14,2024-11-18,Billing,Low,Tom B.,107,3
81063,2024-09-22,2024-09-25,BILLING,High,Jessica L.,75,4
81064,2024-11-24,2024-11-25,Billing,Urgent,David W.,33,2
81065,2024-02-17,2024-02-21,Billing,Low,Mike T.,116,5
81066,2024-04-11,2024-04-11,BILLING,Urgent,Tom B.,18,5
81067,2024-12-21,2024-12-23,Billing,Low,Sarah K.,56,1
81068,2024-08-16,2024-08-20, technical ,Medium,Jessica L.,116,4
81069,2024-11-20,2024-11-23, technical ,Medium,Tom B.,89,
81070,2024-01-22,2024-01-22,Account,Low,David W.,22,5
81071,2024-03-18,2024-03-18,Billing,Urgent,Sarah K.,19,3
81072,2024-04-29,2024-05-01, technical ,Low,Jessica L.,62,4
81073,2024-12-18,2024-12-19,Technical,High,Tom B.,40,4
81074,2024-05-14,2024-05-15,Account,Medium,David W.,42,1
81075,2024-05-13,2024-05-17,BILLING,Low,Jessica L.,101,2
81076,2024-01-10,2024-01-10,General,Urgent,Tom B.,23,3
81077,2024-03-25,2024-03-25, technical ,High,David W.,8,3
81078,2024-03-20,2024-03-20,Technical,Low,Tom B.,4,1
81079,2024-10-14,2024-10-16,Account,High,David W.,51,3
81080,2024-12-27,2024-12-28,Technical,Urgent,Sarah K.,27,2
81081,2024-01-27,2024-01-28, technical ,Urgent,Tom B.,32,3
81082,2024-12-19,2024-12-20,General,High,Tom B.,35,1
81083,2024-05-06,,Billing,Urgent,Mike T.,,
81084,06/12/2024,2024-06-12,Technical,Urgent,David W.,13,1
81085,2024-07-02,2024-07-05,General,High,Mike T.,77,5
81086,2024-07-12,2024-07-16, technical ,High,Sarah K.,119,2
81087,2024-12-06,2024-12-06,Account,Urgent,Mike T.,17,1
81088,2024-04-17,2024-04-18,Technical,Low,Jessica L.,26,2
81089,2024-07-08,2024-07-11, technical ,Medium,David W.,73,4
81090,09/25/2024,2024-09-29,Technical,High,Mike T.,114,4
81091,2024-12-04,2024-12-08,Account,High,Tom B.,111,4
81092,2024-06-03,2024-06-03,Technical,Medium,David W.,5,1
81093,03/18/2024,2024-03-19,Technical,Low,Mike T.,33,4
81094,2024-09-25,2024-09-25,Billing,Medium,Jessica L.,4,1
81095,2024-01-07,2024-01-07,BILLING,Urgent,Sarah K.,19,5
81096,2024-02-15,2024-02-19,Technical,High,David W.,107,2
81097,2024-07-06,2024-07-08,BILLING,Low,Sarah K.,66,5
81098,2024-07-08,2024-07-11, technical ,Low,Jessica L.,81,
81099,2024-06-09,2024-06-10, technical ,High,Jessica L.,46,2
81100,2024-09-17,2024-09-17,General,Urgent,Tom B.,5,4
81101,2024-04-18,2024-04-19,Billing,Medium,Jessica L.,44,
81102,2024-09-17,2024-09-21,Technical,High,Sarah K.,114,3
81103,2024-11-12,2024-11-12,Billing,Urgent,Tom B.,13,
81104,2024-01-29,2024-01-31,Technical,High,David W.,57,2
81105,2024-10-09,,Technical,Urgent,Sarah K.,,
81106,2024-12-30,2024-12-30,Billing,Urgent,Sarah K.,11,4
81107,2024-03-04,2024-03-04,Account,Medium,Jessica L.,14,5
81108,2024-10-16,2024-10-19, technical ,High,Tom B.,82,5
81109,2024-04-15,2024-04-16,Technical,Medium,Sarah K.,42,4
81110,2024-02-24,2024-02-27,Billing,High,Mike T.,86,5
81111,10/23/2024,, technical ,Urgent,Sarah K.,,
81112,06/20/2024,2024-06-21,Account,Low,Mike T.,33,3
81113,2024-12-15,2024-12-19,Technical,Low,Tom B.,107,4
81114,2024-01-22,,Technical,Medium,Mike T.,,
81115,2024-10-20,2024-10-21,Technical,Medium,Mike T.,39,3
81116,2024-01-21,2024-01-21,General,Medium,Sarah K.,3,2
81117,2024-04-30,2024-04-30,Billing,High,Sarah K.,23,5
81118,2024-02-11,,Account,Medium,Tom B.,,
81119,2024-10-31,2024-10-31,BILLING,Urgent,David W.,10,1
81120,2024-11-22,2024-11-22,Technical,Urgent,Tom B.,16,4
81121,2024-09-03,2024-09-05,Technical,High,David W.,49,2
81122,2024-04-16,, technical ,Low,David W.,,
81123,2024-12-10,, technical ,High,David W.,,
81124,2024-09-17,2024-09-18,BILLING,Low,Sarah K.,47,4
81125,2024-04-16,2024-04-16,Account,Low,Mike T.,14,1
81126,2024-12-18,2024-12-18,Technical,Low,Mike T.,19,1
81127,2024-06-08,2024-06-11,Billing,Medium,Sarah K.,82,4
81128,2024-03-01,2024-03-01,Technical,High,Jessica L.,14,5
81129,2024-02-19,2024-02-19,General,Low,Tom B.,-15,4
81130,2024-11-22,2024-11-22,BILLING,Urgent,Jessica L.,4,1
81131,2024-07-23,2024-07-25,BILLING,Low,Sarah K.,49,3
81132,2024-09-25,2024-09-28,Account,Low,Sarah K.,95,5
81133,2024-12-22,2024-12-26, technical ,Low,Tom B.,100,2
81134,2024-09-11,2024-09-12,General,Low,Sarah K.,28,3
81135,2024-09-19,,Billing,High,Mike T.,,
81136,2024-10-30,2024-11-03,BILLING,Medium,David W.,99,4
81137,2024-08-28,2024-08-28,Technical,Urgent,Sarah K.,20,3
81138,2024-06-01,2024-06-04, technical ,Low,Sarah K.,78,1
81139,2024-01-24,2024-01-24, technical ,Urgent,Jessica L.,11,2
81140,2024-05-23,2024-05-25,General,Low,Sarah K.,50,4
81141,2024-05-09,2024-05-13, technical ,Low,David W.,103,5
81142,2024-01-31,2024-02-01,BILLING,Urgent,Sarah K.,27,2
81143,2024-06-23,2024-06-23,Technical,Urgent,Jessica L.,3,4
81144,2024-08-26,2024-08-29,General,Low,David W.,89,3
81145,2024-02-17,2024-02-18,BILLING,Low,Mike T.,34,
81146,2024-01-14,2024-01-18, technical ,High,Sarah K.,97,5
81147,2024-05-24,2024-05-24,Billing,High,Mike T.,13,4
81148,2024-08-11,2024-08-12, technical ,Low,Jessica L.,38,1
81149,2024-07-31,2024-08-04,General,Medium,Jessica L.,107,1
81150,2024-09-22,2024-09-25,Billing,Low,David W.,76,2
81151,2024-10-18,,Technical,Urgent,Jessica L.,,
81152,2024-09-16,2024-09-17,BILLING,Low,Tom B.,30,5
81153,07/20/2024,2024-07-21,Account,Urgent,David W.,29,3
81154,2024-10-10,2024-10-11,Billing,Low,David W.,28,3
81155,2024-10-06,2024-10-06,Account,Urgent,David W.,6,3
81156,2024-11-19,2024-11-20,BILLING,High,David W.,27,2
81157,2024-07-17,2024-07-17,Account,Medium,Sarah K.,22,4
81158,2024-12-02,2024-12-06,BILLING,Low,Sarah K.,105,3
81159,2024-09-10,2024-09-12, technical ,Medium,Tom B.,71,3
81160,2024-09-17,2024-09-17,Technical,Urgent,Tom B.,20,5
81161,2024-06-15,2024-06-16, technical ,Low,Sarah K.,34,4
81162,2024-08-14,2024-08-14,BILLING,Urgent,Mike T.,10,1
81163,2024-07-26,2024-07-30,Billing,High,Tom B.,116,1
81164,2024-08-27,2024-08-28, technical ,Low,Tom B.,34,3
81165,2024-05-27,,BILLING,Urgent,David W.,,
81166,2024-03-31,2024-04-01, technical ,Low,Sarah K.,43,4
81167,2024-02-22,,Billing,Urgent,Sarah K.,,
81168,2024-01-21,2024-01-22,Account,Urgent,Sarah K.,-35,5
81169,2024-03-07,,Account,Low,Tom B.,,
81170,2024-02-11,2024-02-12,General,High,David W.,35,2
81171,2024-06-07,,Billing,High,Mike T.,,
81172,2024-10-26,,Technical,Low,Sarah K.,,
81173,2024-02-03,2024-02-04,Account,Urgent,Sarah K.,29,1
81174,2024-10-22,,Billing,Medium,David W.,,
81175,2024-07-02,2024-07-06,Billing,Low,Jessica L.,99,5
81176,2024-05-27,2024-05-28,Billing,Urgent,Tom B.,28,3
81177,2024-07-11,,BILLING,Urgent,Mike T.,,
81178,2024-11-09,2024-11-13,Technical,High,Mike T.,109,4
81179,2024-10-01,2024-10-03,Account,Low,Sarah K.,62,4
81180,2024-04-26,2024-04-26,BILLING,High,Tom B.,13,2
81181,2024-02-16,2024-02-16,Technical,Urgent,David W.,8,
81182,2024-08-11,2024-08-11,Technical,Low,Jessica L.,3,5
81183,2024-07-29,2024-07-29,General,Medium,Jessica L.,5,4
81184,2024-02-28,2024-03-02,Account,Low,David W.,95,3
81185,2024-03-22,2024-03-22,General,Low,Mike T.,14,4
81186,2024-01-29,2024-02-02,BILLING,Medium,Tom B.,112,4
81187,2024-06-06,2024-06-06,Billing,Urgent,Mike T.,19,1
81188,2024-10-08,2024-10-08,Account,High,Jessica L.,11,2
81189,07/12/2024,2024-07-12,BILLING,Urgent,Sarah K.,13,1
81190,2024-05-17,2024-05-19,Billing,Low,David W.,70,4
81191,2024-05-19,2024-05-19,Technical,Urgent,Sarah K.,19,3
81192,2024-05-10,2024-05-10,General,Urgent,Tom B.,-15,1
81193,2024-05-11,2024-05-11,BILLING,Urgent,Jessica L.,10,
81194,2024-09-07,2024-09-07,Account,Medium,Sarah K.,23,1
81195,2024-11-12,,Account,Medium,Mike T.,,
81196,2024-05-11,,Billing,Urgent,Mike T.,,
81197,2024-05-26,2024-05-29,Account,Low,Sarah K.,95,2
81198,2024-03-07,2024-03-10, technical ,Low,Jessica L.,86,4
81199,2024-02-19,2024-02-20,Billing,High,Jessica L.,41,
81200,2024-03-06,2024-03-07, technical ,Medium,Sarah K.,35,3
81201,2024-07-22,2024-07-23,Account,Urgent,Sarah K.,26,5
81202,2024-06-21,2024-06-22,Billing,Urgent,Jessica L.,30,4
81203,07/17/2024,2024-07-20,Billing,Medium,David W.,93,
81204,2024-11-23,2024-11-25, technical ,Low,David W.,-57,2
81205,2024-10-27,2024-10-31,Account,High,David W.,117,4
81206,2024-07-24,2024-07-26,Billing,Low,David W.,64,1
81207,2024-12-11,2024-12-13,BILLING,Medium,David W.,57,5
81208,2024-08-15,2024-08-16,Technical,High,Sarah K.,25,3
81209,2024-06-11,,General,Urgent,Tom B.,,
81210,2024-08-19,2024-08-19,BILLING,Urgent,Sarah K.,1,1
81211,2024-02-01,2024-02-02,Billing,Medium,Mike T.,40,4
81212,2024-07-17,2024-07-17,Account,Urgent,Tom B.,7,5
81213,2024-01-19,2024-01-21, technical ,High,Tom B.,53,2
81214,2024-01-02,2024-01-05,Account,High,David W.,76,
81215,2024-03-04,2024-03-04, technical ,Urgent,Mike T.,21,
81216,2024-03-28,2024-03-28,Billing,Urgent,David W.,23,3
81217,2024-11-06,2024-11-06,Billing,High,Tom B.,9,4
81218,2024-05-16,2024-05-20, technical ,Medium,David W.,101,5
81219,2024-04-11,2024-04-14,Technical,High,Sarah K.,89,3
81220,2024-06-24,2024-06-24,Account,Low,Jessica L.,14,5
81221,2024-12-11,2024-12-11, technical ,Urgent,David W.,19,4
81222,2024-11-06,2024-11-08,Account,Medium,Jessica L.,57,4
81223,2024-09-05,2024-09-05,Technical,Medium,Tom B.,7,4
81224,2024-10-04,2024-10-05,Billing,Urgent,Mike T.,27,3
81225,2024-04-24,,Technical,Urgent,Sarah K.,,
81226,2024-01-22,2024-01-24,Technical,Medium,David W.,51,4
81227,2024-05-27,,General,Low,Jessica L.,,
81228,2024-10-23,,Billing,Medium,Sarah K.,,
81229,2024-03-25,2024-03-26,BILLING,Urgent,Sarah K.,32,2
81230,2024-04-08,2024-04-09,Technical,Low,Mike T.,45,2
81231,2024-03-10,2024-03-12,Account,Medium,David W.,57,
81232,2024-06-25,2024-06-28,General,Medium,Sarah K.,-94,5
81233,2024-09-21,,Account,Medium,Tom B.,,
81234,2024-12-08,2024-12-08, technical ,Urgent,Mike T.,20,4
81235,2024-05-20,2024-05-21,General,High,David W.,31,3
81236,2024-10-19,2024-10-19,General,Urgent,David W.,22,
81237,2024-12-13,2024-12-15,BILLING,High,Mike T.,51,2
81238,2024-03-04,2024-03-06,Account,High,Sarah K.,62,2
81239,2024-02-08,2024-02-08, technical ,Low,Sarah K.,3,5
81240,2024-02-11,2024-02-15,General,High,Mike T.,96,1
81241,2024-11-21,2024-11-21,Account,High,Mike T.,7,1
81242,2024-07-21,,General,Low,Sarah K.,,
81243,2024-11-13,2024-11-13,Technical,Medium,David W.,7,2
81244,2024-11-30,,Account,Low,Sarah K.,,
81245,2024-12-20,2024-12-20,Account,Urgent,Jessica L.,4,1
81246,02/08/2024,,Billing,Medium,David W.,,
81247,2024-07-06,2024-07-07,Billing,Urgent,Mike T.,34,2
81248,2024-07-16,2024-07-16,Technical,Urgent,David W.,5,2
81249,2024-11-26,2024-11-27,Technical,High,Mike T.,39,3
81250,2024-09-27,2024-09-29,BILLING,Medium,Jessica L.,50,2
81251,2024-08-16,, technical ,Low,Sarah K.,,
81252,2024-07-01,2024-07-04,BILLING,Medium,Sarah K.,76,1
81253,2024-06-16,2024-06-20,Billing,Low,Mike T.,113,1
81254,2024-11-05,2024-11-08,Billing,Medium,David W.,78,1
81255,2024-02-16,2024-02-20,Technical,Medium,Mike T.,102,5
81256,2024-05-04,2024-05-08,Technical,Low,Mike T.,98,5
81257,05/09/2024,2024-05-10,BILLING,Medium,Sarah K.,34,3
81258,2024-12-08,2024-12-11, technical ,Low,Sarah K.,95,4
81259,2024-06-22,,General,Medium,David W.,,
81260,2024-01-06,2024-01-09,General,Low,Jessica L.,94,5
81261,2024-12-02,2024-12-06,BILLING,Medium,Tom B.,116,5
81262,2024-03-26,2024-03-30,General,High,Tom B.,119,2
